JAX backend     : gpu
JAX devices     : [CudaDevice(id=0)]
Selected DEVICE : cuda:0
Using batch size 128 with no accumulation. (auto-selected no accumulation to stay below ~35% of GPU memory)
Loading dataset...
Loading Complete
About to run first update_step…
First update_step done.
[Step    20] CE_loss=0.8581 | VFE_final=-71.1190 (IL_path=0.0281) | VFE_per_dof=-0.0347 Delta_VFE_per_dof=-0.0011 | VFE_pred_term=0.2554 VFE_hidden_term=95.5796 logdet_Pi_y_sum=3.27 logdet_Pi_x_sum=330.64 | lambda_gate=0.328 (raw=0.328) | SG_objective=0.0200 | SG_relMSE=1.0044 SG_cosine=-0.345 mean_log_Pi_g=0.323 | PC_activity_obj=69.6138 (per_unit 6.7982e-02) | PI_max_steps=8 | PI_est_total=8.0 PI_est_valid=1 (cap_hit=1 delta_last=1.30e-04 tol=1.00e-04 r=1.000 slope=-3.052e-05) | TrainAcc=0.836 TrainLoss=0.8431 (total_proposals=8, oracle_model=0/0, oracle_lp=0/0, metrics=8/8) | TestAcc=0.856 TestLoss=0.7962
[Step    20] CE_loss=0.8581 | VFE_final=-71.1190 (IL_path=0.0281) | VFE_per_dof=-0.0347 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.2554 VFE_hidden_term=95.5796 logdet_Pi_y_sum=3.27 logdet_Pi_x_sum=330.64 | lambda_gate=0.328 | SG_objective=0.0200 | SG_relMSE=1.0044 SG_cosine=-0.345 mean_log_Pi_g=0.323 | PC_activity_obj=69.6138 (per_unit 6.7982e-02) | PI_max_steps=8 | PC_steps=8 (total_proposals=8, oracle_model=0/0, oracle_lp=0/0, metrics=8/8) (total_proposals=8) | test_loss=0.7962 test_acc=0.8559
[Step    40] CE_loss=0.4314 | VFE_final=-89.0092 (IL_path=0.0298) | VFE_per_dof=-0.0435 Delta_VFE_per_dof=-0.0042 | VFE_pred_term=0.1325 VFE_hidden_term=101.1053 logdet_Pi_y_sum=3.80 logdet_Pi_x_sum=376.70 | lambda_gate=0.258 (raw=0.258) | SG_objective=0.0215 | SG_relMSE=1.0034 SG_cosine=-0.484 mean_log_Pi_g=0.368 | PC_activity_obj=72.9188 (per_unit 7.1210e-02) | PI_max_steps=8 | PI_est_total=8.0 PI_est_valid=1 (cap_hit=1 delta_last=1.05e-04 tol=1.00e-04 r=1.000 slope=-2.616e-05) | TrainAcc=0.922 TrainLoss=0.4298 (total_proposals=8, oracle_model=0/0, oracle_lp=0/0, metrics=8/8) | TestAcc=0.897 TestLoss=0.4775
[Step    40] CE_loss=0.4314 | VFE_final=-89.0092 (IL_path=0.0298) | VFE_per_dof=-0.0435 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.1325 VFE_hidden_term=101.1053 logdet_Pi_y_sum=3.80 logdet_Pi_x_sum=376.70 | lambda_gate=0.258 | SG_objective=0.0215 | SG_relMSE=1.0034 SG_cosine=-0.484 mean_log_Pi_g=0.368 | PC_activity_obj=72.9188 (per_unit 7.1210e-02) | PI_max_steps=8 | PC_steps=8 (total_proposals=8, oracle_model=0/0, oracle_lp=0/0, metrics=8/8) (total_proposals=8) | test_loss=0.4775 test_acc=0.8967
[Step    60] CE_loss=0.3831 | VFE_final=-115.4780 (IL_path=0.0289) | VFE_per_dof=-0.0564 Delta_VFE_per_dof=-0.0005 | VFE_pred_term=0.1172 VFE_hidden_term=97.4373 logdet_Pi_y_sum=4.32 logdet_Pi_x_sum=421.74 | lambda_gate=0.360 (raw=0.360) | SG_objective=0.0155 | SG_relMSE=1.0023 SG_cosine=-0.279 mean_log_Pi_g=0.412 | PC_activity_obj=69.3465 (per_unit 6.7721e-02) | PI_max_steps=8 | PI_est_total=8.0 PI_est_valid=1 (cap_hit=1 delta_last=1.07e-04 tol=1.00e-04 r=1.000 slope=-3.524e-05) | TrainAcc=0.906 TrainLoss=0.3694 (total_proposals=8, oracle_model=0/0, oracle_lp=0/0, metrics=8/8) | TestAcc=0.912 TestLoss=0.3804
[Step    60] CE_loss=0.3831 | VFE_final=-115.4780 (IL_path=0.0289) | VFE_per_dof=-0.0564 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.1172 VFE_hidden_term=97.4373 logdet_Pi_y_sum=4.32 logdet_Pi_x_sum=421.74 | lambda_gate=0.360 | SG_objective=0.0155 | SG_relMSE=1.0023 SG_cosine=-0.279 mean_log_Pi_g=0.412 | PC_activity_obj=69.3465 (per_unit 6.7721e-02) | PI_max_steps=8 | PC_steps=8 (total_proposals=8, oracle_model=0/0, oracle_lp=0/0, metrics=8/8) (total_proposals=8) | test_loss=0.3804 test_acc=0.9118
[Step    80] CE_loss=0.3435 | VFE_final=-154.4768 (IL_path=0.0243) | VFE_per_dof=-0.0754 Delta_VFE_per_dof=-0.0028 | VFE_pred_term=0.1027 VFE_hidden_term=81.2201 logdet_Pi_y_sum=4.83 logdet_Pi_x_sum=466.77 | lambda_gate=0.281 (raw=0.281) | SG_objective=0.0133 | SG_relMSE=1.0036 SG_cosine=-0.439 mean_log_Pi_g=0.456 | PC_activity_obj=56.7862 (per_unit 5.5455e-02) | PI_max_steps=8 | PI_est_total=8.0 PI_est_valid=1 (cap_hit=1 delta_last=1.05e-04 tol=1.00e-04 r=1.000 slope=-3.270e-05) | TrainAcc=0.922 TrainLoss=0.3220 (total_proposals=8, oracle_model=0/0, oracle_lp=0/0, metrics=8/8) | TestAcc=0.921 TestLoss=0.3190
[Step    80] CE_loss=0.3435 | VFE_final=-154.4768 (IL_path=0.0243) | VFE_per_dof=-0.0754 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.1027 VFE_hidden_term=81.2201 logdet_Pi_y_sum=4.83 logdet_Pi_x_sum=466.77 | lambda_gate=0.281 | SG_objective=0.0133 | SG_relMSE=1.0036 SG_cosine=-0.439 mean_log_Pi_g=0.456 | PC_activity_obj=56.7862 (per_unit 5.5455e-02) | PI_max_steps=8 | PC_steps=8 (total_proposals=8, oracle_model=0/0, oracle_lp=0/0, metrics=8/8) (total_proposals=8) | test_loss=0.3190 test_acc=0.9210
[Step   100] CE_loss=0.3361 | VFE_final=-183.5256 (IL_path=0.0227) | VFE_per_dof=-0.0896 Delta_VFE_per_dof=-0.0020 | VFE_pred_term=0.1187 VFE_hidden_term=74.9663 logdet_Pi_y_sum=5.33 logdet_Pi_x_sum=511.90 | lambda_gate=0.320 (raw=0.320) | SG_objective=0.0104 | SG_relMSE=1.0038 SG_cosine=-0.359 mean_log_Pi_g=0.500 | PC_activity_obj=51.0748 (per_unit 4.9878e-02) | PI_max_steps=8 | PI_est_total=8.0 PI_est_valid=1 (cap_hit=1 delta_last=1.17e-04 tol=1.00e-04 r=1.000 slope=-3.161e-05) | TrainAcc=0.914 TrainLoss=0.3167 (total_proposals=8, oracle_model=0/0, oracle_lp=0/0, metrics=8/8) | TestAcc=0.923 TestLoss=0.3092
[Step   100] CE_loss=0.3361 | VFE_final=-183.5256 (IL_path=0.0227) | VFE_per_dof=-0.0896 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.1187 VFE_hidden_term=74.9663 logdet_Pi_y_sum=5.33 logdet_Pi_x_sum=511.90 | lambda_gate=0.320 | SG_objective=0.0104 | SG_relMSE=1.0038 SG_cosine=-0.359 mean_log_Pi_g=0.500 | PC_activity_obj=51.0748 (per_unit 4.9878e-02) | PI_max_steps=8 | PC_steps=8 (total_proposals=8, oracle_model=0/0, oracle_lp=0/0, metrics=8/8) (total_proposals=8) | test_loss=0.3092 test_acc=0.9232
[Step   120] CE_loss=0.3010 | VFE_final=-202.9327 (IL_path=0.0240) | VFE_per_dof=-0.0991 Delta_VFE_per_dof=+0.0005 | VFE_pred_term=0.1018 VFE_hidden_term=78.2679 logdet_Pi_y_sum=5.80 logdet_Pi_x_sum=556.80 | lambda_gate=0.328 (raw=0.328) | SG_objective=0.0080 | SG_relMSE=1.0034 SG_cosine=-0.344 mean_log_Pi_g=0.544 | PC_activity_obj=52.1487 (per_unit 5.0926e-02) | PI_max_steps=8 | PI_est_total=8.0 PI_est_valid=1 (cap_hit=1 delta_last=1.13e-04 tol=1.00e-04 r=1.000 slope=-3.488e-05) | TrainAcc=0.938 TrainLoss=0.2858 (total_proposals=8, oracle_model=0/0, oracle_lp=0/0, metrics=8/8) | TestAcc=0.927 TestLoss=0.2777
[Step   120] CE_loss=0.3010 | VFE_final=-202.9327 (IL_path=0.0240) | VFE_per_dof=-0.0991 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.1018 VFE_hidden_term=78.2679 logdet_Pi_y_sum=5.80 logdet_Pi_x_sum=556.80 | lambda_gate=0.328 | SG_objective=0.0080 | SG_relMSE=1.0034 SG_cosine=-0.344 mean_log_Pi_g=0.544 | PC_activity_obj=52.1487 (per_unit 5.0926e-02) | PI_max_steps=8 | PC_steps=8 (total_proposals=8, oracle_model=0/0, oracle_lp=0/0, metrics=8/8) (total_proposals=8) | test_loss=0.2777 test_acc=0.9274
[Step   140] CE_loss=0.2426 | VFE_final=-233.7509 (IL_path=0.0216) | VFE_per_dof=-0.1141 Delta_VFE_per_dof=+0.0018 | VFE_pred_term=0.0820 VFE_hidden_term=69.6254 logdet_Pi_y_sum=6.26 logdet_Pi_x_sum=600.65 | lambda_gate=0.276 (raw=0.276) | SG_objective=0.0094 | SG_relMSE=1.0041 SG_cosine=-0.449 mean_log_Pi_g=0.587 | PC_activity_obj=45.1230 (per_unit 4.4065e-02) | PI_max_steps=8 | PI_est_total=8.0 PI_est_valid=1 (cap_hit=1 delta_last=1.02e-04 tol=1.00e-04 r=1.000 slope=-4.505e-05) | TrainAcc=0.961 TrainLoss=0.2285 (total_proposals=8, oracle_model=0/0, oracle_lp=0/0, metrics=8/8) | TestAcc=0.936 TestLoss=0.2885
