JAX backend     : gpu
JAX devices     : [CudaDevice(id=0)]
Selected DEVICE : cuda:0
Using batch size 128 with no accumulation. (auto-selected no accumulation to stay below ~35% of GPU memory)
Loading dataset...
Loading Complete
About to run first update_step…
First update_step done.
[Step    20] CE_loss=0.8529 | VFE_final=-69.4958 (IL_path=0.1189) | VFE_per_dof=-0.0339 Delta_VFE_per_dof=-0.0003 | VFE_pred_term=0.2532 VFE_hidden_term=97.2166 logdet_Pi_y_sum=3.27 logdet_Pi_x_sum=330.66 | lambda_gate=0.329 (raw=0.329) | SG_objective=0.0195 | SG_relMSE=1.0044 SG_cosine=-0.343 mean_log_Pi_g=0.323 | PC_activity_obj=70.7956 (per_unit 6.9136e-02) | PI_max_steps=16 | PI_est_total=16.0 PI_est_valid=1 (cap_hit=1 delta_last=2.52e-04 tol=2.00e-04 r=1.000 slope=-5.995e-05) | TrainAcc=0.836 TrainLoss=0.8370 (total_proposals=16, oracle_model=0/0, oracle_lp=0/0, metrics=16/16) | TestAcc=0.858 TestLoss=0.7897
[Step    20] CE_loss=0.8529 | VFE_final=-69.4958 (IL_path=0.1189) | VFE_per_dof=-0.0339 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.2532 VFE_hidden_term=97.2166 logdet_Pi_y_sum=3.27 logdet_Pi_x_sum=330.66 | lambda_gate=0.329 | SG_objective=0.0195 | SG_relMSE=1.0044 SG_cosine=-0.343 mean_log_Pi_g=0.323 | PC_activity_obj=70.7956 (per_unit 6.9136e-02) | PI_max_steps=16 | PC_steps=16 (total_proposals=16, oracle_model=0/0, oracle_lp=0/0, metrics=16/16) (total_proposals=16) | test_loss=0.7897 test_acc=0.8577
[Step    40] CE_loss=0.4349 | VFE_final=-89.3150 (IL_path=0.1239) | VFE_per_dof=-0.0436 Delta_VFE_per_dof=-0.0043 | VFE_pred_term=0.1338 VFE_hidden_term=100.8033 logdet_Pi_y_sum=3.80 logdet_Pi_x_sum=376.71 | lambda_gate=0.266 (raw=0.266) | SG_objective=0.0212 | SG_relMSE=1.0034 SG_cosine=-0.467 mean_log_Pi_g=0.368 | PC_activity_obj=72.7026 (per_unit 7.0999e-02) | PI_max_steps=16 | PI_est_total=16.0 PI_est_valid=1 (cap_hit=1 delta_last=2.04e-04 tol=2.00e-04 r=1.000 slope=-6.067e-05) | TrainAcc=0.922 TrainLoss=0.4331 (total_proposals=16, oracle_model=0/0, oracle_lp=0/0, metrics=16/16) | TestAcc=0.897 TestLoss=0.4772
[Step    40] CE_loss=0.4349 | VFE_final=-89.3150 (IL_path=0.1239) | VFE_per_dof=-0.0436 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.1338 VFE_hidden_term=100.8033 logdet_Pi_y_sum=3.80 logdet_Pi_x_sum=376.71 | lambda_gate=0.266 | SG_objective=0.0212 | SG_relMSE=1.0034 SG_cosine=-0.467 mean_log_Pi_g=0.368 | PC_activity_obj=72.7026 (per_unit 7.0999e-02) | PI_max_steps=16 | PC_steps=16 (total_proposals=16, oracle_model=0/0, oracle_lp=0/0, metrics=16/16) (total_proposals=16) | test_loss=0.4772 test_acc=0.8967
[Step    60] CE_loss=0.3879 | VFE_final=-115.9095 (IL_path=0.1201) | VFE_per_dof=-0.0566 Delta_VFE_per_dof=-0.0006 | VFE_pred_term=0.1193 VFE_hidden_term=97.0115 logdet_Pi_y_sum=4.32 logdet_Pi_x_sum=421.76 | lambda_gate=0.367 (raw=0.367) | SG_objective=0.0151 | SG_relMSE=1.0023 SG_cosine=-0.267 mean_log_Pi_g=0.412 | PC_activity_obj=69.0201 (per_unit 6.7402e-02) | PI_max_steps=16 | PI_est_total=16.0 PI_est_valid=1 (cap_hit=1 delta_last=2.10e-04 tol=2.00e-04 r=1.000 slope=-6.249e-05) | TrainAcc=0.898 TrainLoss=0.3740 (total_proposals=16, oracle_model=0/0, oracle_lp=0/0, metrics=16/16) | TestAcc=0.911 TestLoss=0.3814
[Step    60] CE_loss=0.3879 | VFE_final=-115.9095 (IL_path=0.1201) | VFE_per_dof=-0.0566 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.1193 VFE_hidden_term=97.0115 logdet_Pi_y_sum=4.32 logdet_Pi_x_sum=421.76 | lambda_gate=0.367 | SG_objective=0.0151 | SG_relMSE=1.0023 SG_cosine=-0.267 mean_log_Pi_g=0.412 | PC_activity_obj=69.0201 (per_unit 6.7402e-02) | PI_max_steps=16 | PC_steps=16 (total_proposals=16, oracle_model=0/0, oracle_lp=0/0, metrics=16/16) (total_proposals=16) | test_loss=0.3814 test_acc=0.9106
[Step    80] CE_loss=0.3383 | VFE_final=-152.9793 (IL_path=0.1033) | VFE_per_dof=-0.0747 Delta_VFE_per_dof=-0.0028 | VFE_pred_term=0.1011 VFE_hidden_term=82.7158 logdet_Pi_y_sum=4.83 logdet_Pi_x_sum=466.76 | lambda_gate=0.284 (raw=0.284) | SG_objective=0.0132 | SG_relMSE=1.0034 SG_cosine=-0.432 mean_log_Pi_g=0.456 | PC_activity_obj=57.6620 (per_unit 5.6311e-02) | PI_max_steps=16 | PI_est_total=16.0 PI_est_valid=1 (cap_hit=1 delta_last=2.02e-04 tol=2.00e-04 r=1.000 slope=-6.503e-05) | TrainAcc=0.930 TrainLoss=0.3180 (total_proposals=16, oracle_model=0/0, oracle_lp=0/0, metrics=16/16) | TestAcc=0.922 TestLoss=0.3183
[Step    80] CE_loss=0.3383 | VFE_final=-152.9793 (IL_path=0.1033) | VFE_per_dof=-0.0747 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.1011 VFE_hidden_term=82.7158 logdet_Pi_y_sum=4.83 logdet_Pi_x_sum=466.76 | lambda_gate=0.284 | SG_objective=0.0132 | SG_relMSE=1.0034 SG_cosine=-0.432 mean_log_Pi_g=0.456 | PC_activity_obj=57.6620 (per_unit 5.6311e-02) | PI_max_steps=16 | PC_steps=16 (total_proposals=16, oracle_model=0/0, oracle_lp=0/0, metrics=16/16) (total_proposals=16) | test_loss=0.3183 test_acc=0.9217
[Step   100] CE_loss=0.3372 | VFE_final=-182.7552 (IL_path=0.0956) | VFE_per_dof=-0.0892 Delta_VFE_per_dof=-0.0021 | VFE_pred_term=0.1204 VFE_hidden_term=75.7292 logdet_Pi_y_sum=5.32 logdet_Pi_x_sum=511.89 | lambda_gate=0.328 (raw=0.328) | SG_objective=0.0107 | SG_relMSE=1.0035 SG_cosine=-0.344 mean_log_Pi_g=0.500 | PC_activity_obj=51.6643 (per_unit 5.0453e-02) | PI_max_steps=16 | PI_est_total=16.0 PI_est_valid=1 (cap_hit=1 delta_last=2.29e-04 tol=2.00e-04 r=1.000 slope=-6.394e-05) | TrainAcc=0.922 TrainLoss=0.3199 (total_proposals=16, oracle_model=0/0, oracle_lp=0/0, metrics=16/16) | TestAcc=0.923 TestLoss=0.3097
[Step   100] CE_loss=0.3372 | VFE_final=-182.7552 (IL_path=0.0956) | VFE_per_dof=-0.0892 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.1204 VFE_hidden_term=75.7292 logdet_Pi_y_sum=5.32 logdet_Pi_x_sum=511.89 | lambda_gate=0.328 | SG_objective=0.0107 | SG_relMSE=1.0035 SG_cosine=-0.344 mean_log_Pi_g=0.500 | PC_activity_obj=51.6643 (per_unit 5.0453e-02) | PI_max_steps=16 | PC_steps=16 (total_proposals=16, oracle_model=0/0, oracle_lp=0/0, metrics=16/16) (total_proposals=16) | test_loss=0.3097 test_acc=0.9230
[Step   120] CE_loss=0.3105 | VFE_final=-204.1331 (IL_path=0.0983) | VFE_per_dof=-0.0997 Delta_VFE_per_dof=+0.0005 | VFE_pred_term=0.1050 VFE_hidden_term=76.9610 logdet_Pi_y_sum=5.80 logdet_Pi_x_sum=556.60 | lambda_gate=0.320 (raw=0.320) | SG_objective=0.0083 | SG_relMSE=1.0035 SG_cosine=-0.360 mean_log_Pi_g=0.544 | PC_activity_obj=51.0603 (per_unit 4.9864e-02) | PI_max_steps=16 | PI_est_total=16.0 PI_est_valid=1 (cap_hit=1 delta_last=2.22e-04 tol=2.00e-04 r=1.000 slope=-6.685e-05) | TrainAcc=0.930 TrainLoss=0.2940 (total_proposals=16, oracle_model=0/0, oracle_lp=0/0, metrics=16/16) | TestAcc=0.928 TestLoss=0.2789
