JAX backend     : gpu
JAX devices     : [CudaDevice(id=0)]
Selected DEVICE : cuda:0
Using batch size 128 with no accumulation. (auto-selected no accumulation to stay below ~35% of GPU memory)
Loading dataset...
Loading Complete
About to run first update_step…
First update_step done.
[Step    20] CE_loss=0.6657 | VFE_final=-53.3364 (IL_path=0.0336) | VFE_per_dof=-0.0260 Delta_VFE_per_dof=-0.0022 | VFE_pred_term=0.1920 VFE_hidden_term=114.2686 logdet_Pi_y_sum=3.27 logdet_Pi_x_sum=332.32 | lambda_gate=0.313 (raw=0.313) | SG_objective=0.0182 | SG_relMSE=1.0043 SG_cosine=-0.375 mean_log_Pi_g=0.325 | PC_activity_obj=82.9895 (per_unit 8.1044e-02) | PI_max_steps=8 | PI_est_total=8.0 PI_est_valid=1 (cap_hit=1 delta_last=1.14e-04 tol=1.00e-04 r=1.000 slope=-2.979e-05) | TrainAcc=0.883 TrainLoss=0.6253 (total_proposals=8, oracle_model=0/0, oracle_lp=0/0, metrics=8/8) | TestAcc=0.839 TestLoss=0.6734
[Step    20] CE_loss=0.6657 | VFE_final=-53.3364 (IL_path=0.0336) | VFE_per_dof=-0.0260 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.1920 VFE_hidden_term=114.2686 logdet_Pi_y_sum=3.27 logdet_Pi_x_sum=332.32 | lambda_gate=0.313 | SG_objective=0.0182 | SG_relMSE=1.0043 SG_cosine=-0.375 mean_log_Pi_g=0.325 | PC_activity_obj=82.9895 (per_unit 8.1044e-02) | PI_max_steps=8 | PC_steps=8 (total_proposals=8, oracle_model=0/0, oracle_lp=0/0, metrics=8/8) (total_proposals=8) | test_loss=0.6734 test_acc=0.8386
[Step    40] CE_loss=0.4577 | VFE_final=-104.0326 (IL_path=0.0261) | VFE_per_dof=-0.0508 Delta_VFE_per_dof=-0.0093 | VFE_pred_term=0.1387 VFE_hidden_term=87.8392 logdet_Pi_y_sum=3.81 logdet_Pi_x_sum=380.21 | lambda_gate=0.312 (raw=0.312) | SG_objective=0.0184 | SG_relMSE=1.0036 SG_cosine=-0.377 mean_log_Pi_g=0.371 | PC_activity_obj=62.1952 (per_unit 6.0737e-02) | PI_max_steps=8 | PI_est_total=8.0 PI_est_valid=1 (cap_hit=1 delta_last=1.10e-04 tol=1.00e-04 r=1.000 slope=-3.161e-05) | TrainAcc=0.930 TrainLoss=0.4400 (total_proposals=8, oracle_model=0/0, oracle_lp=0/0, metrics=8/8) | TestAcc=0.904 TestLoss=0.4193
[Step    40] CE_loss=0.4577 | VFE_final=-104.0326 (IL_path=0.0261) | VFE_per_dof=-0.0508 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.1387 VFE_hidden_term=87.8392 logdet_Pi_y_sum=3.81 logdet_Pi_x_sum=380.21 | lambda_gate=0.312 | SG_objective=0.0184 | SG_relMSE=1.0036 SG_cosine=-0.377 mean_log_Pi_g=0.371 | PC_activity_obj=62.1952 (per_unit 6.0737e-02) | PI_max_steps=8 | PC_steps=8 (total_proposals=8, oracle_model=0/0, oracle_lp=0/0, metrics=8/8) (total_proposals=8) | test_loss=0.4193 test_acc=0.9037
[Step    60] CE_loss=0.4248 | VFE_final=-131.8888 (IL_path=0.0254) | VFE_per_dof=-0.0644 Delta_VFE_per_dof=-0.0055 | VFE_pred_term=0.1312 VFE_hidden_term=84.0421 logdet_Pi_y_sum=4.34 logdet_Pi_x_sum=427.78 | lambda_gate=0.381 (raw=0.381) | SG_objective=0.0158 | SG_relMSE=1.0021 SG_cosine=-0.238 mean_log_Pi_g=0.418 | PC_activity_obj=57.4580 (per_unit 5.6111e-02) | PI_max_steps=8 | PI_est_total=8.0 PI_est_valid=1 (cap_hit=1 delta_last=1.19e-04 tol=1.00e-04 r=1.000 slope=-3.197e-05) | TrainAcc=0.914 TrainLoss=0.4186 (total_proposals=8, oracle_model=0/0, oracle_lp=0/0, metrics=8/8) | TestAcc=0.923 TestLoss=0.3436
[Step    60] CE_loss=0.4248 | VFE_final=-131.8888 (IL_path=0.0254) | VFE_per_dof=-0.0644 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.1312 VFE_hidden_term=84.0421 logdet_Pi_y_sum=4.34 logdet_Pi_x_sum=427.78 | lambda_gate=0.381 | SG_objective=0.0158 | SG_relMSE=1.0021 SG_cosine=-0.238 mean_log_Pi_g=0.418 | PC_activity_obj=57.4580 (per_unit 5.6111e-02) | PI_max_steps=8 | PC_steps=8 (total_proposals=8, oracle_model=0/0, oracle_lp=0/0, metrics=8/8) (total_proposals=8) | test_loss=0.3436 test_acc=0.9228
[Step    80] CE_loss=0.2735 | VFE_final=-158.8636 (IL_path=0.0071) | VFE_per_dof=-0.0776 Delta_VFE_per_dof=-0.0009 | VFE_pred_term=0.0810 VFE_hidden_term=81.4919 logdet_Pi_y_sum=4.85 logdet_Pi_x_sum=476.02 | lambda_gate=0.267 (raw=0.267) | SG_objective=0.0099 | SG_relMSE=1.0045 SG_cosine=-0.467 mean_log_Pi_g=0.465 | PC_activity_obj=53.8443 (per_unit 5.2582e-02) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=9.76e-05 tol=1.00e-04 r=1.000 slope=-2.543e-05) | TrainAcc=0.953 TrainLoss=0.2547 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.932 TestLoss=0.2938
[Step    80] CE_loss=0.2735 | VFE_final=-158.8636 (IL_path=0.0071) | VFE_per_dof=-0.0776 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0810 VFE_hidden_term=81.4919 logdet_Pi_y_sum=4.85 logdet_Pi_x_sum=476.02 | lambda_gate=0.267 | SG_objective=0.0099 | SG_relMSE=1.0045 SG_cosine=-0.467 mean_log_Pi_g=0.465 | PC_activity_obj=53.8443 (per_unit 5.2582e-02) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) (total_proposals=3) | test_loss=0.2938 test_acc=0.9319
[Step   100] CE_loss=0.2849 | VFE_final=-174.6452 (IL_path=0.0281) | VFE_per_dof=-0.0853 Delta_VFE_per_dof=+0.0022 | VFE_pred_term=0.0958 VFE_hidden_term=89.9737 logdet_Pi_y_sum=5.34 logdet_Pi_x_sum=524.09 | lambda_gate=0.331 (raw=0.331) | SG_objective=0.0094 | SG_relMSE=1.0034 SG_cosine=-0.339 mean_log_Pi_g=0.512 | PC_activity_obj=56.9998 (per_unit 5.5664e-02) | PI_max_steps=8 | PI_est_total=8.0 PI_est_valid=1 (cap_hit=1 delta_last=1.10e-04 tol=1.00e-04 r=1.000 slope=-3.669e-05) | TrainAcc=0.930 TrainLoss=0.2626 (total_proposals=8, oracle_model=0/0, oracle_lp=0/0, metrics=8/8) | TestAcc=0.934 TestLoss=0.2584
[Step   100] CE_loss=0.2849 | VFE_final=-174.6452 (IL_path=0.0281) | VFE_per_dof=-0.0853 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0958 VFE_hidden_term=89.9737 logdet_Pi_y_sum=5.34 logdet_Pi_x_sum=524.09 | lambda_gate=0.331 | SG_objective=0.0094 | SG_relMSE=1.0034 SG_cosine=-0.339 mean_log_Pi_g=0.512 | PC_activity_obj=56.9998 (per_unit 5.5664e-02) | PI_max_steps=8 | PC_steps=8 (total_proposals=8, oracle_model=0/0, oracle_lp=0/0, metrics=8/8) (total_proposals=8) | test_loss=0.2584 test_acc=0.9336
[Step   120] CE_loss=0.2321 | VFE_final=-211.2692 (IL_path=0.0245) | VFE_per_dof=-0.1032 Delta_VFE_per_dof=+0.0001 | VFE_pred_term=0.0725 VFE_hidden_term=76.9989 logdet_Pi_y_sum=5.82 logdet_Pi_x_sum=570.86 | lambda_gate=0.375 (raw=0.375) | SG_objective=0.0098 | SG_relMSE=1.0028 SG_cosine=-0.250 mean_log_Pi_g=0.557 | PC_activity_obj=46.3592 (per_unit 4.5273e-02) | PI_max_steps=8 | PI_est_total=8.0 PI_est_valid=1 (cap_hit=1 delta_last=1.02e-04 tol=1.00e-04 r=1.000 slope=-4.360e-05) | TrainAcc=0.953 TrainLoss=0.2022 (total_proposals=8, oracle_model=0/0, oracle_lp=0/0, metrics=8/8) | TestAcc=0.940 TestLoss=0.2551
