JAX backend     : gpu
JAX devices     : [CudaDevice(id=0)]
Selected DEVICE : cuda:0
Using batch size 128 with no accumulation. (auto-selected no accumulation to stay below ~35% of GPU memory)
Loading dataset...
Loading Complete
About to run first update_step…
First update_step done.
[Step    20] CE_loss=0.5309 | VFE_final=-66.8099 (IL_path=0.0580) | VFE_per_dof=-0.0326 Delta_VFE_per_dof=-0.0018 | VFE_pred_term=0.1447 VFE_hidden_term=101.2822 logdet_Pi_y_sum=3.28 logdet_Pi_x_sum=333.19 | lambda_gate=0.284 (raw=0.284) | SG_objective=0.0143 | SG_relMSE=1.0046 SG_cosine=-0.431 mean_log_Pi_g=0.325 | PC_activity_obj=73.3467 (per_unit 7.1628e-02) | PI_max_steps=8 | PI_est_total=8.0 PI_est_valid=1 (cap_hit=1 delta_last=2.01e-04 tol=2.00e-04 r=1.000 slope=-6.321e-05) | TrainAcc=0.914 TrainLoss=0.4884 (total_proposals=8, oracle_model=8/8, oracle_lp=8/8, metrics=8/8) | TestAcc=0.862 TestLoss=0.5483
[Step    20] CE_loss=0.5309 | VFE_final=-66.8099 (IL_path=0.0580) | VFE_per_dof=-0.0326 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.1447 VFE_hidden_term=101.2822 logdet_Pi_y_sum=3.28 logdet_Pi_x_sum=333.19 | lambda_gate=0.284 | SG_objective=0.0143 | SG_relMSE=1.0046 SG_cosine=-0.431 mean_log_Pi_g=0.325 | PC_activity_obj=73.3467 (per_unit 7.1628e-02) | PI_max_steps=8 | PC_steps=8 (total_proposals=8, oracle_model=8/8, oracle_lp=8/8, metrics=8/8) (total_proposals=8) | test_loss=0.5483 test_acc=0.8622
[Step    40] CE_loss=0.3955 | VFE_final=-117.1937 (IL_path=0.0453) | VFE_per_dof=-0.0572 Delta_VFE_per_dof=-0.0094 | VFE_pred_term=0.1152 VFE_hidden_term=77.5165 logdet_Pi_y_sum=3.83 logdet_Pi_x_sum=385.82 | lambda_gate=0.302 (raw=0.302) | SG_objective=0.0098 | SG_relMSE=1.0050 SG_cosine=-0.396 mean_log_Pi_g=0.377 | PC_activity_obj=53.5589 (per_unit 5.2304e-02) | PI_max_steps=8 | PI_est_total=8.0 PI_est_valid=1 (cap_hit=1 delta_last=2.10e-04 tol=2.00e-04 r=1.000 slope=-6.249e-05) | TrainAcc=0.922 TrainLoss=0.3764 (total_proposals=8, oracle_model=8/8, oracle_lp=8/8, metrics=8/8) | TestAcc=0.913 TestLoss=0.3614
[Step    40] CE_loss=0.3955 | VFE_final=-117.1937 (IL_path=0.0453) | VFE_per_dof=-0.0572 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.1152 VFE_hidden_term=77.5165 logdet_Pi_y_sum=3.83 logdet_Pi_x_sum=385.82 | lambda_gate=0.302 | SG_objective=0.0098 | SG_relMSE=1.0050 SG_cosine=-0.396 mean_log_Pi_g=0.377 | PC_activity_obj=53.5589 (per_unit 5.2304e-02) | PI_max_steps=8 | PC_steps=8 (total_proposals=8, oracle_model=8/8, oracle_lp=8/8, metrics=8/8) (total_proposals=8) | test_loss=0.3614 test_acc=0.9135
[Step    60] CE_loss=0.3566 | VFE_final=-148.6101 (IL_path=0.0434) | VFE_per_dof=-0.0726 Delta_VFE_per_dof=-0.0040 | VFE_pred_term=0.1075 VFE_hidden_term=72.5405 logdet_Pi_y_sum=4.35 logdet_Pi_x_sum=438.16 | lambda_gate=0.304 (raw=0.304) | SG_objective=0.0081 | SG_relMSE=1.0043 SG_cosine=-0.391 mean_log_Pi_g=0.428 | PC_activity_obj=47.5628 (per_unit 4.6448e-02) | PI_max_steps=8 | PI_est_total=8.0 PI_est_valid=1 (cap_hit=1 delta_last=2.29e-04 tol=2.00e-04 r=1.000 slope=-6.358e-05) | TrainAcc=0.914 TrainLoss=0.3429 (total_proposals=8, oracle_model=8/8, oracle_lp=8/8, metrics=8/8) | TestAcc=0.936 TestLoss=0.3036
[Step    60] CE_loss=0.3566 | VFE_final=-148.6101 (IL_path=0.0434) | VFE_per_dof=-0.0726 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.1075 VFE_hidden_term=72.5405 logdet_Pi_y_sum=4.35 logdet_Pi_x_sum=438.16 | lambda_gate=0.304 | SG_objective=0.0081 | SG_relMSE=1.0043 SG_cosine=-0.391 mean_log_Pi_g=0.428 | PC_activity_obj=47.5628 (per_unit 4.6448e-02) | PI_max_steps=8 | PC_steps=8 (total_proposals=8, oracle_model=8/8, oracle_lp=8/8, metrics=8/8) (total_proposals=8) | test_loss=0.3036 test_acc=0.9365
[Step    80] CE_loss=0.2369 | VFE_final=-171.2019 (IL_path=0.0133) | VFE_per_dof=-0.0836 Delta_VFE_per_dof=-0.0007 | VFE_pred_term=0.0635 VFE_hidden_term=75.9615 logdet_Pi_y_sum=4.86 logdet_Pi_x_sum=489.60 | lambda_gate=0.310 (raw=0.310) | SG_objective=0.0091 | SG_relMSE=1.0038 SG_cosine=-0.381 mean_log_Pi_g=0.478 | PC_activity_obj=47.3564 (per_unit 4.6246e-02) | PI_max_steps=8 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=1.87e-04 tol=2.00e-04 r=1.000 slope=-6.485e-05) | TrainAcc=0.961 TrainLoss=0.2127 (total_proposals=8, oracle_model=8/8, oracle_lp=8/8, metrics=3/3) | TestAcc=0.941 TestLoss=0.2545
[Step    80] CE_loss=0.2369 | VFE_final=-171.2019 (IL_path=0.0133) | VFE_per_dof=-0.0836 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0635 VFE_hidden_term=75.9615 logdet_Pi_y_sum=4.86 logdet_Pi_x_sum=489.60 | lambda_gate=0.310 | SG_objective=0.0091 | SG_relMSE=1.0038 SG_cosine=-0.381 mean_log_Pi_g=0.478 | PC_activity_obj=47.3564 (per_unit 4.6246e-02) | PI_max_steps=8 | PC_steps=3 (total_proposals=8, oracle_model=8/8, oracle_lp=8/8, metrics=3/3) (total_proposals=8) | test_loss=0.2545 test_acc=0.9407
[Step   100] CE_loss=0.2607 | VFE_final=-191.4916 (IL_path=0.0504) | VFE_per_dof=-0.0935 Delta_VFE_per_dof=+0.0014 | VFE_pred_term=0.0817 VFE_hidden_term=80.9055 logdet_Pi_y_sum=5.34 logdet_Pi_x_sum=539.62 | lambda_gate=0.308 (raw=0.308) | SG_objective=0.0094 | SG_relMSE=1.0039 SG_cosine=-0.384 mean_log_Pi_g=0.527 | PC_activity_obj=47.9958 (per_unit 4.6871e-02) | PI_max_steps=8 | PI_est_total=8.0 PI_est_valid=1 (cap_hit=1 delta_last=2.23e-04 tol=2.00e-04 r=1.000 slope=-7.411e-05) | TrainAcc=0.945 TrainLoss=0.2298 (total_proposals=8, oracle_model=8/8, oracle_lp=8/8, metrics=8/8) | TestAcc=0.945 TestLoss=0.2212
[Step   100] CE_loss=0.2607 | VFE_final=-191.4916 (IL_path=0.0504) | VFE_per_dof=-0.0935 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0817 VFE_hidden_term=80.9055 logdet_Pi_y_sum=5.34 logdet_Pi_x_sum=539.62 | lambda_gate=0.308 | SG_objective=0.0094 | SG_relMSE=1.0039 SG_cosine=-0.384 mean_log_Pi_g=0.527 | PC_activity_obj=47.9958 (per_unit 4.6871e-02) | PI_max_steps=8 | PC_steps=8 (total_proposals=8, oracle_model=8/8, oracle_lp=8/8, metrics=8/8) (total_proposals=8) | test_loss=0.2212 test_acc=0.9448
[Step   120] CE_loss=0.1871 | VFE_final=-228.8882 (IL_path=0.0123) | VFE_per_dof=-0.1118 Delta_VFE_per_dof=+0.0006 | VFE_pred_term=0.0555 VFE_hidden_term=68.0147 logdet_Pi_y_sum=5.81 logdet_Pi_x_sum=588.11 | lambda_gate=0.319 (raw=0.319) | SG_objective=0.0074 | SG_relMSE=1.0041 SG_cosine=-0.361 mean_log_Pi_g=0.574 | PC_activity_obj=38.4421 (per_unit 3.7541e-02) | PI_max_steps=8 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=1.96e-04 tol=2.00e-04 r=1.000 slope=-8.265e-05) | TrainAcc=0.984 TrainLoss=0.1622 (total_proposals=8, oracle_model=8/8, oracle_lp=8/8, metrics=3/3) | TestAcc=0.950 TestLoss=0.2298
