JAX backend     : gpu
JAX devices     : [CudaDevice(id=0)]
Selected DEVICE : cuda:0
Using batch size 128 with no accumulation. (auto-selected no accumulation to stay below ~35% of GPU memory)
Loading dataset...
Loading Complete
About to run first update_step…
First update_step done.
[Step    20] CE_loss=0.3929 | VFE_final=798.5898 (IL_path=0.0784) | VFE_per_dof=0.3899 Delta_VFE_per_dof=+0.0143 | VFE_pred_term=0.1154 VFE_hidden_term=952.2098 logdet_Pi_y_sum=3.24 logdet_Pi_x_sum=304.23 | lambda_gate=0.000 (raw=0.511) | SG_objective=0.2806 | SG_relMSE=0.9999 SG_cosine=0.022 mean_log_Pi_g=0.297 | PC_activity_obj=723.0466 (per_unit 7.0610e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=8.51e-05 tol=2.00e-04 r=1.000 slope=-2.035e-05) | TrainAcc=0.875 TrainLoss=0.3450 (total_proposals=3, oracle_model=3/3, oracle_lp=3/3, metrics=3/3) | TestAcc=0.849 TestLoss=0.4595
[Step    20] CE_loss=0.3929 | VFE_final=798.5898 (IL_path=0.0784) | VFE_per_dof=0.3899 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.1154 VFE_hidden_term=952.2098 logdet_Pi_y_sum=3.24 logdet_Pi_x_sum=304.23 | lambda_gate=0.000 | SG_objective=0.2806 | SG_relMSE=0.9999 SG_cosine=0.022 mean_log_Pi_g=0.297 | PC_activity_obj=723.0466 (per_unit 7.0610e-01) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=3/3, oracle_lp=3/3, metrics=3/3) (total_proposals=3) | test_loss=0.4595 test_acc=0.8486
[Step    40] CE_loss=0.3805 | VFE_final=682.7657 (IL_path=0.0669) | VFE_per_dof=0.3334 Delta_VFE_per_dof=-0.0168 | VFE_pred_term=0.1163 VFE_hidden_term=829.8521 logdet_Pi_y_sum=3.63 logdet_Pi_x_sum=290.77 | lambda_gate=0.000 (raw=0.520) | SG_objective=0.2095 | SG_relMSE=0.9996 SG_cosine=0.040 mean_log_Pi_g=0.284 | PC_activity_obj=658.6715 (per_unit 6.4323e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=8.58e-05 tol=2.00e-04 r=1.000 slope=-2.797e-05) | TrainAcc=0.891 TrainLoss=0.3214 (total_proposals=3, oracle_model=3/3, oracle_lp=3/3, metrics=3/3) | TestAcc=0.895 TestLoss=0.3467
[Step    40] CE_loss=0.3805 | VFE_final=682.7657 (IL_path=0.0669) | VFE_per_dof=0.3334 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.1163 VFE_hidden_term=829.8521 logdet_Pi_y_sum=3.63 logdet_Pi_x_sum=290.77 | lambda_gate=0.000 | SG_objective=0.2095 | SG_relMSE=0.9996 SG_cosine=0.040 mean_log_Pi_g=0.284 | PC_activity_obj=658.6715 (per_unit 6.4323e-01) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=3/3, oracle_lp=3/3, metrics=3/3) (total_proposals=3) | test_loss=0.3467 test_acc=0.8948
[Step    60] CE_loss=0.3950 | VFE_final=564.5292 (IL_path=0.0558) | VFE_per_dof=0.2756 Delta_VFE_per_dof=-0.0140 | VFE_pred_term=0.1147 VFE_hidden_term=705.2094 logdet_Pi_y_sum=4.04 logdet_Pi_x_sum=277.55 | lambda_gate=0.000 (raw=0.523) | SG_objective=0.1596 | SG_relMSE=0.9997 SG_cosine=0.047 mean_log_Pi_g=0.271 | PC_activity_obj=581.7825 (per_unit 5.6815e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=8.71e-05 tol=2.00e-04 r=1.000 slope=-1.653e-05) | TrainAcc=0.898 TrainLoss=0.3564 (total_proposals=3, oracle_model=3/3, oracle_lp=3/3, metrics=3/3) | TestAcc=0.909 TestLoss=0.3055
[Step    60] CE_loss=0.3950 | VFE_final=564.5292 (IL_path=0.0558) | VFE_per_dof=0.2756 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.1147 VFE_hidden_term=705.2094 logdet_Pi_y_sum=4.04 logdet_Pi_x_sum=277.55 | lambda_gate=0.000 | SG_objective=0.1596 | SG_relMSE=0.9997 SG_cosine=0.047 mean_log_Pi_g=0.271 | PC_activity_obj=581.7825 (per_unit 5.6815e-01) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=3/3, oracle_lp=3/3, metrics=3/3) (total_proposals=3) | test_loss=0.3055 test_acc=0.9089
[Step    80] CE_loss=0.2295 | VFE_final=463.6649 (IL_path=0.0469) | VFE_per_dof=0.2264 Delta_VFE_per_dof=+0.0089 | VFE_pred_term=0.0654 VFE_hidden_term=601.6702 logdet_Pi_y_sum=4.52 logdet_Pi_x_sum=271.62 | lambda_gate=0.000 (raw=0.508) | SG_objective=0.1270 | SG_relMSE=0.9999 SG_cosine=0.016 mean_log_Pi_g=0.265 | PC_activity_obj=511.9061 (per_unit 4.9991e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=6.61e-05 tol=2.00e-04 r=1.000 slope=-2.416e-05) | TrainAcc=0.945 TrainLoss=0.1972 (total_proposals=3, oracle_model=3/3, oracle_lp=3/3, metrics=3/3) | TestAcc=0.930 TestLoss=0.2373
[Step    80] CE_loss=0.2295 | VFE_final=463.6649 (IL_path=0.0469) | VFE_per_dof=0.2264 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0654 VFE_hidden_term=601.6702 logdet_Pi_y_sum=4.52 logdet_Pi_x_sum=271.62 | lambda_gate=0.000 | SG_objective=0.1270 | SG_relMSE=0.9999 SG_cosine=0.016 mean_log_Pi_g=0.265 | PC_activity_obj=511.9061 (per_unit 4.9991e-01) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=3/3, oracle_lp=3/3, metrics=3/3) (total_proposals=3) | test_loss=0.2373 test_acc=0.9300
[Step   100] CE_loss=0.2144 | VFE_final=487.4562 (IL_path=0.0485) | VFE_per_dof=0.2380 Delta_VFE_per_dof=+0.0116 | VFE_pred_term=0.0714 VFE_hidden_term=624.7456 logdet_Pi_y_sum=5.06 logdet_Pi_x_sum=269.66 | lambda_gate=0.000 (raw=0.501) | SG_objective=0.1199 | SG_relMSE=1.0000 SG_cosine=0.002 mean_log_Pi_g=0.263 | PC_activity_obj=538.1283 (per_unit 5.2552e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=6.98e-05 tol=2.00e-04 r=1.000 slope=-2.289e-05) | TrainAcc=0.961 TrainLoss=0.1811 (total_proposals=3, oracle_model=3/3, oracle_lp=3/3, metrics=3/3) | TestAcc=0.937 TestLoss=0.2117
[Step   100] CE_loss=0.2144 | VFE_final=487.4562 (IL_path=0.0485) | VFE_per_dof=0.2380 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0714 VFE_hidden_term=624.7456 logdet_Pi_y_sum=5.06 logdet_Pi_x_sum=269.66 | lambda_gate=0.000 | SG_objective=0.1199 | SG_relMSE=1.0000 SG_cosine=0.002 mean_log_Pi_g=0.263 | PC_activity_obj=538.1283 (per_unit 5.2552e-01) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=3/3, oracle_lp=3/3, metrics=3/3) (total_proposals=3) | test_loss=0.2117 test_acc=0.9367
[Step   120] CE_loss=0.1661 | VFE_final=497.3113 (IL_path=0.0490) | VFE_per_dof=0.2428 Delta_VFE_per_dof=+0.0031 | VFE_pred_term=0.0515 VFE_hidden_term=631.4675 logdet_Pi_y_sum=5.57 logdet_Pi_x_sum=262.85 | lambda_gate=0.000 (raw=0.509) | SG_objective=0.1027 | SG_relMSE=0.9999 SG_cosine=0.018 mean_log_Pi_g=0.257 | PC_activity_obj=547.9360 (per_unit 5.3509e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=6.21e-05 tol=2.00e-04 r=1.000 slope=-2.797e-05) | TrainAcc=0.969 TrainLoss=0.1315 (total_proposals=3, oracle_model=3/3, oracle_lp=3/3, metrics=3/3) | TestAcc=0.935 TestLoss=0.2142
