JAX backend     : gpu
JAX devices     : [CudaDevice(id=0)]
Selected DEVICE : cuda:0
Using batch size 128 with no accumulation. (auto-selected no accumulation to stay below ~35% of GPU memory)
Loading dataset...
Loading Complete
About to run first update_step…
First update_step done.
[Step    20] CE_loss=0.5013 | VFE_final=770.4818 (IL_path=0.1070) | VFE_per_dof=0.3762 Delta_VFE_per_dof=+0.0302 | VFE_pred_term=0.1440 VFE_hidden_term=928.4413 logdet_Pi_y_sum=3.26 logdet_Pi_x_sum=312.95 | lambda_gate=0.000 (raw=0.500) | SG_objective=0.2415 | SG_relMSE=1.0000 SG_cosine=-0.001 mean_log_Pi_g=0.306 | PC_activity_obj=694.2965 (per_unit 6.7802e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=1.30e-04 tol=5.00e-04 r=1.000 slope=-3.815e-05) | TrainAcc=0.836 TrainLoss=0.4527 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.871 TestLoss=0.4221
[Step    20] CE_loss=0.5013 | VFE_final=770.4818 (IL_path=0.1070) | VFE_per_dof=0.3762 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.1440 VFE_hidden_term=928.4413 logdet_Pi_y_sum=3.26 logdet_Pi_x_sum=312.95 | lambda_gate=0.000 | SG_objective=0.2415 | SG_relMSE=1.0000 SG_cosine=-0.001 mean_log_Pi_g=0.306 | PC_activity_obj=694.2965 (per_unit 6.7802e-01) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) (total_proposals=3) | test_loss=0.4221 test_acc=0.8705
[Step    40] CE_loss=0.2717 | VFE_final=721.3907 (IL_path=0.0988) | VFE_per_dof=0.3522 Delta_VFE_per_dof=-0.0011 | VFE_pred_term=0.0839 VFE_hidden_term=873.7925 logdet_Pi_y_sum=3.65 logdet_Pi_x_sum=301.32 | lambda_gate=0.000 (raw=0.517) | SG_objective=0.2394 | SG_relMSE=0.9999 SG_cosine=0.034 mean_log_Pi_g=0.294 | PC_activity_obj=680.0480 (per_unit 6.6411e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=1.02e-04 tol=5.00e-04 r=1.000 slope=-3.560e-05) | TrainAcc=0.914 TrainLoss=0.2388 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.908 TestLoss=0.3208
[Step    40] CE_loss=0.2717 | VFE_final=721.3907 (IL_path=0.0988) | VFE_per_dof=0.3522 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0839 VFE_hidden_term=873.7925 logdet_Pi_y_sum=3.65 logdet_Pi_x_sum=301.32 | lambda_gate=0.000 | SG_objective=0.2394 | SG_relMSE=0.9999 SG_cosine=0.034 mean_log_Pi_g=0.294 | PC_activity_obj=680.0480 (per_unit 6.6411e-01) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) (total_proposals=3) | test_loss=0.3208 test_acc=0.9077
[Step    60] CE_loss=0.3268 | VFE_final=563.3138 (IL_path=0.0786) | VFE_per_dof=0.2751 Delta_VFE_per_dof=-0.0031 | VFE_pred_term=0.0924 VFE_hidden_term=708.7921 logdet_Pi_y_sum=4.06 logdet_Pi_x_sum=287.08 | lambda_gate=0.000 (raw=0.512) | SG_objective=0.1657 | SG_relMSE=0.9998 SG_cosine=0.024 mean_log_Pi_g=0.280 | PC_activity_obj=574.9314 (per_unit 5.6146e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=1.08e-04 tol=5.00e-04 r=1.000 slope=-3.815e-05) | TrainAcc=0.922 TrainLoss=0.2794 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.909 TestLoss=0.3025
[Step    60] CE_loss=0.3268 | VFE_final=563.3138 (IL_path=0.0786) | VFE_per_dof=0.2751 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0924 VFE_hidden_term=708.7921 logdet_Pi_y_sum=4.06 logdet_Pi_x_sum=287.08 | lambda_gate=0.000 | SG_objective=0.1657 | SG_relMSE=0.9998 SG_cosine=0.024 mean_log_Pi_g=0.280 | PC_activity_obj=574.9314 (per_unit 5.6146e-01) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) (total_proposals=3) | test_loss=0.3025 test_acc=0.9093
[Step    80] CE_loss=0.2217 | VFE_final=499.4960 (IL_path=0.0702) | VFE_per_dof=0.2439 Delta_VFE_per_dof=-0.0084 | VFE_pred_term=0.0655 VFE_hidden_term=641.2932 logdet_Pi_y_sum=4.52 logdet_Pi_x_sum=279.20 | lambda_gate=0.000 (raw=0.504) | SG_objective=0.1342 | SG_relMSE=1.0000 SG_cosine=0.008 mean_log_Pi_g=0.273 | PC_activity_obj=534.2614 (per_unit 5.2174e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=9.05e-05 tol=5.00e-04 r=1.000 slope=-5.849e-05) | TrainAcc=0.938 TrainLoss=0.1940 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.930 TestLoss=0.2428
[Step    80] CE_loss=0.2217 | VFE_final=499.4960 (IL_path=0.0702) | VFE_per_dof=0.2439 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0655 VFE_hidden_term=641.2932 logdet_Pi_y_sum=4.52 logdet_Pi_x_sum=279.20 | lambda_gate=0.000 | SG_objective=0.1342 | SG_relMSE=1.0000 SG_cosine=0.008 mean_log_Pi_g=0.273 | PC_activity_obj=534.2614 (per_unit 5.2174e-01) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) (total_proposals=3) | test_loss=0.2428 test_acc=0.9296
[Step   100] CE_loss=0.2462 | VFE_final=371.5915 (IL_path=0.0556) | VFE_per_dof=0.1814 Delta_VFE_per_dof=-0.0307 | VFE_pred_term=0.0835 VFE_hidden_term=511.9232 logdet_Pi_y_sum=5.04 logdet_Pi_x_sum=275.79 | lambda_gate=0.000 (raw=0.482) | SG_objective=0.0885 | SG_relMSE=1.0002 SG_cosine=-0.036 mean_log_Pi_g=0.269 | PC_activity_obj=434.7881 (per_unit 4.2460e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=1.02e-04 tol=5.00e-04 r=1.000 slope=-3.306e-05) | TrainAcc=0.938 TrainLoss=0.2032 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.932 TestLoss=0.2362
[Step   100] CE_loss=0.2462 | VFE_final=371.5915 (IL_path=0.0556) | VFE_per_dof=0.1814 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0835 VFE_hidden_term=511.9232 logdet_Pi_y_sum=5.04 logdet_Pi_x_sum=275.79 | lambda_gate=0.000 | SG_objective=0.0885 | SG_relMSE=1.0002 SG_cosine=-0.036 mean_log_Pi_g=0.269 | PC_activity_obj=434.7881 (per_unit 4.2460e-01) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) (total_proposals=3) | test_loss=0.2362 test_acc=0.9323
[Step   120] CE_loss=0.2625 | VFE_final=424.0594 (IL_path=0.0612) | VFE_per_dof=0.2071 Delta_VFE_per_dof=+0.0086 | VFE_pred_term=0.0816 VFE_hidden_term=565.4890 logdet_Pi_y_sum=5.60 logdet_Pi_x_sum=277.42 | lambda_gate=0.000 (raw=0.510) | SG_objective=0.0823 | SG_relMSE=0.9999 SG_cosine=0.020 mean_log_Pi_g=0.271 | PC_activity_obj=486.1263 (per_unit 4.7473e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=1.04e-04 tol=5.00e-04 r=1.000 slope=-3.179e-05) | TrainAcc=0.945 TrainLoss=0.2268 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.939 TestLoss=0.2081
