JAX backend     : gpu
JAX devices     : [CudaDevice(id=0)]
Selected DEVICE : cuda:0
Using batch size 128 with no accumulation. (auto-selected no accumulation to stay below ~35% of GPU memory)
Loading dataset...
Loading Complete
About to run first update_step…
First update_step done.
[Step    20] CE_loss=0.3948 | VFE_final=803.6199 (IL_path=0.0796) | VFE_per_dof=0.3924 Delta_VFE_per_dof=+0.0147 | VFE_pred_term=0.1163 VFE_hidden_term=961.0748 logdet_Pi_y_sum=3.25 logdet_Pi_x_sum=311.89 | lambda_gate=0.000 (raw=0.499) | SG_objective=0.2089 | SG_relMSE=1.0000 SG_cosine=-0.003 mean_log_Pi_g=0.305 | PC_activity_obj=721.1281 (per_unit 7.0423e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=8.53e-05 tol=5.00e-04 r=1.000 slope=-4.578e-05) | TrainAcc=0.867 TrainLoss=0.3474 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.848 TestLoss=0.4607
[Step    20] CE_loss=0.3948 | VFE_final=803.6199 (IL_path=0.0796) | VFE_per_dof=0.3924 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.1163 VFE_hidden_term=961.0748 logdet_Pi_y_sum=3.25 logdet_Pi_x_sum=311.89 | lambda_gate=0.000 | SG_objective=0.2089 | SG_relMSE=1.0000 SG_cosine=-0.003 mean_log_Pi_g=0.305 | PC_activity_obj=721.1281 (per_unit 7.0423e-01) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) (total_proposals=3) | test_loss=0.4607 test_acc=0.8483
[Step    40] CE_loss=0.3765 | VFE_final=689.9963 (IL_path=0.0684) | VFE_per_dof=0.3369 Delta_VFE_per_dof=-0.0165 | VFE_pred_term=0.1156 VFE_hidden_term=842.2560 logdet_Pi_y_sum=3.64 logdet_Pi_x_sum=301.11 | lambda_gate=0.000 (raw=0.511) | SG_objective=0.2570 | SG_relMSE=0.9998 SG_cosine=0.022 mean_log_Pi_g=0.294 | PC_activity_obj=658.7675 (per_unit 6.4333e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=8.55e-05 tol=5.00e-04 r=1.000 slope=-1.780e-05) | TrainAcc=0.898 TrainLoss=0.3189 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.895 TestLoss=0.3460
[Step    40] CE_loss=0.3765 | VFE_final=689.9963 (IL_path=0.0684) | VFE_per_dof=0.3369 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.1156 VFE_hidden_term=842.2560 logdet_Pi_y_sum=3.64 logdet_Pi_x_sum=301.11 | lambda_gate=0.000 | SG_objective=0.2570 | SG_relMSE=0.9998 SG_cosine=0.022 mean_log_Pi_g=0.294 | PC_activity_obj=658.7675 (per_unit 6.4333e-01) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) (total_proposals=3) | test_loss=0.3460 test_acc=0.8950
[Step    60] CE_loss=0.3931 | VFE_final=572.7850 (IL_path=0.0572) | VFE_per_dof=0.2797 Delta_VFE_per_dof=-0.0135 | VFE_pred_term=0.1142 VFE_hidden_term=718.2544 logdet_Pi_y_sum=4.03 logdet_Pi_x_sum=287.14 | lambda_gate=0.000 (raw=0.514) | SG_objective=0.1925 | SG_relMSE=0.9998 SG_cosine=0.027 mean_log_Pi_g=0.280 | PC_activity_obj=584.2373 (per_unit 5.7054e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=8.70e-05 tol=5.00e-04 r=1.000 slope=-2.543e-05) | TrainAcc=0.898 TrainLoss=0.3548 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.909 TestLoss=0.3043
[Step    60] CE_loss=0.3931 | VFE_final=572.7850 (IL_path=0.0572) | VFE_per_dof=0.2797 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.1142 VFE_hidden_term=718.2544 logdet_Pi_y_sum=4.03 logdet_Pi_x_sum=287.14 | lambda_gate=0.000 | SG_objective=0.1925 | SG_relMSE=0.9998 SG_cosine=0.027 mean_log_Pi_g=0.280 | PC_activity_obj=584.2373 (per_unit 5.7054e-01) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) (total_proposals=3) | test_loss=0.3043 test_acc=0.9093
[Step    80] CE_loss=0.2253 | VFE_final=475.3995 (IL_path=0.0485) | VFE_per_dof=0.2321 Delta_VFE_per_dof=+0.0088 | VFE_pred_term=0.0628 VFE_hidden_term=617.3344 logdet_Pi_y_sum=4.49 logdet_Pi_x_sum=279.51 | lambda_gate=0.000 (raw=0.497) | SG_objective=0.1341 | SG_relMSE=1.0000 SG_cosine=-0.006 mean_log_Pi_g=0.273 | PC_activity_obj=518.4150 (per_unit 5.0626e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=6.51e-05 tol=5.00e-04 r=1.000 slope=-2.670e-05) | TrainAcc=0.953 TrainLoss=0.1931 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.930 TestLoss=0.2372
[Step    80] CE_loss=0.2253 | VFE_final=475.3995 (IL_path=0.0485) | VFE_per_dof=0.2321 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0628 VFE_hidden_term=617.3344 logdet_Pi_y_sum=4.49 logdet_Pi_x_sum=279.51 | lambda_gate=0.000 | SG_objective=0.1341 | SG_relMSE=1.0000 SG_cosine=-0.006 mean_log_Pi_g=0.273 | PC_activity_obj=518.4150 (per_unit 5.0626e-01) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) (total_proposals=3) | test_loss=0.2372 test_acc=0.9302
[Step   100] CE_loss=0.2157 | VFE_final=492.8216 (IL_path=0.0495) | VFE_per_dof=0.2406 Delta_VFE_per_dof=+0.0115 | VFE_pred_term=0.0708 VFE_hidden_term=633.3352 logdet_Pi_y_sum=5.00 logdet_Pi_x_sum=276.17 | lambda_gate=0.000 (raw=0.499) | SG_objective=0.1241 | SG_relMSE=1.0000 SG_cosine=-0.003 mean_log_Pi_g=0.270 | PC_activity_obj=539.7699 (per_unit 5.2712e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=6.98e-05 tol=5.00e-04 r=1.000 slope=-2.925e-05) | TrainAcc=0.953 TrainLoss=0.1825 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.936 TestLoss=0.2119
[Step   100] CE_loss=0.2157 | VFE_final=492.8216 (IL_path=0.0495) | VFE_per_dof=0.2406 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0708 VFE_hidden_term=633.3352 logdet_Pi_y_sum=5.00 logdet_Pi_x_sum=276.17 | lambda_gate=0.000 | SG_objective=0.1241 | SG_relMSE=1.0000 SG_cosine=-0.003 mean_log_Pi_g=0.270 | PC_activity_obj=539.7699 (per_unit 5.2712e-01) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) (total_proposals=3) | test_loss=0.2119 test_acc=0.9361
[Step   120] CE_loss=0.1667 | VFE_final=501.6053 (IL_path=0.0498) | VFE_per_dof=0.2449 Delta_VFE_per_dof=+0.0024 | VFE_pred_term=0.0514 VFE_hidden_term=638.6908 logdet_Pi_y_sum=5.51 logdet_Pi_x_sum=268.77 | lambda_gate=0.000 (raw=0.508) | SG_objective=0.1220 | SG_relMSE=0.9999 SG_cosine=0.017 mean_log_Pi_g=0.262 | PC_activity_obj=549.4163 (per_unit 5.3654e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=6.22e-05 tol=5.00e-04 r=1.000 slope=-3.179e-05) | TrainAcc=0.969 TrainLoss=0.1315 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.936 TestLoss=0.2146
