JAX backend     : gpu
JAX devices     : [CudaDevice(id=0)]
Selected DEVICE : cuda:0
Using batch size 128 with no accumulation. (auto-selected no accumulation to stay below ~35% of GPU memory)
Loading dataset...
Loading Complete
About to run first update_step…
First update_step done.
[Step    20] CE_loss=0.5025 | VFE_final=760.7478 (IL_path=0.1049) | VFE_per_dof=0.3715 Delta_VFE_per_dof=+0.0294 | VFE_pred_term=0.1443 VFE_hidden_term=914.9554 logdet_Pi_y_sum=3.25 logdet_Pi_x_sum=305.46 | lambda_gate=0.000 (raw=0.506) | SG_objective=0.2603 | SG_relMSE=0.9999 SG_cosine=0.013 mean_log_Pi_g=0.298 | PC_activity_obj=692.1622 (per_unit 6.7594e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=1.30e-04 tol=2.00e-04 r=1.000 slope=-4.196e-05) | TrainAcc=0.844 TrainLoss=0.4540 (total_proposals=3, oracle_model=3/3, oracle_lp=3/3, metrics=3/3) | TestAcc=0.871 TestLoss=0.4220
[Step    20] CE_loss=0.5025 | VFE_final=760.7478 (IL_path=0.1049) | VFE_per_dof=0.3715 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.1443 VFE_hidden_term=914.9554 logdet_Pi_y_sum=3.25 logdet_Pi_x_sum=305.46 | lambda_gate=0.000 | SG_objective=0.2603 | SG_relMSE=0.9999 SG_cosine=0.013 mean_log_Pi_g=0.298 | PC_activity_obj=692.1622 (per_unit 6.7594e-01) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=3/3, oracle_lp=3/3, metrics=3/3) (total_proposals=3) | test_loss=0.4220 test_acc=0.8714
[Step    40] CE_loss=0.2710 | VFE_final=715.2619 (IL_path=0.0969) | VFE_per_dof=0.3492 Delta_VFE_per_dof=-0.0009 | VFE_pred_term=0.0836 VFE_hidden_term=863.0005 logdet_Pi_y_sum=3.65 logdet_Pi_x_sum=292.00 | lambda_gate=0.000 (raw=0.527) | SG_objective=0.2374 | SG_relMSE=0.9998 SG_cosine=0.053 mean_log_Pi_g=0.285 | PC_activity_obj=680.8678 (per_unit 6.6491e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=1.01e-04 tol=2.00e-04 r=1.000 slope=-5.722e-05) | TrainAcc=0.906 TrainLoss=0.2376 (total_proposals=3, oracle_model=3/3, oracle_lp=3/3, metrics=3/3) | TestAcc=0.908 TestLoss=0.3197
[Step    40] CE_loss=0.2710 | VFE_final=715.2619 (IL_path=0.0969) | VFE_per_dof=0.3492 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0836 VFE_hidden_term=863.0005 logdet_Pi_y_sum=3.65 logdet_Pi_x_sum=292.00 | lambda_gate=0.000 | SG_objective=0.2374 | SG_relMSE=0.9998 SG_cosine=0.053 mean_log_Pi_g=0.285 | PC_activity_obj=680.8678 (per_unit 6.6491e-01) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=3/3, oracle_lp=3/3, metrics=3/3) (total_proposals=3) | test_loss=0.3197 test_acc=0.9085
[Step    60] CE_loss=0.3280 | VFE_final=559.8345 (IL_path=0.0772) | VFE_per_dof=0.2734 Delta_VFE_per_dof=-0.0027 | VFE_pred_term=0.0935 VFE_hidden_term=701.4446 logdet_Pi_y_sum=4.07 logdet_Pi_x_sum=279.34 | lambda_gate=0.000 (raw=0.521) | SG_objective=0.1694 | SG_relMSE=0.9997 SG_cosine=0.042 mean_log_Pi_g=0.273 | PC_activity_obj=576.6953 (per_unit 5.6318e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=1.09e-04 tol=2.00e-04 r=1.000 slope=-3.815e-05) | TrainAcc=0.914 TrainLoss=0.2810 (total_proposals=3, oracle_model=3/3, oracle_lp=3/3, metrics=3/3) | TestAcc=0.909 TestLoss=0.3016
[Step    60] CE_loss=0.3280 | VFE_final=559.8345 (IL_path=0.0772) | VFE_per_dof=0.2734 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0935 VFE_hidden_term=701.4446 logdet_Pi_y_sum=4.07 logdet_Pi_x_sum=279.34 | lambda_gate=0.000 | SG_objective=0.1694 | SG_relMSE=0.9997 SG_cosine=0.042 mean_log_Pi_g=0.273 | PC_activity_obj=576.6953 (per_unit 5.6318e-01) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=3/3, oracle_lp=3/3, metrics=3/3) (total_proposals=3) | test_loss=0.3016 test_acc=0.9087
[Step    80] CE_loss=0.2271 | VFE_final=497.9176 (IL_path=0.0693) | VFE_per_dof=0.2431 Delta_VFE_per_dof=-0.0085 | VFE_pred_term=0.0670 VFE_hidden_term=636.6773 logdet_Pi_y_sum=4.55 logdet_Pi_x_sum=273.10 | lambda_gate=0.000 (raw=0.507) | SG_objective=0.1318 | SG_relMSE=0.9999 SG_cosine=0.013 mean_log_Pi_g=0.267 | PC_activity_obj=536.7191 (per_unit 5.2414e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=9.17e-05 tol=2.00e-04 r=1.000 slope=-5.213e-05) | TrainAcc=0.938 TrainLoss=0.1990 (total_proposals=3, oracle_model=3/3, oracle_lp=3/3, metrics=3/3) | TestAcc=0.930 TestLoss=0.2408
[Step    80] CE_loss=0.2271 | VFE_final=497.9176 (IL_path=0.0693) | VFE_per_dof=0.2431 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0670 VFE_hidden_term=636.6773 logdet_Pi_y_sum=4.55 logdet_Pi_x_sum=273.10 | lambda_gate=0.000 | SG_objective=0.1318 | SG_relMSE=0.9999 SG_cosine=0.013 mean_log_Pi_g=0.267 | PC_activity_obj=536.7191 (per_unit 5.2414e-01) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=3/3, oracle_lp=3/3, metrics=3/3) (total_proposals=3) | test_loss=0.2408 test_acc=0.9299
[Step   100] CE_loss=0.2464 | VFE_final=378.6604 (IL_path=0.0559) | VFE_per_dof=0.1849 Delta_VFE_per_dof=-0.0309 | VFE_pred_term=0.0840 VFE_hidden_term=516.0710 logdet_Pi_y_sum=5.08 logdet_Pi_x_sum=269.91 | lambda_gate=0.000 (raw=0.500) | SG_objective=0.0889 | SG_relMSE=1.0000 SG_cosine=-0.000 mean_log_Pi_g=0.264 | PC_activity_obj=441.2086 (per_unit 4.3087e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=1.03e-04 tol=2.00e-04 r=1.000 slope=-5.595e-05) | TrainAcc=0.938 TrainLoss=0.2032 (total_proposals=3, oracle_model=3/3, oracle_lp=3/3, metrics=3/3) | TestAcc=0.932 TestLoss=0.2358
[Step   100] CE_loss=0.2464 | VFE_final=378.6604 (IL_path=0.0559) | VFE_per_dof=0.1849 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0840 VFE_hidden_term=516.0710 logdet_Pi_y_sum=5.08 logdet_Pi_x_sum=269.91 | lambda_gate=0.000 | SG_objective=0.0889 | SG_relMSE=1.0000 SG_cosine=-0.000 mean_log_Pi_g=0.264 | PC_activity_obj=441.2086 (per_unit 4.3087e-01) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=3/3, oracle_lp=3/3, metrics=3/3) (total_proposals=3) | test_loss=0.2358 test_acc=0.9317
[Step   120] CE_loss=0.2637 | VFE_final=427.0074 (IL_path=0.0610) | VFE_per_dof=0.2085 Delta_VFE_per_dof=+0.0088 | VFE_pred_term=0.0832 VFE_hidden_term=565.5167 logdet_Pi_y_sum=5.64 logdet_Pi_x_sum=271.54 | lambda_gate=0.000 (raw=0.522) | SG_objective=0.0899 | SG_relMSE=0.9997 SG_cosine=0.044 mean_log_Pi_g=0.265 | PC_activity_obj=490.5478 (per_unit 4.7905e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=1.05e-04 tol=2.00e-04 r=1.000 slope=-3.052e-05) | TrainAcc=0.938 TrainLoss=0.2286 (total_proposals=3, oracle_model=3/3, oracle_lp=3/3, metrics=3/3) | TestAcc=0.939 TestLoss=0.2074
