JAX backend     : gpu
JAX devices     : [CudaDevice(id=0)]
Selected DEVICE : cuda:0
Using batch size 128 with no accumulation. (auto-selected no accumulation to stay below ~35% of GPU memory)
Loading dataset...
Loading Complete
About to run first update_step…
First update_step done.
[Step    20] CE_loss=0.6873 | VFE_final=-75.8740 (IL_path=0.0107) | VFE_per_dof=-0.0370 Delta_VFE_per_dof=+0.0001 | VFE_pred_term=0.2003 VFE_hidden_term=91.8207 logdet_Pi_y_sum=3.27 logdet_Pi_x_sum=332.52 | lambda_gate=0.315 (raw=0.315) | SG_objective=0.0144 | SG_relMSE=1.0047 SG_cosine=-0.369 mean_log_Pi_g=0.325 | PC_activity_obj=66.6377 (per_unit 6.5076e-02) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=1.64e-04 tol=2.00e-04 r=1.000 slope=-5.468e-05) | TrainAcc=0.836 TrainLoss=0.6629 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.876 TestLoss=0.6395
[Step    20] CE_loss=0.6873 | VFE_final=-75.8740 (IL_path=0.0107) | VFE_per_dof=-0.0370 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.2003 VFE_hidden_term=91.8207 logdet_Pi_y_sum=3.27 logdet_Pi_x_sum=332.52 | lambda_gate=0.315 | SG_objective=0.0144 | SG_relMSE=1.0047 SG_cosine=-0.369 mean_log_Pi_g=0.325 | PC_activity_obj=66.6377 (per_unit 6.5076e-02) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) (total_proposals=3) | test_loss=0.6395 test_acc=0.8761
[Step    40] CE_loss=0.4043 | VFE_final=-115.1457 (IL_path=0.0093) | VFE_per_dof=-0.0562 Delta_VFE_per_dof=-0.0033 | VFE_pred_term=0.1200 VFE_hidden_term=78.0633 logdet_Pi_y_sum=3.82 logdet_Pi_x_sum=382.84 | lambda_gate=0.213 (raw=0.213) | SG_objective=0.0104 | SG_relMSE=1.0058 SG_cosine=-0.573 mean_log_Pi_g=0.374 | PC_activity_obj=54.5601 (per_unit 5.3281e-02) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=1.46e-04 tol=2.00e-04 r=1.000 slope=-4.578e-05) | TrainAcc=0.914 TrainLoss=0.3938 (total_proposals=3, oracle_model=3/3, oracle_lp=3/3, metrics=3/3) | TestAcc=0.913 TestLoss=0.4288
[Step    40] CE_loss=0.4043 | VFE_final=-115.1457 (IL_path=0.0093) | VFE_per_dof=-0.0562 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.1200 VFE_hidden_term=78.0633 logdet_Pi_y_sum=3.82 logdet_Pi_x_sum=382.84 | lambda_gate=0.213 | SG_objective=0.0104 | SG_relMSE=1.0058 SG_cosine=-0.573 mean_log_Pi_g=0.374 | PC_activity_obj=54.5601 (per_unit 5.3281e-02) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=3/3, oracle_lp=3/3, metrics=3/3) (total_proposals=3) | test_loss=0.4288 test_acc=0.9126
[Step    60] CE_loss=0.3215 | VFE_final=-123.4948 (IL_path=0.0116) | VFE_per_dof=-0.0603 Delta_VFE_per_dof=+0.0001 | VFE_pred_term=0.0964 VFE_hidden_term=95.3818 logdet_Pi_y_sum=4.35 logdet_Pi_x_sum=433.60 | lambda_gate=0.393 (raw=0.393) | SG_objective=0.0109 | SG_relMSE=1.0020 SG_cosine=-0.213 mean_log_Pi_g=0.423 | PC_activity_obj=63.7192 (per_unit 6.2226e-02) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=1.46e-04 tol=2.00e-04 r=1.000 slope=-5.086e-05) | TrainAcc=0.914 TrainLoss=0.2996 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.922 TestLoss=0.3107
[Step    60] CE_loss=0.3215 | VFE_final=-123.4948 (IL_path=0.0116) | VFE_per_dof=-0.0603 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0964 VFE_hidden_term=95.3818 logdet_Pi_y_sum=4.35 logdet_Pi_x_sum=433.60 | lambda_gate=0.393 | SG_objective=0.0109 | SG_relMSE=1.0020 SG_cosine=-0.213 mean_log_Pi_g=0.423 | PC_activity_obj=63.7192 (per_unit 6.2226e-02) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) (total_proposals=3) | test_loss=0.3107 test_acc=0.9216
[Step    80] CE_loss=0.2592 | VFE_final=-156.3772 (IL_path=0.0109) | VFE_per_dof=-0.0764 Delta_VFE_per_dof=-0.0009 | VFE_pred_term=0.0780 VFE_hidden_term=87.9355 logdet_Pi_y_sum=4.86 logdet_Pi_x_sum=483.92 | lambda_gate=0.318 (raw=0.318) | SG_objective=0.0103 | SG_relMSE=1.0029 SG_cosine=-0.363 mean_log_Pi_g=0.473 | PC_activity_obj=55.9389 (per_unit 5.4628e-02) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=1.39e-04 tol=2.00e-04 r=1.000 slope=-4.450e-05) | TrainAcc=0.945 TrainLoss=0.2376 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.932 TestLoss=0.2615
[Step    80] CE_loss=0.2592 | VFE_final=-156.3772 (IL_path=0.0109) | VFE_per_dof=-0.0764 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0780 VFE_hidden_term=87.9355 logdet_Pi_y_sum=4.86 logdet_Pi_x_sum=483.92 | lambda_gate=0.318 | SG_objective=0.0103 | SG_relMSE=1.0029 SG_cosine=-0.363 mean_log_Pi_g=0.473 | PC_activity_obj=55.9389 (per_unit 5.4628e-02) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) (total_proposals=3) | test_loss=0.2615 test_acc=0.9320
[Step   100] CE_loss=0.3028 | VFE_final=-204.2199 (IL_path=0.0082) | VFE_per_dof=-0.0997 Delta_VFE_per_dof=-0.0038 | VFE_pred_term=0.0991 VFE_hidden_term=65.0361 logdet_Pi_y_sum=5.34 logdet_Pi_x_sum=533.37 | lambda_gate=0.292 (raw=0.292) | SG_objective=0.0080 | SG_relMSE=1.0051 SG_cosine=-0.415 mean_log_Pi_g=0.521 | PC_activity_obj=39.4444 (per_unit 3.8520e-02) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=1.66e-04 tol=2.00e-04 r=1.000 slope=-5.213e-05) | TrainAcc=0.945 TrainLoss=0.2775 (total_proposals=3, oracle_model=3/3, oracle_lp=3/3, metrics=3/3) | TestAcc=0.939 TestLoss=0.2716
[Step   100] CE_loss=0.3028 | VFE_final=-204.2199 (IL_path=0.0082) | VFE_per_dof=-0.0997 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0991 VFE_hidden_term=65.0361 logdet_Pi_y_sum=5.34 logdet_Pi_x_sum=533.37 | lambda_gate=0.292 | SG_objective=0.0080 | SG_relMSE=1.0051 SG_cosine=-0.415 mean_log_Pi_g=0.521 | PC_activity_obj=39.4444 (per_unit 3.8520e-02) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=3/3, oracle_lp=3/3, metrics=3/3) (total_proposals=3) | test_loss=0.2716 test_acc=0.9387
[Step   120] CE_loss=0.2684 | VFE_final=-214.4972 (IL_path=0.0101) | VFE_per_dof=-0.1047 Delta_VFE_per_dof=+0.0002 | VFE_pred_term=0.0871 VFE_hidden_term=79.0493 logdet_Pi_y_sum=5.82 logdet_Pi_x_sum=581.45 | lambda_gate=0.351 (raw=0.351) | SG_objective=0.0101 | SG_relMSE=1.0026 SG_cosine=-0.297 mean_log_Pi_g=0.568 | PC_activity_obj=45.8197 (per_unit 4.4746e-02) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=1.63e-04 tol=2.00e-04 r=1.000 slope=-4.578e-05) | TrainAcc=0.945 TrainLoss=0.2488 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.940 TestLoss=0.2276
