JAX backend     : gpu
JAX devices     : [CudaDevice(id=0)]
Selected DEVICE : cuda:0
Using batch size 128 with no accumulation. (auto-selected no accumulation to stay below ~35% of GPU memory)
Loading dataset...
Loading Complete
About to run first update_step…
First update_step done.
[Step    20] CE_loss=0.6477 | VFE_final=-86.5199 (IL_path=0.0095) | VFE_per_dof=-0.0422 Delta_VFE_per_dof=+0.0004 | VFE_pred_term=0.1839 VFE_hidden_term=81.5108 logdet_Pi_y_sum=3.28 logdet_Pi_x_sum=333.15 | lambda_gate=0.280 (raw=0.280) | SG_objective=0.0111 | SG_relMSE=1.0061 SG_cosine=-0.441 mean_log_Pi_g=0.325 | PC_activity_obj=59.0387 (per_unit 5.7655e-02) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=1.60e-04 tol=5.00e-04 r=1.000 slope=-3.815e-05) | TrainAcc=0.844 TrainLoss=0.6210 (total_proposals=3, oracle_model=3/3, oracle_lp=3/3, metrics=3/3) | TestAcc=0.885 TestLoss=0.6066
[Step    20] CE_loss=0.6477 | VFE_final=-86.5199 (IL_path=0.0095) | VFE_per_dof=-0.0422 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.1839 VFE_hidden_term=81.5108 logdet_Pi_y_sum=3.28 logdet_Pi_x_sum=333.15 | lambda_gate=0.280 | SG_objective=0.0111 | SG_relMSE=1.0061 SG_cosine=-0.441 mean_log_Pi_g=0.325 | PC_activity_obj=59.0387 (per_unit 5.7655e-02) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=3/3, oracle_lp=3/3, metrics=3/3) (total_proposals=3) | test_loss=0.6066 test_acc=0.8850
[Step    40] CE_loss=0.3859 | VFE_final=-120.3322 (IL_path=0.0089) | VFE_per_dof=-0.0588 Delta_VFE_per_dof=-0.0017 | VFE_pred_term=0.1097 VFE_hidden_term=74.3761 logdet_Pi_y_sum=3.83 logdet_Pi_x_sum=385.81 | lambda_gate=0.200 (raw=0.200) | SG_objective=0.0089 | SG_relMSE=1.0066 SG_cosine=-0.600 mean_log_Pi_g=0.377 | PC_activity_obj=51.3901 (per_unit 5.0186e-02) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=1.45e-04 tol=5.00e-04 r=1.000 slope=-4.069e-05) | TrainAcc=0.922 TrainLoss=0.3652 (total_proposals=3, oracle_model=3/3, oracle_lp=3/3, metrics=3/3) | TestAcc=0.917 TestLoss=0.3989
[Step    40] CE_loss=0.3859 | VFE_final=-120.3322 (IL_path=0.0089) | VFE_per_dof=-0.0588 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.1097 VFE_hidden_term=74.3761 logdet_Pi_y_sum=3.83 logdet_Pi_x_sum=385.81 | lambda_gate=0.200 | SG_objective=0.0089 | SG_relMSE=1.0066 SG_cosine=-0.600 mean_log_Pi_g=0.377 | PC_activity_obj=51.3901 (per_unit 5.0186e-02) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=3/3, oracle_lp=3/3, metrics=3/3) (total_proposals=3) | test_loss=0.3989 test_acc=0.9170
[Step    60] CE_loss=0.2985 | VFE_final=-127.5593 (IL_path=0.0114) | VFE_per_dof=-0.0623 Delta_VFE_per_dof=+0.0005 | VFE_pred_term=0.0873 VFE_hidden_term=93.6141 logdet_Pi_y_sum=4.35 logdet_Pi_x_sum=438.17 | lambda_gate=0.386 (raw=0.386) | SG_objective=0.0119 | SG_relMSE=1.0020 SG_cosine=-0.229 mean_log_Pi_g=0.428 | PC_activity_obj=61.4561 (per_unit 6.0016e-02) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=1.46e-04 tol=5.00e-04 r=1.000 slope=-4.578e-05) | TrainAcc=0.930 TrainLoss=0.2759 (total_proposals=3, oracle_model=3/3, oracle_lp=3/3, metrics=3/3) | TestAcc=0.926 TestLoss=0.2882
[Step    60] CE_loss=0.2985 | VFE_final=-127.5593 (IL_path=0.0114) | VFE_per_dof=-0.0623 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0873 VFE_hidden_term=93.6141 logdet_Pi_y_sum=4.35 logdet_Pi_x_sum=438.17 | lambda_gate=0.386 | SG_objective=0.0119 | SG_relMSE=1.0020 SG_cosine=-0.229 mean_log_Pi_g=0.428 | PC_activity_obj=61.4561 (per_unit 6.0016e-02) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=3/3, oracle_lp=3/3, metrics=3/3) (total_proposals=3) | test_loss=0.2882 test_acc=0.9260
[Step    80] CE_loss=0.2396 | VFE_final=-164.4572 (IL_path=0.0103) | VFE_per_dof=-0.0803 Delta_VFE_per_dof=-0.0022 | VFE_pred_term=0.0704 VFE_hidden_term=82.6110 logdet_Pi_y_sum=4.86 logdet_Pi_x_sum=489.42 | lambda_gate=0.331 (raw=0.331) | SG_objective=0.0097 | SG_relMSE=1.0028 SG_cosine=-0.338 mean_log_Pi_g=0.478 | PC_activity_obj=51.5514 (per_unit 5.0343e-02) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=1.39e-04 tol=5.00e-04 r=1.000 slope=-4.578e-05) | TrainAcc=0.945 TrainLoss=0.2189 (total_proposals=3, oracle_model=3/3, oracle_lp=3/3, metrics=3/3) | TestAcc=0.938 TestLoss=0.2432
[Step    80] CE_loss=0.2396 | VFE_final=-164.4572 (IL_path=0.0103) | VFE_per_dof=-0.0803 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0704 VFE_hidden_term=82.6110 logdet_Pi_y_sum=4.86 logdet_Pi_x_sum=489.42 | lambda_gate=0.331 | SG_objective=0.0097 | SG_relMSE=1.0028 SG_cosine=-0.338 mean_log_Pi_g=0.478 | PC_activity_obj=51.5514 (per_unit 5.0343e-02) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=3/3, oracle_lp=3/3, metrics=3/3) (total_proposals=3) | test_loss=0.2432 test_acc=0.9376
[Step   100] CE_loss=0.2996 | VFE_final=-215.0360 (IL_path=0.0073) | VFE_per_dof=-0.1050 Delta_VFE_per_dof=-0.0032 | VFE_pred_term=0.0911 VFE_hidden_term=57.2688 logdet_Pi_y_sum=5.34 logdet_Pi_x_sum=539.45 | lambda_gate=0.241 (raw=0.241) | SG_objective=0.0062 | SG_relMSE=1.0075 SG_cosine=-0.518 mean_log_Pi_g=0.527 | PC_activity_obj=34.0310 (per_unit 3.3233e-02) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=1.70e-04 tol=5.00e-04 r=1.000 slope=-4.832e-05) | TrainAcc=0.953 TrainLoss=0.2649 (total_proposals=3, oracle_model=3/3, oracle_lp=3/3, metrics=3/3) | TestAcc=0.945 TestLoss=0.2693
[Step   100] CE_loss=0.2996 | VFE_final=-215.0360 (IL_path=0.0073) | VFE_per_dof=-0.1050 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0911 VFE_hidden_term=57.2688 logdet_Pi_y_sum=5.34 logdet_Pi_x_sum=539.45 | lambda_gate=0.241 | SG_objective=0.0062 | SG_relMSE=1.0075 SG_cosine=-0.518 mean_log_Pi_g=0.527 | PC_activity_obj=34.0310 (per_unit 3.3233e-02) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=3/3, oracle_lp=3/3, metrics=3/3) (total_proposals=3) | test_loss=0.2693 test_acc=0.9454
[Step   120] CE_loss=0.2536 | VFE_final=-218.4447 (IL_path=0.0101) | VFE_per_dof=-0.1067 Delta_VFE_per_dof=-0.0008 | VFE_pred_term=0.0807 VFE_hidden_term=78.3466 logdet_Pi_y_sum=5.81 logdet_Pi_x_sum=587.93 | lambda_gate=0.375 (raw=0.375) | SG_objective=0.0090 | SG_relMSE=1.0023 SG_cosine=-0.249 mean_log_Pi_g=0.574 | PC_activity_obj=44.3632 (per_unit 4.3323e-02) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=1.67e-04 tol=5.00e-04 r=1.000 slope=-5.341e-05) | TrainAcc=0.953 TrainLoss=0.2302 (total_proposals=3, oracle_model=3/3, oracle_lp=3/3, metrics=3/3) | TestAcc=0.947 TestLoss=0.2069
[Step   120] CE_loss=0.2536 | VFE_final=-218.4447 (IL_path=0.0101) | VFE_per_dof=-0.1067 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0807 VFE_hidden_term=78.3466 logdet_Pi_y_sum=5.81 logdet_Pi_x_sum=587.93 | lambda_gate=0.375 | SG_objective=0.0090 | SG_relMSE=1.0023 SG_cosine=-0.249 mean_log_Pi_g=0.574 | PC_activity_obj=44.3632 (per_unit 4.3323e-02) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=3/3, oracle_lp=3/3, metrics=3/3) (total_proposals=3) | test_loss=0.2069 test_acc=0.9471
[Step   140] CE_loss=0.1946 | VFE_final=-261.8714 (IL_path=0.0077) | VFE_per_dof=-0.1279 Delta_VFE_per_dof=+0.0017 | VFE_pred_term=0.0590 VFE_hidden_term=58.6674 logdet_Pi_y_sum=6.27 logdet_Pi_x_sum=634.93 | lambda_gate=0.211 (raw=0.211) | SG_objective=0.0070 | SG_relMSE=1.0059 SG_cosine=-0.577 mean_log_Pi_g=0.620 | PC_activity_obj=31.7251 (per_unit 3.0982e-02) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=1.46e-04 tol=5.00e-04 r=1.000 slope=-6.104e-05) | TrainAcc=0.969 TrainLoss=0.1738 (total_proposals=3, oracle_model=3/3, oracle_lp=3/3, metrics=3/3) | TestAcc=0.953 TestLoss=0.2458
[Step   140] CE_loss=0.1946 | VFE_final=-261.8714 (IL_path=0.0077) | VFE_per_dof=-0.1279 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0590 VFE_hidden_term=58.6674 logdet_Pi_y_sum=6.27 logdet_Pi_x_sum=634.93 | lambda_gate=0.211 | SG_objective=0.0070 | SG_relMSE=1.0059 SG_cosine=-0.577 mean_log_Pi_g=0.620 | PC_activity_obj=31.7251 (per_unit 3.0982e-02) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=3/3, oracle_lp=3/3, metrics=3/3) (total_proposals=3) | test_loss=0.2458 test_acc=0.9527
