JAX backend     : gpu
JAX devices     : [CudaDevice(id=0)]
Selected DEVICE : cuda:0
Using batch size 128 with no accumulation. (auto-selected no accumulation to stay below ~35% of GPU memory)
Loading dataset...
Loading Complete
About to run first update_step…
First update_step done.
[Step    20] CE_loss=0.5019 | VFE_final=774.6113 (IL_path=0.1505) | VFE_per_dof=0.3782 Delta_VFE_per_dof=+0.0303 | VFE_pred_term=0.1440 VFE_hidden_term=932.5802 logdet_Pi_y_sum=3.26 logdet_Pi_x_sum=312.97 | lambda_gate=0.000 (raw=0.499) | SG_objective=0.2424 | SG_relMSE=1.0000 SG_cosine=-0.001 mean_log_Pi_g=0.306 | PC_activity_obj=697.2939 (per_unit 6.8095e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=1.82e-04 tol=5.00e-04 r=1.000 slope=-5.341e-05) | TrainAcc=0.836 TrainLoss=0.4530 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.871 TestLoss=0.4228
[Step    20] CE_loss=0.5019 | VFE_final=774.6113 (IL_path=0.1505) | VFE_per_dof=0.3782 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.1440 VFE_hidden_term=932.5802 logdet_Pi_y_sum=3.26 logdet_Pi_x_sum=312.97 | lambda_gate=0.000 | SG_objective=0.2424 | SG_relMSE=1.0000 SG_cosine=-0.001 mean_log_Pi_g=0.306 | PC_activity_obj=697.2939 (per_unit 6.8095e-01) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) (total_proposals=3) | test_loss=0.4228 test_acc=0.8709
[Step    40] CE_loss=0.2740 | VFE_final=730.7607 (IL_path=0.1398) | VFE_per_dof=0.3568 Delta_VFE_per_dof=-0.0013 | VFE_pred_term=0.0841 VFE_hidden_term=883.0207 logdet_Pi_y_sum=3.65 logdet_Pi_x_sum=301.03 | lambda_gate=0.000 (raw=0.518) | SG_objective=0.2429 | SG_relMSE=0.9999 SG_cosine=0.036 mean_log_Pi_g=0.294 | PC_activity_obj=687.1356 (per_unit 6.7103e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=1.42e-04 tol=5.00e-04 r=1.000 slope=-6.358e-05) | TrainAcc=0.914 TrainLoss=0.2405 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.908 TestLoss=0.3220
[Step    40] CE_loss=0.2740 | VFE_final=730.7607 (IL_path=0.1398) | VFE_per_dof=0.3568 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0841 VFE_hidden_term=883.0207 logdet_Pi_y_sum=3.65 logdet_Pi_x_sum=301.03 | lambda_gate=0.000 | SG_objective=0.2429 | SG_relMSE=0.9999 SG_cosine=0.036 mean_log_Pi_g=0.294 | PC_activity_obj=687.1356 (per_unit 6.7103e-01) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) (total_proposals=3) | test_loss=0.3220 test_acc=0.9083
[Step    60] CE_loss=0.3314 | VFE_final=567.4847 (IL_path=0.1105) | VFE_per_dof=0.2771 Delta_VFE_per_dof=-0.0027 | VFE_pred_term=0.0935 VFE_hidden_term=712.5459 logdet_Pi_y_sum=4.06 logdet_Pi_x_sum=286.25 | lambda_gate=0.000 (raw=0.512) | SG_objective=0.1678 | SG_relMSE=0.9998 SG_cosine=0.024 mean_log_Pi_g=0.280 | PC_activity_obj=578.7677 (per_unit 5.6520e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=1.52e-04 tol=5.00e-04 r=1.000 slope=-6.485e-05) | TrainAcc=0.922 TrainLoss=0.2823 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.908 TestLoss=0.3046
[Step    60] CE_loss=0.3314 | VFE_final=567.4847 (IL_path=0.1105) | VFE_per_dof=0.2771 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0935 VFE_hidden_term=712.5459 logdet_Pi_y_sum=4.06 logdet_Pi_x_sum=286.25 | lambda_gate=0.000 | SG_objective=0.1678 | SG_relMSE=0.9998 SG_cosine=0.024 mean_log_Pi_g=0.280 | PC_activity_obj=578.7677 (per_unit 5.6520e-01) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) (total_proposals=3) | test_loss=0.3046 test_acc=0.9082
[Step    80] CE_loss=0.2297 | VFE_final=496.3525 (IL_path=0.0976) | VFE_per_dof=0.2424 Delta_VFE_per_dof=-0.0084 | VFE_pred_term=0.0671 VFE_hidden_term=637.6633 logdet_Pi_y_sum=4.52 logdet_Pi_x_sum=278.24 | lambda_gate=0.000 (raw=0.504) | SG_objective=0.1343 | SG_relMSE=1.0000 SG_cosine=0.008 mean_log_Pi_g=0.272 | PC_activity_obj=532.2933 (per_unit 5.1982e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=1.28e-04 tol=5.00e-04 r=1.000 slope=-4.196e-05) | TrainAcc=0.938 TrainLoss=0.2007 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.930 TestLoss=0.2419
[Step    80] CE_loss=0.2297 | VFE_final=496.3525 (IL_path=0.0976) | VFE_per_dof=0.2424 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0671 VFE_hidden_term=637.6633 logdet_Pi_y_sum=4.52 logdet_Pi_x_sum=278.24 | lambda_gate=0.000 | SG_objective=0.1343 | SG_relMSE=1.0000 SG_cosine=0.008 mean_log_Pi_g=0.272 | PC_activity_obj=532.2933 (per_unit 5.1982e-01) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) (total_proposals=3) | test_loss=0.2419 test_acc=0.9298
[Step   100] CE_loss=0.2515 | VFE_final=375.1786 (IL_path=0.0783) | VFE_per_dof=0.1832 Delta_VFE_per_dof=-0.0306 | VFE_pred_term=0.0860 VFE_hidden_term=515.0787 logdet_Pi_y_sum=5.03 logdet_Pi_x_sum=274.94 | lambda_gate=0.000 (raw=0.482) | SG_objective=0.0888 | SG_relMSE=1.0002 SG_cosine=-0.037 mean_log_Pi_g=0.268 | PC_activity_obj=437.1746 (per_unit 4.2693e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=1.45e-04 tol=5.00e-04 r=1.000 slope=-4.705e-05) | TrainAcc=0.938 TrainLoss=0.2084 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.932 TestLoss=0.2373
[Step   100] CE_loss=0.2515 | VFE_final=375.1786 (IL_path=0.0783) | VFE_per_dof=0.1832 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0860 VFE_hidden_term=515.0787 logdet_Pi_y_sum=5.03 logdet_Pi_x_sum=274.94 | lambda_gate=0.000 | SG_objective=0.0888 | SG_relMSE=1.0002 SG_cosine=-0.037 mean_log_Pi_g=0.268 | PC_activity_obj=437.1746 (per_unit 4.2693e-01) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) (total_proposals=3) | test_loss=0.2373 test_acc=0.9317
[Step   120] CE_loss=0.2631 | VFE_final=429.7037 (IL_path=0.0864) | VFE_per_dof=0.2098 Delta_VFE_per_dof=+0.0084 | VFE_pred_term=0.0815 VFE_hidden_term=570.5643 logdet_Pi_y_sum=5.60 logdet_Pi_x_sum=276.29 | lambda_gate=0.000 (raw=0.509) | SG_objective=0.0836 | SG_relMSE=0.9999 SG_cosine=0.017 mean_log_Pi_g=0.270 | PC_activity_obj=490.6600 (per_unit 4.7916e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=1.45e-04 tol=5.00e-04 r=1.000 slope=-4.578e-05) | TrainAcc=0.945 TrainLoss=0.2264 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.939 TestLoss=0.2083
