JAX backend     : gpu
JAX devices     : [CudaDevice(id=0)]
Selected DEVICE : cuda:0
Using batch size 128 with no accumulation. (auto-selected no accumulation to stay below ~35% of GPU memory)
Loading dataset...
Loading Complete
About to run first update_step…
First update_step done.
[Step    20] CE_loss=0.6498 | VFE_final=-87.2988 (IL_path=0.0990) | VFE_per_dof=-0.0426 Delta_VFE_per_dof=+0.0003 | VFE_pred_term=0.1842 VFE_hidden_term=80.7302 logdet_Pi_y_sum=3.28 logdet_Pi_x_sum=333.15 | lambda_gate=0.277 (raw=0.277) | SG_objective=0.0111 | SG_relMSE=1.0062 SG_cosine=-0.445 mean_log_Pi_g=0.325 | PC_activity_obj=58.4730 (per_unit 5.7103e-02) | PI_max_steps=16 | PI_est_total=16.0 PI_est_valid=1 (cap_hit=1 delta_last=2.24e-04 tol=1.00e-04 r=1.000 slope=-6.140e-05) | TrainAcc=0.859 TrainLoss=0.6232 (total_proposals=16, oracle_model=16/16, oracle_lp=16/16, metrics=16/16) | TestAcc=0.884 TestLoss=0.6094
[Step    20] CE_loss=0.6498 | VFE_final=-87.2988 (IL_path=0.0990) | VFE_per_dof=-0.0426 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.1842 VFE_hidden_term=80.7302 logdet_Pi_y_sum=3.28 logdet_Pi_x_sum=333.15 | lambda_gate=0.277 | SG_objective=0.0111 | SG_relMSE=1.0062 SG_cosine=-0.445 mean_log_Pi_g=0.325 | PC_activity_obj=58.4730 (per_unit 5.7103e-02) | PI_max_steps=16 | PC_steps=16 (total_proposals=16, oracle_model=16/16, oracle_lp=16/16, metrics=16/16) (total_proposals=16) | test_loss=0.6094 test_acc=0.8842
[Step    40] CE_loss=0.3878 | VFE_final=-120.7917 (IL_path=0.0926) | VFE_per_dof=-0.0590 Delta_VFE_per_dof=-0.0016 | VFE_pred_term=0.1102 VFE_hidden_term=73.9168 logdet_Pi_y_sum=3.83 logdet_Pi_x_sum=385.81 | lambda_gate=0.197 (raw=0.197) | SG_objective=0.0088 | SG_relMSE=1.0067 SG_cosine=-0.606 mean_log_Pi_g=0.377 | PC_activity_obj=51.0719 (per_unit 4.9875e-02) | PI_max_steps=16 | PI_est_total=16.0 PI_est_valid=1 (cap_hit=1 delta_last=2.04e-04 tol=1.00e-04 r=1.000 slope=-6.539e-05) | TrainAcc=0.922 TrainLoss=0.3664 (total_proposals=16, oracle_model=16/16, oracle_lp=16/16, metrics=16/16) | TestAcc=0.917 TestLoss=0.3998
[Step    40] CE_loss=0.3878 | VFE_final=-120.7917 (IL_path=0.0926) | VFE_per_dof=-0.0590 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.1102 VFE_hidden_term=73.9168 logdet_Pi_y_sum=3.83 logdet_Pi_x_sum=385.81 | lambda_gate=0.197 | SG_objective=0.0088 | SG_relMSE=1.0067 SG_cosine=-0.606 mean_log_Pi_g=0.377 | PC_activity_obj=51.0719 (per_unit 4.9875e-02) | PI_max_steps=16 | PC_steps=16 (total_proposals=16, oracle_model=16/16, oracle_lp=16/16, metrics=16/16) (total_proposals=16) | test_loss=0.3998 test_acc=0.9174
[Step    60] CE_loss=0.3008 | VFE_final=-128.6888 (IL_path=0.1186) | VFE_per_dof=-0.0628 Delta_VFE_per_dof=+0.0004 | VFE_pred_term=0.0879 VFE_hidden_term=92.4900 logdet_Pi_y_sum=4.35 logdet_Pi_x_sum=438.18 | lambda_gate=0.384 (raw=0.384) | SG_objective=0.0117 | SG_relMSE=1.0020 SG_cosine=-0.232 mean_log_Pi_g=0.428 | PC_activity_obj=60.7135 (per_unit 5.9291e-02) | PI_max_steps=16 | PI_est_total=16.0 PI_est_valid=1 (cap_hit=1 delta_last=2.04e-04 tol=1.00e-04 r=1.000 slope=-6.176e-05) | TrainAcc=0.930 TrainLoss=0.2777 (total_proposals=16, oracle_model=16/16, oracle_lp=16/16, metrics=16/16) | TestAcc=0.927 TestLoss=0.2894
[Step    60] CE_loss=0.3008 | VFE_final=-128.6888 (IL_path=0.1186) | VFE_per_dof=-0.0628 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0879 VFE_hidden_term=92.4900 logdet_Pi_y_sum=4.35 logdet_Pi_x_sum=438.18 | lambda_gate=0.384 | SG_objective=0.0117 | SG_relMSE=1.0020 SG_cosine=-0.232 mean_log_Pi_g=0.428 | PC_activity_obj=60.7135 (per_unit 5.9291e-02) | PI_max_steps=16 | PC_steps=16 (total_proposals=16, oracle_model=16/16, oracle_lp=16/16, metrics=16/16) (total_proposals=16) | test_loss=0.2894 test_acc=0.9272
[Step    80] CE_loss=0.2419 | VFE_final=-165.5624 (IL_path=0.1068) | VFE_per_dof=-0.0808 Delta_VFE_per_dof=-0.0024 | VFE_pred_term=0.0708 VFE_hidden_term=81.5253 logdet_Pi_y_sum=4.86 logdet_Pi_x_sum=489.46 | lambda_gate=0.330 (raw=0.330) | SG_objective=0.0097 | SG_relMSE=1.0028 SG_cosine=-0.340 mean_log_Pi_g=0.478 | PC_activity_obj=50.8649 (per_unit 4.9673e-02) | PI_max_steps=16 | PI_est_total=16.0 PI_est_valid=1 (cap_hit=1 delta_last=1.95e-04 tol=1.00e-04 r=1.000 slope=-6.830e-05) | TrainAcc=0.945 TrainLoss=0.2213 (total_proposals=16, oracle_model=16/16, oracle_lp=16/16, metrics=16/16) | TestAcc=0.937 TestLoss=0.2443
[Step    80] CE_loss=0.2419 | VFE_final=-165.5624 (IL_path=0.1068) | VFE_per_dof=-0.0808 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0708 VFE_hidden_term=81.5253 logdet_Pi_y_sum=4.86 logdet_Pi_x_sum=489.46 | lambda_gate=0.330 | SG_objective=0.0097 | SG_relMSE=1.0028 SG_cosine=-0.340 mean_log_Pi_g=0.478 | PC_activity_obj=50.8649 (per_unit 4.9673e-02) | PI_max_steps=16 | PC_steps=16 (total_proposals=16, oracle_model=16/16, oracle_lp=16/16, metrics=16/16) (total_proposals=16) | test_loss=0.2443 test_acc=0.9369
[Step   100] CE_loss=0.2965 | VFE_final=-215.0413 (IL_path=0.0764) | VFE_per_dof=-0.1050 Delta_VFE_per_dof=-0.0029 | VFE_pred_term=0.0887 VFE_hidden_term=57.2927 logdet_Pi_y_sum=5.34 logdet_Pi_x_sum=539.50 | lambda_gate=0.238 (raw=0.238) | SG_objective=0.0062 | SG_relMSE=1.0076 SG_cosine=-0.525 mean_log_Pi_g=0.527 | PC_activity_obj=34.0314 (per_unit 3.3234e-02) | PI_max_steps=16 | PI_est_total=16.0 PI_est_valid=1 (cap_hit=1 delta_last=2.33e-04 tol=1.00e-04 r=1.000 slope=-7.847e-05) | TrainAcc=0.953 TrainLoss=0.2605 (total_proposals=16, oracle_model=16/16, oracle_lp=16/16, metrics=16/16) | TestAcc=0.945 TestLoss=0.2694
[Step   100] CE_loss=0.2965 | VFE_final=-215.0413 (IL_path=0.0764) | VFE_per_dof=-0.1050 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0887 VFE_hidden_term=57.2927 logdet_Pi_y_sum=5.34 logdet_Pi_x_sum=539.50 | lambda_gate=0.238 | SG_objective=0.0062 | SG_relMSE=1.0076 SG_cosine=-0.525 mean_log_Pi_g=0.527 | PC_activity_obj=34.0314 (per_unit 3.3234e-02) | PI_max_steps=16 | PC_steps=16 (total_proposals=16, oracle_model=16/16, oracle_lp=16/16, metrics=16/16) (total_proposals=16) | test_loss=0.2694 test_acc=0.9448
[Step   120] CE_loss=0.2578 | VFE_final=-219.0662 (IL_path=0.1057) | VFE_per_dof=-0.1070 Delta_VFE_per_dof=-0.0006 | VFE_pred_term=0.0822 VFE_hidden_term=77.7707 logdet_Pi_y_sum=5.81 logdet_Pi_x_sum=588.03 | lambda_gate=0.374 (raw=0.374) | SG_objective=0.0089 | SG_relMSE=1.0024 SG_cosine=-0.252 mean_log_Pi_g=0.574 | PC_activity_obj=44.0394 (per_unit 4.3007e-02) | PI_max_steps=16 | PI_est_total=16.0 PI_est_valid=1 (cap_hit=1 delta_last=2.36e-04 tol=1.00e-04 r=1.000 slope=-7.738e-05) | TrainAcc=0.938 TrainLoss=0.2336 (total_proposals=16, oracle_model=16/16, oracle_lp=16/16, metrics=16/16) | TestAcc=0.948 TestLoss=0.2057
