JAX backend     : gpu
JAX devices     : [CudaDevice(id=0)]
Selected DEVICE : cuda:0
Using batch size 128 with no accumulation. (auto-selected no accumulation to stay below ~35% of GPU memory)
Loading dataset...
Loading Complete
About to run first update_step…
First update_step done.
[Step    20] CE_loss=0.7774 | VFE_final=-67.4834 (IL_path=0.1807) | VFE_per_dof=-0.0330 Delta_VFE_per_dof=+0.0017 | VFE_pred_term=0.2269 VFE_hidden_term=99.9731 logdet_Pi_y_sum=3.27 logdet_Pi_x_sum=332.10 | lambda_gate=0.321 (raw=0.321) | SG_objective=0.0224 | SG_relMSE=1.0039 SG_cosine=-0.358 mean_log_Pi_g=0.324 | PC_activity_obj=72.6626 (per_unit 7.0960e-02) | PI_max_steps=32 | PI_est_total=32.0 PI_est_valid=1 (cap_hit=1 delta_last=1.71e-04 tol=1.00e-04 r=1.000 slope=-4.142e-05) | TrainAcc=0.844 TrainLoss=0.7464 (total_proposals=32, oracle_model=0/0, oracle_lp=0/0, metrics=32/32) | TestAcc=0.868 TestLoss=0.7149
[Step    20] CE_loss=0.7774 | VFE_final=-67.4834 (IL_path=0.1807) | VFE_per_dof=-0.0330 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.2269 VFE_hidden_term=99.9731 logdet_Pi_y_sum=3.27 logdet_Pi_x_sum=332.10 | lambda_gate=0.321 | SG_objective=0.0224 | SG_relMSE=1.0039 SG_cosine=-0.358 mean_log_Pi_g=0.324 | PC_activity_obj=72.6626 (per_unit 7.0960e-02) | PI_max_steps=32 | PC_steps=32 (total_proposals=32, oracle_model=0/0, oracle_lp=0/0, metrics=32/32) (total_proposals=32) | test_loss=0.7149 test_acc=0.8682
[Step    40] CE_loss=0.4305 | VFE_final=-106.8149 (IL_path=0.1555) | VFE_per_dof=-0.0522 Delta_VFE_per_dof=-0.0056 | VFE_pred_term=0.1291 VFE_hidden_term=85.0140 logdet_Pi_y_sum=3.81 logdet_Pi_x_sum=380.10 | lambda_gate=0.233 (raw=0.233) | SG_objective=0.0176 | SG_relMSE=1.0043 SG_cosine=-0.534 mean_log_Pi_g=0.371 | PC_activity_obj=60.1955 (per_unit 5.8785e-02) | PI_max_steps=32 | PI_est_total=32.0 PI_est_valid=1 (cap_hit=1 delta_last=1.46e-04 tol=1.00e-04 r=1.000 slope=-4.614e-05) | TrainAcc=0.922 TrainLoss=0.4246 (total_proposals=32, oracle_model=0/0, oracle_lp=0/0, metrics=32/32) | TestAcc=0.906 TestLoss=0.4535
[Step    40] CE_loss=0.4305 | VFE_final=-106.8149 (IL_path=0.1555) | VFE_per_dof=-0.0522 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.1291 VFE_hidden_term=85.0140 logdet_Pi_y_sum=3.81 logdet_Pi_x_sum=380.10 | lambda_gate=0.233 | SG_objective=0.0176 | SG_relMSE=1.0043 SG_cosine=-0.534 mean_log_Pi_g=0.371 | PC_activity_obj=60.1955 (per_unit 5.8785e-02) | PI_max_steps=32 | PC_steps=32 (total_proposals=32, oracle_model=0/0, oracle_lp=0/0, metrics=32/32) (total_proposals=32) | test_loss=0.4535 test_acc=0.9057
[Step    60] CE_loss=0.3582 | VFE_final=-121.6694 (IL_path=0.1755) | VFE_per_dof=-0.0594 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.1103 VFE_hidden_term=94.4910 logdet_Pi_y_sum=4.34 logdet_Pi_x_sum=428.20 | lambda_gate=0.372 (raw=0.372) | SG_objective=0.0126 | SG_relMSE=1.0023 SG_cosine=-0.256 mean_log_Pi_g=0.418 | PC_activity_obj=64.8446 (per_unit 6.3325e-02) | PI_max_steps=32 | PI_est_total=32.0 PI_est_valid=1 (cap_hit=1 delta_last=1.49e-04 tol=1.00e-04 r=1.000 slope=-4.796e-05) | TrainAcc=0.914 TrainLoss=0.3410 (total_proposals=32, oracle_model=0/0, oracle_lp=0/0, metrics=32/32) | TestAcc=0.916 TestLoss=0.3513
[Step    60] CE_loss=0.3582 | VFE_final=-121.6694 (IL_path=0.1755) | VFE_per_dof=-0.0594 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.1103 VFE_hidden_term=94.4910 logdet_Pi_y_sum=4.34 logdet_Pi_x_sum=428.20 | lambda_gate=0.372 | SG_objective=0.0126 | SG_relMSE=1.0023 SG_cosine=-0.256 mean_log_Pi_g=0.418 | PC_activity_obj=64.8446 (per_unit 6.3325e-02) | PI_max_steps=32 | PC_steps=32 (total_proposals=32, oracle_model=0/0, oracle_lp=0/0, metrics=32/32) (total_proposals=32) | test_loss=0.3513 test_acc=0.9160
[Step    80] CE_loss=0.2925 | VFE_final=-153.0999 (IL_path=0.1649) | VFE_per_dof=-0.0748 Delta_VFE_per_dof=-0.0013 | VFE_pred_term=0.0855 VFE_hidden_term=87.3359 logdet_Pi_y_sum=4.85 logdet_Pi_x_sum=476.19 | lambda_gate=0.303 (raw=0.303) | SG_objective=0.0084 | SG_relMSE=1.0036 SG_cosine=-0.395 mean_log_Pi_g=0.465 | PC_activity_obj=57.6827 (per_unit 5.6331e-02) | PI_max_steps=32 | PI_est_total=32.0 PI_est_valid=1 (cap_hit=1 delta_last=1.38e-04 tol=1.00e-04 r=1.000 slope=-4.505e-05) | TrainAcc=0.930 TrainLoss=0.2698 (total_proposals=32, oracle_model=0/0, oracle_lp=0/0, metrics=32/32) | TestAcc=0.927 TestLoss=0.2913
[Step    80] CE_loss=0.2925 | VFE_final=-153.0999 (IL_path=0.1649) | VFE_per_dof=-0.0748 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0855 VFE_hidden_term=87.3359 logdet_Pi_y_sum=4.85 logdet_Pi_x_sum=476.19 | lambda_gate=0.303 | SG_objective=0.0084 | SG_relMSE=1.0036 SG_cosine=-0.395 mean_log_Pi_g=0.465 | PC_activity_obj=57.6827 (per_unit 5.6331e-02) | PI_max_steps=32 | PC_steps=32 (total_proposals=32, oracle_model=0/0, oracle_lp=0/0, metrics=32/32) (total_proposals=32) | test_loss=0.2913 test_acc=0.9273
[Step   100] CE_loss=0.3289 | VFE_final=-194.0370 (IL_path=0.1357) | VFE_per_dof=-0.0947 Delta_VFE_per_dof=-0.0051 | VFE_pred_term=0.1158 VFE_hidden_term=70.6492 logdet_Pi_y_sum=5.34 logdet_Pi_x_sum=524.26 | lambda_gate=0.318 (raw=0.318) | SG_objective=0.0100 | SG_relMSE=1.0041 SG_cosine=-0.364 mean_log_Pi_g=0.512 | PC_activity_obj=44.8203 (per_unit 4.3770e-02) | PI_max_steps=32 | PI_est_total=32.0 PI_est_valid=1 (cap_hit=1 delta_last=1.69e-04 tol=1.00e-04 r=1.000 slope=-5.050e-05) | TrainAcc=0.922 TrainLoss=0.3097 (total_proposals=32, oracle_model=0/0, oracle_lp=0/0, metrics=32/32) | TestAcc=0.932 TestLoss=0.2920
[Step   100] CE_loss=0.3289 | VFE_final=-194.0370 (IL_path=0.1357) | VFE_per_dof=-0.0947 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.1158 VFE_hidden_term=70.6492 logdet_Pi_y_sum=5.34 logdet_Pi_x_sum=524.26 | lambda_gate=0.318 | SG_objective=0.0100 | SG_relMSE=1.0041 SG_cosine=-0.364 mean_log_Pi_g=0.512 | PC_activity_obj=44.8203 (per_unit 4.3770e-02) | PI_max_steps=32 | PC_steps=32 (total_proposals=32, oracle_model=0/0, oracle_lp=0/0, metrics=32/32) (total_proposals=32) | test_loss=0.2920 test_acc=0.9316
[Step   120] CE_loss=0.2740 | VFE_final=-207.5086 (IL_path=0.1580) | VFE_per_dof=-0.1013 Delta_VFE_per_dof=-0.0001 | VFE_pred_term=0.0904 VFE_hidden_term=80.9132 logdet_Pi_y_sum=5.82 logdet_Pi_x_sum=571.21 | lambda_gate=0.332 (raw=0.332) | SG_objective=0.0090 | SG_relMSE=1.0031 SG_cosine=-0.336 mean_log_Pi_g=0.558 | PC_activity_obj=49.2030 (per_unit 4.8050e-02) | PI_max_steps=32 | PI_est_total=32.0 PI_est_valid=1 (cap_hit=1 delta_last=1.55e-04 tol=1.00e-04 r=1.000 slope=-5.159e-05) | TrainAcc=0.938 TrainLoss=0.2574 (total_proposals=32, oracle_model=0/0, oracle_lp=0/0, metrics=32/32) | TestAcc=0.938 TestLoss=0.2494
