JAX backend     : gpu
JAX devices     : [CudaDevice(id=0)]
Selected DEVICE : cuda:0
Using batch size 128 with no accumulation. (auto-selected no accumulation to stay below ~35% of GPU memory)
Loading dataset...
Loading Complete
About to run first update_step…
First update_step done.
[Step    20] CE_loss=0.7729 | VFE_final=-66.4525 (IL_path=0.0577) | VFE_per_dof=-0.0324 Delta_VFE_per_dof=+0.0020 | VFE_pred_term=0.2265 VFE_hidden_term=100.9923 logdet_Pi_y_sum=3.27 logdet_Pi_x_sum=332.07 | lambda_gate=0.323 (raw=0.323) | SG_objective=0.0230 | SG_relMSE=1.0039 SG_cosine=-0.355 mean_log_Pi_g=0.324 | PC_activity_obj=73.3986 (per_unit 7.1678e-02) | PI_max_steps=8 | PI_est_total=8.0 PI_est_valid=1 (cap_hit=1 delta_last=2.40e-04 tol=1.00e-04 r=1.000 slope=-6.104e-05) | TrainAcc=0.836 TrainLoss=0.7436 (total_proposals=8, oracle_model=0/0, oracle_lp=0/0, metrics=8/8) | TestAcc=0.865 TestLoss=0.7143
[Step    20] CE_loss=0.7729 | VFE_final=-66.4525 (IL_path=0.0577) | VFE_per_dof=-0.0324 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.2265 VFE_hidden_term=100.9923 logdet_Pi_y_sum=3.27 logdet_Pi_x_sum=332.07 | lambda_gate=0.323 | SG_objective=0.0230 | SG_relMSE=1.0039 SG_cosine=-0.355 mean_log_Pi_g=0.324 | PC_activity_obj=73.3986 (per_unit 7.1678e-02) | PI_max_steps=8 | PC_steps=8 (total_proposals=8, oracle_model=0/0, oracle_lp=0/0, metrics=8/8) (total_proposals=8) | test_loss=0.7143 test_acc=0.8645
[Step    40] CE_loss=0.4281 | VFE_final=-106.4297 (IL_path=0.0493) | VFE_per_dof=-0.0520 Delta_VFE_per_dof=-0.0058 | VFE_pred_term=0.1287 VFE_hidden_term=85.3417 logdet_Pi_y_sum=3.81 logdet_Pi_x_sum=379.99 | lambda_gate=0.233 (raw=0.233) | SG_objective=0.0181 | SG_relMSE=1.0042 SG_cosine=-0.534 mean_log_Pi_g=0.371 | PC_activity_obj=60.4513 (per_unit 5.9035e-02) | PI_max_steps=8 | PI_est_total=8.0 PI_est_valid=1 (cap_hit=1 delta_last=2.05e-04 tol=1.00e-04 r=1.000 slope=-6.903e-05) | TrainAcc=0.922 TrainLoss=0.4228 (total_proposals=8, oracle_model=0/0, oracle_lp=0/0, metrics=8/8) | TestAcc=0.906 TestLoss=0.4525
[Step    40] CE_loss=0.4281 | VFE_final=-106.4297 (IL_path=0.0493) | VFE_per_dof=-0.0520 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.1287 VFE_hidden_term=85.3417 logdet_Pi_y_sum=3.81 logdet_Pi_x_sum=379.99 | lambda_gate=0.233 | SG_objective=0.0181 | SG_relMSE=1.0042 SG_cosine=-0.534 mean_log_Pi_g=0.371 | PC_activity_obj=60.4513 (per_unit 5.9035e-02) | PI_max_steps=8 | PC_steps=8 (total_proposals=8, oracle_model=0/0, oracle_lp=0/0, metrics=8/8) (total_proposals=8) | test_loss=0.4525 test_acc=0.9056
[Step    60] CE_loss=0.3582 | VFE_final=-122.2560 (IL_path=0.0550) | VFE_per_dof=-0.0597 Delta_VFE_per_dof=+0.0004 | VFE_pred_term=0.1090 VFE_hidden_term=93.7756 logdet_Pi_y_sum=4.34 logdet_Pi_x_sum=427.94 | lambda_gate=0.364 (raw=0.364) | SG_objective=0.0124 | SG_relMSE=1.0024 SG_cosine=-0.271 mean_log_Pi_g=0.418 | PC_activity_obj=64.3969 (per_unit 6.2888e-02) | PI_max_steps=8 | PI_est_total=8.0 PI_est_valid=1 (cap_hit=1 delta_last=2.08e-04 tol=1.00e-04 r=1.000 slope=-6.467e-05) | TrainAcc=0.914 TrainLoss=0.3401 (total_proposals=8, oracle_model=0/0, oracle_lp=0/0, metrics=8/8) | TestAcc=0.917 TestLoss=0.3550
[Step    60] CE_loss=0.3582 | VFE_final=-122.2560 (IL_path=0.0550) | VFE_per_dof=-0.0597 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.1090 VFE_hidden_term=93.7756 logdet_Pi_y_sum=4.34 logdet_Pi_x_sum=427.94 | lambda_gate=0.364 | SG_objective=0.0124 | SG_relMSE=1.0024 SG_cosine=-0.271 mean_log_Pi_g=0.418 | PC_activity_obj=64.3969 (per_unit 6.2888e-02) | PI_max_steps=8 | PC_steps=8 (total_proposals=8, oracle_model=0/0, oracle_lp=0/0, metrics=8/8) (total_proposals=8) | test_loss=0.3550 test_acc=0.9172
[Step    80] CE_loss=0.2938 | VFE_final=-153.4245 (IL_path=0.0518) | VFE_per_dof=-0.0749 Delta_VFE_per_dof=-0.0014 | VFE_pred_term=0.0861 VFE_hidden_term=86.8511 logdet_Pi_y_sum=4.85 logdet_Pi_x_sum=475.87 | lambda_gate=0.305 (raw=0.305) | SG_objective=0.0081 | SG_relMSE=1.0036 SG_cosine=-0.390 mean_log_Pi_g=0.465 | PC_activity_obj=57.5038 (per_unit 5.6156e-02) | PI_max_steps=8 | PI_est_total=8.0 PI_est_valid=1 (cap_hit=1 delta_last=1.93e-04 tol=1.00e-04 r=1.000 slope=-6.685e-05) | TrainAcc=0.930 TrainLoss=0.2708 (total_proposals=8, oracle_model=0/0, oracle_lp=0/0, metrics=8/8) | TestAcc=0.926 TestLoss=0.2919
[Step    80] CE_loss=0.2938 | VFE_final=-153.4245 (IL_path=0.0518) | VFE_per_dof=-0.0749 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0861 VFE_hidden_term=86.8511 logdet_Pi_y_sum=4.85 logdet_Pi_x_sum=475.87 | lambda_gate=0.305 | SG_objective=0.0081 | SG_relMSE=1.0036 SG_cosine=-0.390 mean_log_Pi_g=0.465 | PC_activity_obj=57.5038 (per_unit 5.6156e-02) | PI_max_steps=8 | PC_steps=8 (total_proposals=8, oracle_model=0/0, oracle_lp=0/0, metrics=8/8) (total_proposals=8) | test_loss=0.2919 test_acc=0.9259
[Step   100] CE_loss=0.3196 | VFE_final=-191.7806 (IL_path=0.0442) | VFE_per_dof=-0.0936 Delta_VFE_per_dof=-0.0050 | VFE_pred_term=0.1135 VFE_hidden_term=72.7392 logdet_Pi_y_sum=5.34 logdet_Pi_x_sum=523.93 | lambda_gate=0.315 (raw=0.315) | SG_objective=0.0099 | SG_relMSE=1.0040 SG_cosine=-0.369 mean_log_Pi_g=0.512 | PC_activity_obj=46.0905 (per_unit 4.5010e-02) | PI_max_steps=8 | PI_est_total=8.0 PI_est_valid=1 (cap_hit=1 delta_last=2.34e-04 tol=1.00e-04 r=1.000 slope=-7.629e-05) | TrainAcc=0.914 TrainLoss=0.3013 (total_proposals=8, oracle_model=0/0, oracle_lp=0/0, metrics=8/8) | TestAcc=0.930 TestLoss=0.2909
[Step   100] CE_loss=0.3196 | VFE_final=-191.7806 (IL_path=0.0442) | VFE_per_dof=-0.0936 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.1135 VFE_hidden_term=72.7392 logdet_Pi_y_sum=5.34 logdet_Pi_x_sum=523.93 | lambda_gate=0.315 | SG_objective=0.0099 | SG_relMSE=1.0040 SG_cosine=-0.369 mean_log_Pi_g=0.512 | PC_activity_obj=46.0905 (per_unit 4.5010e-02) | PI_max_steps=8 | PC_steps=8 (total_proposals=8, oracle_model=0/0, oracle_lp=0/0, metrics=8/8) (total_proposals=8) | test_loss=0.2909 test_acc=0.9303
[Step   120] CE_loss=0.2793 | VFE_final=-209.1544 (IL_path=0.0488) | VFE_per_dof=-0.1021 Delta_VFE_per_dof=-0.0006 | VFE_pred_term=0.0934 VFE_hidden_term=79.1151 logdet_Pi_y_sum=5.82 logdet_Pi_x_sum=570.91 | lambda_gate=0.350 (raw=0.350) | SG_objective=0.0091 | SG_relMSE=1.0028 SG_cosine=-0.299 mean_log_Pi_g=0.558 | PC_activity_obj=48.2239 (per_unit 4.7094e-02) | PI_max_steps=8 | PI_est_total=8.0 PI_est_valid=1 (cap_hit=1 delta_last=2.21e-04 tol=1.00e-04 r=1.000 slope=-6.467e-05) | TrainAcc=0.938 TrainLoss=0.2621 (total_proposals=8, oracle_model=0/0, oracle_lp=0/0, metrics=8/8) | TestAcc=0.938 TestLoss=0.2490
