JAX backend     : gpu
JAX devices     : [CudaDevice(id=0)]
Selected DEVICE : cuda:0
Using batch size 128 with no accumulation. (auto-selected no accumulation to stay below ~35% of GPU memory)
Loading dataset...
Loading Complete
About to run first update_step…
First update_step done.
[Step    20] CE_loss=0.5279 | VFE_final=-65.1508 (IL_path=0.1263) | VFE_per_dof=-0.0318 Delta_VFE_per_dof=-0.0016 | VFE_pred_term=0.1438 VFE_hidden_term=102.9467 logdet_Pi_y_sum=3.28 logdet_Pi_x_sum=333.20 | lambda_gate=0.289 (raw=0.289) | SG_objective=0.0145 | SG_relMSE=1.0045 SG_cosine=-0.422 mean_log_Pi_g=0.325 | PC_activity_obj=74.5435 (per_unit 7.2796e-02) | PI_max_steps=16 | PI_est_total=16.0 PI_est_valid=1 (cap_hit=1 delta_last=2.00e-04 tol=1.00e-04 r=1.000 slope=-6.648e-05) | TrainAcc=0.914 TrainLoss=0.4849 (total_proposals=16, oracle_model=16/16, oracle_lp=16/16, metrics=16/16) | TestAcc=0.862 TestLoss=0.5453
[Step    20] CE_loss=0.5279 | VFE_final=-65.1508 (IL_path=0.1263) | VFE_per_dof=-0.0318 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.1438 VFE_hidden_term=102.9467 logdet_Pi_y_sum=3.28 logdet_Pi_x_sum=333.20 | lambda_gate=0.289 | SG_objective=0.0145 | SG_relMSE=1.0045 SG_cosine=-0.422 mean_log_Pi_g=0.325 | PC_activity_obj=74.5435 (per_unit 7.2796e-02) | PI_max_steps=16 | PC_steps=16 (total_proposals=16, oracle_model=16/16, oracle_lp=16/16, metrics=16/16) (total_proposals=16) | test_loss=0.5453 test_acc=0.8618
[Step    40] CE_loss=0.3946 | VFE_final=-117.4992 (IL_path=0.0968) | VFE_per_dof=-0.0574 Delta_VFE_per_dof=-0.0093 | VFE_pred_term=0.1154 VFE_hidden_term=77.2218 logdet_Pi_y_sum=3.83 logdet_Pi_x_sum=385.84 | lambda_gate=0.302 (raw=0.302) | SG_objective=0.0097 | SG_relMSE=1.0050 SG_cosine=-0.396 mean_log_Pi_g=0.377 | PC_activity_obj=53.3552 (per_unit 5.2105e-02) | PI_max_steps=16 | PI_est_total=16.0 PI_est_valid=1 (cap_hit=1 delta_last=2.10e-04 tol=1.00e-04 r=1.000 slope=-6.576e-05) | TrainAcc=0.922 TrainLoss=0.3770 (total_proposals=16, oracle_model=16/16, oracle_lp=16/16, metrics=16/16) | TestAcc=0.914 TestLoss=0.3609
[Step    40] CE_loss=0.3946 | VFE_final=-117.4992 (IL_path=0.0968) | VFE_per_dof=-0.0574 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.1154 VFE_hidden_term=77.2218 logdet_Pi_y_sum=3.83 logdet_Pi_x_sum=385.84 | lambda_gate=0.302 | SG_objective=0.0097 | SG_relMSE=1.0050 SG_cosine=-0.396 mean_log_Pi_g=0.377 | PC_activity_obj=53.3552 (per_unit 5.2105e-02) | PI_max_steps=16 | PC_steps=16 (total_proposals=16, oracle_model=16/16, oracle_lp=16/16, metrics=16/16) (total_proposals=16) | test_loss=0.3609 test_acc=0.9140
[Step    60] CE_loss=0.3528 | VFE_final=-148.5667 (IL_path=0.0931) | VFE_per_dof=-0.0725 Delta_VFE_per_dof=-0.0042 | VFE_pred_term=0.1069 VFE_hidden_term=72.5958 logdet_Pi_y_sum=4.35 logdet_Pi_x_sum=438.18 | lambda_gate=0.311 (raw=0.311) | SG_objective=0.0082 | SG_relMSE=1.0041 SG_cosine=-0.379 mean_log_Pi_g=0.428 | PC_activity_obj=47.5958 (per_unit 4.6480e-02) | PI_max_steps=16 | PI_est_total=16.0 PI_est_valid=1 (cap_hit=1 delta_last=2.28e-04 tol=1.00e-04 r=1.000 slope=-6.576e-05) | TrainAcc=0.914 TrainLoss=0.3409 (total_proposals=16, oracle_model=16/16, oracle_lp=16/16, metrics=16/16) | TestAcc=0.937 TestLoss=0.3037
[Step    60] CE_loss=0.3528 | VFE_final=-148.5667 (IL_path=0.0931) | VFE_per_dof=-0.0725 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.1069 VFE_hidden_term=72.5958 logdet_Pi_y_sum=4.35 logdet_Pi_x_sum=438.18 | lambda_gate=0.311 | SG_objective=0.0082 | SG_relMSE=1.0041 SG_cosine=-0.379 mean_log_Pi_g=0.428 | PC_activity_obj=47.5958 (per_unit 4.6480e-02) | PI_max_steps=16 | PC_steps=16 (total_proposals=16, oracle_model=16/16, oracle_lp=16/16, metrics=16/16) (total_proposals=16) | test_loss=0.3037 test_acc=0.9366
[Step    80] CE_loss=0.2336 | VFE_final=-171.3074 (IL_path=0.0993) | VFE_per_dof=-0.0836 Delta_VFE_per_dof=-0.0005 | VFE_pred_term=0.0623 VFE_hidden_term=75.8684 logdet_Pi_y_sum=4.86 logdet_Pi_x_sum=489.62 | lambda_gate=0.308 (raw=0.308) | SG_objective=0.0089 | SG_relMSE=1.0038 SG_cosine=-0.384 mean_log_Pi_g=0.478 | PC_activity_obj=47.2986 (per_unit 4.6190e-02) | PI_max_steps=16 | PI_est_total=16.0 PI_est_valid=1 (cap_hit=1 delta_last=1.85e-04 tol=1.00e-04 r=1.000 slope=-7.302e-05) | TrainAcc=0.969 TrainLoss=0.2097 (total_proposals=16, oracle_model=16/16, oracle_lp=16/16, metrics=16/16) | TestAcc=0.940 TestLoss=0.2534
[Step    80] CE_loss=0.2336 | VFE_final=-171.3074 (IL_path=0.0993) | VFE_per_dof=-0.0836 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0623 VFE_hidden_term=75.8684 logdet_Pi_y_sum=4.86 logdet_Pi_x_sum=489.62 | lambda_gate=0.308 | SG_objective=0.0089 | SG_relMSE=1.0038 SG_cosine=-0.384 mean_log_Pi_g=0.478 | PC_activity_obj=47.2986 (per_unit 4.6190e-02) | PI_max_steps=16 | PC_steps=16 (total_proposals=16, oracle_model=16/16, oracle_lp=16/16, metrics=16/16) (total_proposals=16) | test_loss=0.2534 test_acc=0.9399
[Step   100] CE_loss=0.2596 | VFE_final=-193.3592 (IL_path=0.1056) | VFE_per_dof=-0.0944 Delta_VFE_per_dof=+0.0008 | VFE_pred_term=0.0822 VFE_hidden_term=79.0525 logdet_Pi_y_sum=5.34 logdet_Pi_x_sum=539.65 | lambda_gate=0.312 (raw=0.312) | SG_objective=0.0093 | SG_relMSE=1.0038 SG_cosine=-0.377 mean_log_Pi_g=0.527 | PC_activity_obj=46.9037 (per_unit 4.5804e-02) | PI_max_steps=16 | PI_est_total=16.0 PI_est_valid=1 (cap_hit=1 delta_last=2.23e-04 tol=1.00e-04 r=1.000 slope=-7.230e-05) | TrainAcc=0.945 TrainLoss=0.2316 (total_proposals=16, oracle_model=16/16, oracle_lp=16/16, metrics=16/16) | TestAcc=0.945 TestLoss=0.2240
[Step   100] CE_loss=0.2596 | VFE_final=-193.3592 (IL_path=0.1056) | VFE_per_dof=-0.0944 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0822 VFE_hidden_term=79.0525 logdet_Pi_y_sum=5.34 logdet_Pi_x_sum=539.65 | lambda_gate=0.312 | SG_objective=0.0093 | SG_relMSE=1.0038 SG_cosine=-0.377 mean_log_Pi_g=0.527 | PC_activity_obj=46.9037 (per_unit 4.5804e-02) | PI_max_steps=16 | PC_steps=16 (total_proposals=16, oracle_model=16/16, oracle_lp=16/16, metrics=16/16) (total_proposals=16) | test_loss=0.2240 test_acc=0.9449
[Step   120] CE_loss=0.1810 | VFE_final=-228.7895 (IL_path=0.0927) | VFE_per_dof=-0.1117 Delta_VFE_per_dof=+0.0014 | VFE_pred_term=0.0523 VFE_hidden_term=68.1321 logdet_Pi_y_sum=5.81 logdet_Pi_x_sum=588.14 | lambda_gate=0.298 (raw=0.298) | SG_objective=0.0073 | SG_relMSE=1.0044 SG_cosine=-0.404 mean_log_Pi_g=0.574 | PC_activity_obj=38.4986 (per_unit 3.7596e-02) | PI_max_steps=16 | PI_est_total=16.0 PI_est_valid=1 (cap_hit=1 delta_last=1.91e-04 tol=1.00e-04 r=1.000 slope=-7.775e-05) | TrainAcc=0.977 TrainLoss=0.1568 (total_proposals=16, oracle_model=16/16, oracle_lp=16/16, metrics=16/16) | TestAcc=0.950 TestLoss=0.2337
