JAX backend     : gpu
JAX devices     : [CudaDevice(id=0)]
Selected DEVICE : cuda:0
Using batch size 128 with no accumulation. (auto-selected no accumulation to stay below ~35% of GPU memory)
Loading dataset...
Loading Complete
About to run first update_step…
First update_step done.
[Step    20] CE_loss=0.5012 | VFE_final=767.1664 (IL_path=0.0768) | VFE_per_dof=0.3746 Delta_VFE_per_dof=+0.0298 | VFE_pred_term=0.1438 VFE_hidden_term=925.1886 logdet_Pi_y_sum=3.26 logdet_Pi_x_sum=313.08 | lambda_gate=0.000 (raw=0.500) | SG_objective=0.2410 | SG_relMSE=1.0000 SG_cosine=-0.000 mean_log_Pi_g=0.306 | PC_activity_obj=691.8853 (per_unit 6.7567e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=9.37e-05 tol=1.00e-04 r=1.000 slope=-3.815e-05) | TrainAcc=0.836 TrainLoss=0.4527 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.871 TestLoss=0.4207
[Step    20] CE_loss=0.5012 | VFE_final=767.1664 (IL_path=0.0768) | VFE_per_dof=0.3746 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.1438 VFE_hidden_term=925.1886 logdet_Pi_y_sum=3.26 logdet_Pi_x_sum=313.08 | lambda_gate=0.000 | SG_objective=0.2410 | SG_relMSE=1.0000 SG_cosine=-0.000 mean_log_Pi_g=0.306 | PC_activity_obj=691.8853 (per_unit 6.7567e-01) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) (total_proposals=3) | test_loss=0.4207 test_acc=0.8711
[Step    40] CE_loss=0.2732 | VFE_final=723.9802 (IL_path=0.0714) | VFE_per_dof=0.3535 Delta_VFE_per_dof=-0.0009 | VFE_pred_term=0.0842 VFE_hidden_term=876.5853 logdet_Pi_y_sum=3.65 logdet_Pi_x_sum=301.72 | lambda_gate=0.000 (raw=0.516) | SG_objective=0.2406 | SG_relMSE=0.9999 SG_cosine=0.033 mean_log_Pi_g=0.295 | PC_activity_obj=682.3193 (per_unit 6.6633e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=7.34e-05 tol=1.00e-04 r=1.000 slope=-1.780e-05) | TrainAcc=0.914 TrainLoss=0.2398 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.909 TestLoss=0.3198
[Step    40] CE_loss=0.2732 | VFE_final=723.9802 (IL_path=0.0714) | VFE_per_dof=0.3535 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0842 VFE_hidden_term=876.5853 logdet_Pi_y_sum=3.65 logdet_Pi_x_sum=301.72 | lambda_gate=0.000 | SG_objective=0.2406 | SG_relMSE=0.9999 SG_cosine=0.033 mean_log_Pi_g=0.295 | PC_activity_obj=682.3193 (per_unit 6.6633e-01) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) (total_proposals=3) | test_loss=0.3198 test_acc=0.9090
[Step    60] CE_loss=0.3294 | VFE_final=568.6548 (IL_path=0.0570) | VFE_per_dof=0.2777 Delta_VFE_per_dof=-0.0025 | VFE_pred_term=0.0934 VFE_hidden_term=714.3729 logdet_Pi_y_sum=4.06 logdet_Pi_x_sum=287.57 | lambda_gate=0.000 (raw=0.512) | SG_objective=0.1683 | SG_relMSE=0.9998 SG_cosine=0.024 mean_log_Pi_g=0.281 | PC_activity_obj=579.6996 (per_unit 5.6611e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=7.84e-05 tol=1.00e-04 r=1.000 slope=-2.543e-05) | TrainAcc=0.922 TrainLoss=0.2816 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.909 TestLoss=0.3023
[Step    60] CE_loss=0.3294 | VFE_final=568.6548 (IL_path=0.0570) | VFE_per_dof=0.2777 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0934 VFE_hidden_term=714.3729 logdet_Pi_y_sum=4.06 logdet_Pi_x_sum=287.57 | lambda_gate=0.000 | SG_objective=0.1683 | SG_relMSE=0.9998 SG_cosine=0.024 mean_log_Pi_g=0.281 | PC_activity_obj=579.6996 (per_unit 5.6611e-01) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) (total_proposals=3) | test_loss=0.3023 test_acc=0.9086
[Step    80] CE_loss=0.2231 | VFE_final=501.7998 (IL_path=0.0507) | VFE_per_dof=0.2450 Delta_VFE_per_dof=-0.0083 | VFE_pred_term=0.0654 VFE_hidden_term=643.7380 logdet_Pi_y_sum=4.52 logdet_Pi_x_sum=279.49 | lambda_gate=0.000 (raw=0.503) | SG_objective=0.1351 | SG_relMSE=1.0000 SG_cosine=0.006 mean_log_Pi_g=0.273 | PC_activity_obj=536.5687 (per_unit 5.2399e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=6.52e-05 tol=1.00e-04 r=1.000 slope=-6.866e-05) | TrainAcc=0.953 TrainLoss=0.1954 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.930 TestLoss=0.2409
[Step    80] CE_loss=0.2231 | VFE_final=501.7998 (IL_path=0.0507) | VFE_per_dof=0.2450 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0654 VFE_hidden_term=643.7380 logdet_Pi_y_sum=4.52 logdet_Pi_x_sum=279.49 | lambda_gate=0.000 | SG_objective=0.1351 | SG_relMSE=1.0000 SG_cosine=0.006 mean_log_Pi_g=0.273 | PC_activity_obj=536.5687 (per_unit 5.2399e-01) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) (total_proposals=3) | test_loss=0.2409 test_acc=0.9301
[Step   100] CE_loss=0.2455 | VFE_final=377.3669 (IL_path=0.0405) | VFE_per_dof=0.1843 Delta_VFE_per_dof=-0.0318 | VFE_pred_term=0.0831 VFE_hidden_term=517.6118 logdet_Pi_y_sum=5.03 logdet_Pi_x_sum=275.62 | lambda_gate=0.000 (raw=0.482) | SG_objective=0.0899 | SG_relMSE=1.0002 SG_cosine=-0.036 mean_log_Pi_g=0.269 | PC_activity_obj=438.6522 (per_unit 4.2837e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=7.35e-05 tol=1.00e-04 r=1.000 slope=-2.797e-05) | TrainAcc=0.938 TrainLoss=0.2035 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.932 TestLoss=0.2377
[Step   100] CE_loss=0.2455 | VFE_final=377.3669 (IL_path=0.0405) | VFE_per_dof=0.1843 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0831 VFE_hidden_term=517.6118 logdet_Pi_y_sum=5.03 logdet_Pi_x_sum=275.62 | lambda_gate=0.000 | SG_objective=0.0899 | SG_relMSE=1.0002 SG_cosine=-0.036 mean_log_Pi_g=0.269 | PC_activity_obj=438.6522 (per_unit 4.2837e-01) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) (total_proposals=3) | test_loss=0.2377 test_acc=0.9317
[Step   120] CE_loss=0.2680 | VFE_final=430.6400 (IL_path=0.0446) | VFE_per_dof=0.2103 Delta_VFE_per_dof=+0.0088 | VFE_pred_term=0.0843 VFE_hidden_term=571.6378 logdet_Pi_y_sum=5.60 logdet_Pi_x_sum=276.57 | lambda_gate=0.000 (raw=0.509) | SG_objective=0.0831 | SG_relMSE=0.9999 SG_cosine=0.018 mean_log_Pi_g=0.270 | PC_activity_obj=491.0753 (per_unit 4.7957e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=7.60e-05 tol=1.00e-04 r=1.000 slope=-2.543e-05) | TrainAcc=0.938 TrainLoss=0.2318 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.939 TestLoss=0.2102
