JAX backend     : gpu
JAX devices     : [CudaDevice(id=0)]
Selected DEVICE : cuda:0
Using batch size 128 with no accumulation. (auto-selected no accumulation to stay below ~35% of GPU memory)
Loading dataset...
Loading Complete
About to run first update_step…
First update_step done.
[Step    20] CE_loss=0.8598 | VFE_final=-70.8075 (IL_path=0.0080) | VFE_per_dof=-0.0346 Delta_VFE_per_dof=-0.0008 | VFE_pred_term=0.2551 VFE_hidden_term=95.8952 logdet_Pi_y_sum=3.27 logdet_Pi_x_sum=330.65 | lambda_gate=0.325 (raw=0.325) | SG_objective=0.0195 | SG_relMSE=1.0044 SG_cosine=-0.351 mean_log_Pi_g=0.323 | PC_activity_obj=69.8481 (per_unit 6.8211e-02) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=1.30e-04 tol=2.00e-04 r=1.000 slope=-3.052e-05) | TrainAcc=0.828 TrainLoss=0.8426 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.854 TestLoss=0.7980
[Step    20] CE_loss=0.8598 | VFE_final=-70.8075 (IL_path=0.0080) | VFE_per_dof=-0.0346 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.2551 VFE_hidden_term=95.8952 logdet_Pi_y_sum=3.27 logdet_Pi_x_sum=330.65 | lambda_gate=0.325 | SG_objective=0.0195 | SG_relMSE=1.0044 SG_cosine=-0.351 mean_log_Pi_g=0.323 | PC_activity_obj=69.8481 (per_unit 6.8211e-02) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) (total_proposals=3) | test_loss=0.7980 test_acc=0.8540
[Step    40] CE_loss=0.4347 | VFE_final=-89.1535 (IL_path=0.0085) | VFE_per_dof=-0.0435 Delta_VFE_per_dof=-0.0042 | VFE_pred_term=0.1335 VFE_hidden_term=100.9518 logdet_Pi_y_sum=3.80 logdet_Pi_x_sum=376.68 | lambda_gate=0.266 (raw=0.266) | SG_objective=0.0213 | SG_relMSE=1.0034 SG_cosine=-0.468 mean_log_Pi_g=0.368 | PC_activity_obj=72.8762 (per_unit 7.1168e-02) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=1.05e-04 tol=2.00e-04 r=1.000 slope=-2.925e-05) | TrainAcc=0.922 TrainLoss=0.4338 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.895 TestLoss=0.4816
[Step    40] CE_loss=0.4347 | VFE_final=-89.1535 (IL_path=0.0085) | VFE_per_dof=-0.0435 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.1335 VFE_hidden_term=100.9518 logdet_Pi_y_sum=3.80 logdet_Pi_x_sum=376.68 | lambda_gate=0.266 | SG_objective=0.0213 | SG_relMSE=1.0034 SG_cosine=-0.468 mean_log_Pi_g=0.368 | PC_activity_obj=72.8762 (per_unit 7.1168e-02) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) (total_proposals=3) | test_loss=0.4816 test_acc=0.8952
[Step    60] CE_loss=0.3844 | VFE_final=-114.1636 (IL_path=0.0084) | VFE_per_dof=-0.0557 Delta_VFE_per_dof=-0.0005 | VFE_pred_term=0.1191 VFE_hidden_term=98.7288 logdet_Pi_y_sum=4.32 logdet_Pi_x_sum=421.70 | lambda_gate=0.379 (raw=0.379) | SG_objective=0.0158 | SG_relMSE=1.0021 SG_cosine=-0.242 mean_log_Pi_g=0.412 | PC_activity_obj=70.3533 (per_unit 6.8704e-02) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=1.08e-04 tol=2.00e-04 r=1.000 slope=-2.797e-05) | TrainAcc=0.906 TrainLoss=0.3706 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.912 TestLoss=0.3807
[Step    60] CE_loss=0.3844 | VFE_final=-114.1636 (IL_path=0.0084) | VFE_per_dof=-0.0557 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.1191 VFE_hidden_term=98.7288 logdet_Pi_y_sum=4.32 logdet_Pi_x_sum=421.70 | lambda_gate=0.379 | SG_objective=0.0158 | SG_relMSE=1.0021 SG_cosine=-0.242 mean_log_Pi_g=0.412 | PC_activity_obj=70.3533 (per_unit 6.8704e-02) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) (total_proposals=3) | test_loss=0.3807 test_acc=0.9116
[Step    80] CE_loss=0.3421 | VFE_final=-154.4801 (IL_path=0.0069) | VFE_per_dof=-0.0754 Delta_VFE_per_dof=-0.0028 | VFE_pred_term=0.1026 VFE_hidden_term=81.1751 logdet_Pi_y_sum=4.83 logdet_Pi_x_sum=466.68 | lambda_gate=0.277 (raw=0.277) | SG_objective=0.0134 | SG_relMSE=1.0036 SG_cosine=-0.446 mean_log_Pi_g=0.456 | PC_activity_obj=56.7266 (per_unit 5.5397e-02) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=1.05e-04 tol=2.00e-04 r=1.000 slope=-4.959e-05) | TrainAcc=0.930 TrainLoss=0.3217 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.921 TestLoss=0.3196
[Step    80] CE_loss=0.3421 | VFE_final=-154.4801 (IL_path=0.0069) | VFE_per_dof=-0.0754 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.1026 VFE_hidden_term=81.1751 logdet_Pi_y_sum=4.83 logdet_Pi_x_sum=466.68 | lambda_gate=0.277 | SG_objective=0.0134 | SG_relMSE=1.0036 SG_cosine=-0.446 mean_log_Pi_g=0.456 | PC_activity_obj=56.7266 (per_unit 5.5397e-02) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) (total_proposals=3) | test_loss=0.3196 test_acc=0.9212
[Step   100] CE_loss=0.3404 | VFE_final=-183.8402 (IL_path=0.0065) | VFE_per_dof=-0.0898 Delta_VFE_per_dof=-0.0028 | VFE_pred_term=0.1209 VFE_hidden_term=74.6681 logdet_Pi_y_sum=5.33 logdet_Pi_x_sum=511.93 | lambda_gate=0.318 (raw=0.318) | SG_objective=0.0105 | SG_relMSE=1.0039 SG_cosine=-0.365 mean_log_Pi_g=0.500 | PC_activity_obj=50.8189 (per_unit 4.9628e-02) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=1.18e-04 tol=2.00e-04 r=1.000 slope=-3.179e-05) | TrainAcc=0.922 TrainLoss=0.3218 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.923 TestLoss=0.3121
[Step   100] CE_loss=0.3404 | VFE_final=-183.8402 (IL_path=0.0065) | VFE_per_dof=-0.0898 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.1209 VFE_hidden_term=74.6681 logdet_Pi_y_sum=5.33 logdet_Pi_x_sum=511.93 | lambda_gate=0.318 | SG_objective=0.0105 | SG_relMSE=1.0039 SG_cosine=-0.365 mean_log_Pi_g=0.500 | PC_activity_obj=50.8189 (per_unit 4.9628e-02) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) (total_proposals=3) | test_loss=0.3121 test_acc=0.9231
[Step   120] CE_loss=0.3117 | VFE_final=-203.2924 (IL_path=0.0068) | VFE_per_dof=-0.0993 Delta_VFE_per_dof=+0.0001 | VFE_pred_term=0.1073 VFE_hidden_term=77.9640 logdet_Pi_y_sum=5.80 logdet_Pi_x_sum=556.92 | lambda_gate=0.351 (raw=0.351) | SG_objective=0.0083 | SG_relMSE=1.0030 SG_cosine=-0.298 mean_log_Pi_g=0.544 | PC_activity_obj=51.5627 (per_unit 5.0354e-02) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=1.16e-04 tol=2.00e-04 r=1.000 slope=-3.815e-05) | TrainAcc=0.922 TrainLoss=0.2953 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.928 TestLoss=0.2798
