JAX backend     : gpu
JAX devices     : [CudaDevice(id=0)]
Selected DEVICE : cuda:0
Using batch size 128 with no accumulation. (auto-selected no accumulation to stay below ~35% of GPU memory)
Loading dataset...
Loading Complete
About to run first update_step…
First update_step done.
[Step    20] CE_loss=0.6431 | VFE_final=-86.6549 (IL_path=0.0133) | VFE_per_dof=-0.0423 Delta_VFE_per_dof=+0.0003 | VFE_pred_term=0.1824 VFE_hidden_term=81.3863 logdet_Pi_y_sum=3.28 logdet_Pi_x_sum=333.17 | lambda_gate=0.277 (raw=0.277) | SG_objective=0.0112 | SG_relMSE=1.0061 SG_cosine=-0.447 mean_log_Pi_g=0.325 | PC_activity_obj=58.9447 (per_unit 5.7563e-02) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=2.23e-04 tol=5.00e-04 r=1.000 slope=-6.231e-05) | TrainAcc=0.859 TrainLoss=0.6171 (total_proposals=3, oracle_model=3/3, oracle_lp=3/3, metrics=3/3) | TestAcc=0.884 TestLoss=0.6071
[Step    20] CE_loss=0.6431 | VFE_final=-86.6549 (IL_path=0.0133) | VFE_per_dof=-0.0423 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.1824 VFE_hidden_term=81.3863 logdet_Pi_y_sum=3.28 logdet_Pi_x_sum=333.17 | lambda_gate=0.277 | SG_objective=0.0112 | SG_relMSE=1.0061 SG_cosine=-0.447 mean_log_Pi_g=0.325 | PC_activity_obj=58.9447 (per_unit 5.7563e-02) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=3/3, oracle_lp=3/3, metrics=3/3) (total_proposals=3) | test_loss=0.6071 test_acc=0.8840
[Step    40] CE_loss=0.3878 | VFE_final=-120.7666 (IL_path=0.0124) | VFE_per_dof=-0.0590 Delta_VFE_per_dof=-0.0018 | VFE_pred_term=0.1105 VFE_hidden_term=73.9500 logdet_Pi_y_sum=3.83 logdet_Pi_x_sum=385.82 | lambda_gate=0.202 (raw=0.202) | SG_objective=0.0089 | SG_relMSE=1.0065 SG_cosine=-0.595 mean_log_Pi_g=0.377 | PC_activity_obj=51.0892 (per_unit 4.9892e-02) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=2.04e-04 tol=5.00e-04 r=1.000 slope=-5.976e-05) | TrainAcc=0.922 TrainLoss=0.3674 (total_proposals=3, oracle_model=3/3, oracle_lp=3/3, metrics=3/3) | TestAcc=0.918 TestLoss=0.3989
[Step    40] CE_loss=0.3878 | VFE_final=-120.7666 (IL_path=0.0124) | VFE_per_dof=-0.0590 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.1105 VFE_hidden_term=73.9500 logdet_Pi_y_sum=3.83 logdet_Pi_x_sum=385.82 | lambda_gate=0.202 | SG_objective=0.0089 | SG_relMSE=1.0065 SG_cosine=-0.595 mean_log_Pi_g=0.377 | PC_activity_obj=51.0892 (per_unit 4.9892e-02) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=3/3, oracle_lp=3/3, metrics=3/3) (total_proposals=3) | test_loss=0.3989 test_acc=0.9177
[Step    60] CE_loss=0.3002 | VFE_final=-128.9944 (IL_path=0.0158) | VFE_per_dof=-0.0630 Delta_VFE_per_dof=+0.0005 | VFE_pred_term=0.0879 VFE_hidden_term=92.1906 logdet_Pi_y_sum=4.35 logdet_Pi_x_sum=438.19 | lambda_gate=0.377 (raw=0.377) | SG_objective=0.0116 | SG_relMSE=1.0022 SG_cosine=-0.247 mean_log_Pi_g=0.428 | PC_activity_obj=60.5145 (per_unit 5.9096e-02) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=2.04e-04 tol=5.00e-04 r=1.000 slope=-6.104e-05) | TrainAcc=0.930 TrainLoss=0.2766 (total_proposals=3, oracle_model=3/3, oracle_lp=3/3, metrics=3/3) | TestAcc=0.927 TestLoss=0.2887
[Step    60] CE_loss=0.3002 | VFE_final=-128.9944 (IL_path=0.0158) | VFE_per_dof=-0.0630 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0879 VFE_hidden_term=92.1906 logdet_Pi_y_sum=4.35 logdet_Pi_x_sum=438.19 | lambda_gate=0.377 | SG_objective=0.0116 | SG_relMSE=1.0022 SG_cosine=-0.247 mean_log_Pi_g=0.428 | PC_activity_obj=60.5145 (per_unit 5.9096e-02) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=3/3, oracle_lp=3/3, metrics=3/3) (total_proposals=3) | test_loss=0.2887 test_acc=0.9266
[Step    80] CE_loss=0.2377 | VFE_final=-165.3656 (IL_path=0.0143) | VFE_per_dof=-0.0807 Delta_VFE_per_dof=-0.0019 | VFE_pred_term=0.0692 VFE_hidden_term=81.7258 logdet_Pi_y_sum=4.86 logdet_Pi_x_sum=489.46 | lambda_gate=0.321 (raw=0.321) | SG_objective=0.0096 | SG_relMSE=1.0030 SG_cosine=-0.357 mean_log_Pi_g=0.478 | PC_activity_obj=50.9940 (per_unit 4.9799e-02) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=1.93e-04 tol=5.00e-04 r=1.000 slope=-8.138e-05) | TrainAcc=0.945 TrainLoss=0.2158 (total_proposals=3, oracle_model=3/3, oracle_lp=3/3, metrics=3/3) | TestAcc=0.938 TestLoss=0.2435
[Step    80] CE_loss=0.2377 | VFE_final=-165.3656 (IL_path=0.0143) | VFE_per_dof=-0.0807 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0692 VFE_hidden_term=81.7258 logdet_Pi_y_sum=4.86 logdet_Pi_x_sum=489.46 | lambda_gate=0.321 | SG_objective=0.0096 | SG_relMSE=1.0030 SG_cosine=-0.357 mean_log_Pi_g=0.478 | PC_activity_obj=50.9940 (per_unit 4.9799e-02) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=3/3, oracle_lp=3/3, metrics=3/3) (total_proposals=3) | test_loss=0.2435 test_acc=0.9381
[Step   100] CE_loss=0.2912 | VFE_final=-214.7653 (IL_path=0.0102) | VFE_per_dof=-0.1049 Delta_VFE_per_dof=-0.0032 | VFE_pred_term=0.0881 VFE_hidden_term=57.5644 logdet_Pi_y_sum=5.34 logdet_Pi_x_sum=539.49 | lambda_gate=0.240 (raw=0.240) | SG_objective=0.0063 | SG_relMSE=1.0074 SG_cosine=-0.520 mean_log_Pi_g=0.527 | PC_activity_obj=34.2024 (per_unit 3.3401e-02) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=2.33e-04 tol=5.00e-04 r=1.000 slope=-7.757e-05) | TrainAcc=0.953 TrainLoss=0.2575 (total_proposals=3, oracle_model=3/3, oracle_lp=3/3, metrics=3/3) | TestAcc=0.945 TestLoss=0.2672
[Step   100] CE_loss=0.2912 | VFE_final=-214.7653 (IL_path=0.0102) | VFE_per_dof=-0.1049 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0881 VFE_hidden_term=57.5644 logdet_Pi_y_sum=5.34 logdet_Pi_x_sum=539.49 | lambda_gate=0.240 | SG_objective=0.0063 | SG_relMSE=1.0074 SG_cosine=-0.520 mean_log_Pi_g=0.527 | PC_activity_obj=34.2024 (per_unit 3.3401e-02) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=3/3, oracle_lp=3/3, metrics=3/3) (total_proposals=3) | test_loss=0.2672 test_acc=0.9450
[Step   120] CE_loss=0.2593 | VFE_final=-218.5720 (IL_path=0.0142) | VFE_per_dof=-0.1067 Delta_VFE_per_dof=-0.0008 | VFE_pred_term=0.0823 VFE_hidden_term=78.2432 logdet_Pi_y_sum=5.81 logdet_Pi_x_sum=587.98 | lambda_gate=0.391 (raw=0.391) | SG_objective=0.0090 | SG_relMSE=1.0021 SG_cosine=-0.219 mean_log_Pi_g=0.574 | PC_activity_obj=44.3078 (per_unit 4.3269e-02) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=2.37e-04 tol=5.00e-04 r=1.000 slope=-7.884e-05) | TrainAcc=0.938 TrainLoss=0.2355 (total_proposals=3, oracle_model=3/3, oracle_lp=3/3, metrics=3/3) | TestAcc=0.946 TestLoss=0.2049
