JAX backend     : gpu
JAX devices     : [CudaDevice(id=0)]
Selected DEVICE : cuda:0
Using batch size 128 with no accumulation. (auto-selected no accumulation to stay below ~35% of GPU memory)
Loading dataset...
Loading Complete
About to run first update_step…
First update_step done.
[Step    20] CE_loss=0.3916 | VFE_final=800.4973 (IL_path=0.0794) | VFE_per_dof=0.3909 Delta_VFE_per_dof=+0.0145 | VFE_pred_term=0.1153 VFE_hidden_term=957.9519 logdet_Pi_y_sum=3.25 logdet_Pi_x_sum=311.89 | lambda_gate=0.000 (raw=0.498) | SG_objective=0.2079 | SG_relMSE=1.0000 SG_cosine=-0.003 mean_log_Pi_g=0.305 | PC_activity_obj=718.7030 (per_unit 7.0186e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=8.50e-05 tol=2.00e-04 r=1.000 slope=-1.653e-05) | TrainAcc=0.875 TrainLoss=0.3441 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.848 TestLoss=0.4596
[Step    20] CE_loss=0.3916 | VFE_final=800.4973 (IL_path=0.0794) | VFE_per_dof=0.3909 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.1153 VFE_hidden_term=957.9519 logdet_Pi_y_sum=3.25 logdet_Pi_x_sum=311.89 | lambda_gate=0.000 | SG_objective=0.2079 | SG_relMSE=1.0000 SG_cosine=-0.003 mean_log_Pi_g=0.305 | PC_activity_obj=718.7030 (per_unit 7.0186e-01) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) (total_proposals=3) | test_loss=0.4596 test_acc=0.8481
[Step    40] CE_loss=0.3759 | VFE_final=684.5956 (IL_path=0.0679) | VFE_per_dof=0.3343 Delta_VFE_per_dof=-0.0169 | VFE_pred_term=0.1149 VFE_hidden_term=836.8475 logdet_Pi_y_sum=3.64 logdet_Pi_x_sum=301.09 | lambda_gate=0.000 (raw=0.512) | SG_objective=0.2558 | SG_relMSE=0.9998 SG_cosine=0.024 mean_log_Pi_g=0.294 | PC_activity_obj=654.6609 (per_unit 6.3932e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=8.53e-05 tol=2.00e-04 r=1.000 slope=-4.069e-05) | TrainAcc=0.891 TrainLoss=0.3173 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.896 TestLoss=0.3447
[Step    40] CE_loss=0.3759 | VFE_final=684.5956 (IL_path=0.0679) | VFE_per_dof=0.3343 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.1149 VFE_hidden_term=836.8475 logdet_Pi_y_sum=3.64 logdet_Pi_x_sum=301.09 | lambda_gate=0.000 | SG_objective=0.2558 | SG_relMSE=0.9998 SG_cosine=0.024 mean_log_Pi_g=0.294 | PC_activity_obj=654.6609 (per_unit 6.3932e-01) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) (total_proposals=3) | test_loss=0.3447 test_acc=0.8961
[Step    60] CE_loss=0.3890 | VFE_final=572.6305 (IL_path=0.0572) | VFE_per_dof=0.2796 Delta_VFE_per_dof=-0.0134 | VFE_pred_term=0.1133 VFE_hidden_term=718.1346 logdet_Pi_y_sum=4.03 logdet_Pi_x_sum=287.20 | lambda_gate=0.000 (raw=0.514) | SG_objective=0.1913 | SG_relMSE=0.9998 SG_cosine=0.029 mean_log_Pi_g=0.280 | PC_activity_obj=583.7202 (per_unit 5.7004e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=8.67e-05 tol=2.00e-04 r=1.000 slope=-3.942e-05) | TrainAcc=0.898 TrainLoss=0.3493 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.909 TestLoss=0.3044
[Step    60] CE_loss=0.3890 | VFE_final=572.6305 (IL_path=0.0572) | VFE_per_dof=0.2796 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.1133 VFE_hidden_term=718.1346 logdet_Pi_y_sum=4.03 logdet_Pi_x_sum=287.20 | lambda_gate=0.000 | SG_objective=0.1913 | SG_relMSE=0.9998 SG_cosine=0.029 mean_log_Pi_g=0.280 | PC_activity_obj=583.7202 (per_unit 5.7004e-01) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) (total_proposals=3) | test_loss=0.3044 test_acc=0.9091
[Step    80] CE_loss=0.2284 | VFE_final=469.9881 (IL_path=0.0481) | VFE_per_dof=0.2295 Delta_VFE_per_dof=+0.0091 | VFE_pred_term=0.0640 VFE_hidden_term=611.8738 logdet_Pi_y_sum=4.49 logdet_Pi_x_sum=279.41 | lambda_gate=0.000 (raw=0.495) | SG_objective=0.1330 | SG_relMSE=1.0001 SG_cosine=-0.009 mean_log_Pi_g=0.273 | PC_activity_obj=513.5197 (per_unit 5.0148e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=6.56e-05 tol=2.00e-04 r=1.000 slope=-2.797e-05) | TrainAcc=0.953 TrainLoss=0.1965 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.929 TestLoss=0.2373
[Step    80] CE_loss=0.2284 | VFE_final=469.9881 (IL_path=0.0481) | VFE_per_dof=0.2295 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0640 VFE_hidden_term=611.8738 logdet_Pi_y_sum=4.49 logdet_Pi_x_sum=279.41 | lambda_gate=0.000 | SG_objective=0.1330 | SG_relMSE=1.0001 SG_cosine=-0.009 mean_log_Pi_g=0.273 | PC_activity_obj=513.5197 (per_unit 5.0148e-01) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) (total_proposals=3) | test_loss=0.2373 test_acc=0.9294
[Step   100] CE_loss=0.2093 | VFE_final=489.2643 (IL_path=0.0492) | VFE_per_dof=0.2389 Delta_VFE_per_dof=+0.0121 | VFE_pred_term=0.0696 VFE_hidden_term=629.7081 logdet_Pi_y_sum=5.01 logdet_Pi_x_sum=276.02 | lambda_gate=0.000 (raw=0.496) | SG_objective=0.1229 | SG_relMSE=1.0000 SG_cosine=-0.007 mean_log_Pi_g=0.270 | PC_activity_obj=535.2882 (per_unit 5.2274e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=6.91e-05 tol=2.00e-04 r=1.000 slope=-2.797e-05) | TrainAcc=0.953 TrainLoss=0.1770 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.936 TestLoss=0.2110
[Step   100] CE_loss=0.2093 | VFE_final=489.2643 (IL_path=0.0492) | VFE_per_dof=0.2389 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0696 VFE_hidden_term=629.7081 logdet_Pi_y_sum=5.01 logdet_Pi_x_sum=276.02 | lambda_gate=0.000 | SG_objective=0.1229 | SG_relMSE=1.0000 SG_cosine=-0.007 mean_log_Pi_g=0.270 | PC_activity_obj=535.2882 (per_unit 5.2274e-01) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) (total_proposals=3) | test_loss=0.2110 test_acc=0.9362
[Step   120] CE_loss=0.1660 | VFE_final=498.6863 (IL_path=0.0495) | VFE_per_dof=0.2435 Delta_VFE_per_dof=+0.0025 | VFE_pred_term=0.0505 VFE_hidden_term=635.4564 logdet_Pi_y_sum=5.52 logdet_Pi_x_sum=268.13 | lambda_gate=0.000 (raw=0.509) | SG_objective=0.1216 | SG_relMSE=0.9999 SG_cosine=0.017 mean_log_Pi_g=0.262 | PC_activity_obj=546.0052 (per_unit 5.3321e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=6.14e-05 tol=2.00e-04 r=1.000 slope=-1.780e-05) | TrainAcc=0.969 TrainLoss=0.1314 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.935 TestLoss=0.2168
