JAX backend     : gpu
JAX devices     : [CudaDevice(id=0)]
Selected DEVICE : cuda:0
Using batch size 128 with no accumulation. (auto-selected no accumulation to stay below ~35% of GPU memory)
Loading dataset...
Loading Complete
About to run first update_step…
First update_step done.
[Step    20] CE_loss=0.5016 | VFE_final=769.2904 (IL_path=0.8014) | VFE_per_dof=0.3756 Delta_VFE_per_dof=+0.0301 | VFE_pred_term=0.1444 VFE_hidden_term=927.2843 logdet_Pi_y_sum=3.26 logdet_Pi_x_sum=313.02 | lambda_gate=0.000 (raw=0.499) | SG_objective=0.2407 | SG_relMSE=1.0000 SG_cosine=-0.001 mean_log_Pi_g=0.306 | PC_activity_obj=693.3990 (per_unit 6.7715e-01) | PI_max_steps=16 | PI_est_total=16.0 PI_est_valid=1 (cap_hit=1 delta_last=1.30e-04 tol=1.00e-04 r=1.000 slope=-4.905e-05) | TrainAcc=0.852 TrainLoss=0.4541 (total_proposals=16, oracle_model=0/0, oracle_lp=0/0, metrics=16/16) | TestAcc=0.870 TestLoss=0.4237
[Step    20] CE_loss=0.5016 | VFE_final=769.2904 (IL_path=0.8014) | VFE_per_dof=0.3756 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.1444 VFE_hidden_term=927.2843 logdet_Pi_y_sum=3.26 logdet_Pi_x_sum=313.02 | lambda_gate=0.000 | SG_objective=0.2407 | SG_relMSE=1.0000 SG_cosine=-0.001 mean_log_Pi_g=0.306 | PC_activity_obj=693.3990 (per_unit 6.7715e-01) | PI_max_steps=16 | PC_steps=16 (total_proposals=16, oracle_model=0/0, oracle_lp=0/0, metrics=16/16) (total_proposals=16) | test_loss=0.4237 test_acc=0.8701
[Step    40] CE_loss=0.2747 | VFE_final=722.0080 (IL_path=0.7414) | VFE_per_dof=0.3525 Delta_VFE_per_dof=-0.0014 | VFE_pred_term=0.0845 VFE_hidden_term=874.4619 logdet_Pi_y_sum=3.65 logdet_Pi_x_sum=301.42 | lambda_gate=0.000 (raw=0.518) | SG_objective=0.2395 | SG_relMSE=0.9999 SG_cosine=0.035 mean_log_Pi_g=0.294 | PC_activity_obj=680.7233 (per_unit 6.6477e-01) | PI_max_steps=16 | PI_est_total=16.0 PI_est_valid=1 (cap_hit=1 delta_last=1.02e-04 tol=1.00e-04 r=1.000 slope=-5.086e-05) | TrainAcc=0.906 TrainLoss=0.2407 (total_proposals=16, oracle_model=0/0, oracle_lp=0/0, metrics=16/16) | TestAcc=0.908 TestLoss=0.3201
[Step    40] CE_loss=0.2747 | VFE_final=722.0080 (IL_path=0.7414) | VFE_per_dof=0.3525 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0845 VFE_hidden_term=874.4619 logdet_Pi_y_sum=3.65 logdet_Pi_x_sum=301.42 | lambda_gate=0.000 | SG_objective=0.2395 | SG_relMSE=0.9999 SG_cosine=0.035 mean_log_Pi_g=0.294 | PC_activity_obj=680.7233 (per_unit 6.6477e-01) | PI_max_steps=16 | PC_steps=16 (total_proposals=16, oracle_model=0/0, oracle_lp=0/0, metrics=16/16) (total_proposals=16) | test_loss=0.3201 test_acc=0.9084
[Step    60] CE_loss=0.3264 | VFE_final=565.1662 (IL_path=0.5906) | VFE_per_dof=0.2760 Delta_VFE_per_dof=-0.0028 | VFE_pred_term=0.0919 VFE_hidden_term=710.7194 logdet_Pi_y_sum=4.06 logdet_Pi_x_sum=287.23 | lambda_gate=0.000 (raw=0.513) | SG_objective=0.1664 | SG_relMSE=0.9998 SG_cosine=0.025 mean_log_Pi_g=0.280 | PC_activity_obj=576.8228 (per_unit 5.6330e-01) | PI_max_steps=16 | PI_est_total=16.0 PI_est_valid=1 (cap_hit=1 delta_last=1.08e-04 tol=1.00e-04 r=1.000 slope=-5.195e-05) | TrainAcc=0.922 TrainLoss=0.2788 (total_proposals=16, oracle_model=0/0, oracle_lp=0/0, metrics=16/16) | TestAcc=0.909 TestLoss=0.3022
[Step    60] CE_loss=0.3264 | VFE_final=565.1662 (IL_path=0.5906) | VFE_per_dof=0.2760 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0919 VFE_hidden_term=710.7194 logdet_Pi_y_sum=4.06 logdet_Pi_x_sum=287.23 | lambda_gate=0.000 | SG_objective=0.1664 | SG_relMSE=0.9998 SG_cosine=0.025 mean_log_Pi_g=0.280 | PC_activity_obj=576.8228 (per_unit 5.6330e-01) | PI_max_steps=16 | PC_steps=16 (total_proposals=16, oracle_model=0/0, oracle_lp=0/0, metrics=16/16) (total_proposals=16) | test_loss=0.3022 test_acc=0.9094
[Step    80] CE_loss=0.2253 | VFE_final=500.6832 (IL_path=0.0703) | VFE_per_dof=0.2445 Delta_VFE_per_dof=-0.0080 | VFE_pred_term=0.0666 VFE_hidden_term=642.5581 logdet_Pi_y_sum=4.52 logdet_Pi_x_sum=279.36 | lambda_gate=0.000 (raw=0.503) | SG_objective=0.1344 | SG_relMSE=1.0000 SG_cosine=0.006 mean_log_Pi_g=0.273 | PC_activity_obj=535.5475 (per_unit 5.2300e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=9.12e-05 tol=1.00e-04 r=1.000 slope=-2.797e-05) | TrainAcc=0.945 TrainLoss=0.1980 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.930 TestLoss=0.2409
[Step    80] CE_loss=0.2253 | VFE_final=500.6832 (IL_path=0.0703) | VFE_per_dof=0.2445 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0666 VFE_hidden_term=642.5581 logdet_Pi_y_sum=4.52 logdet_Pi_x_sum=279.36 | lambda_gate=0.000 | SG_objective=0.1344 | SG_relMSE=1.0000 SG_cosine=0.006 mean_log_Pi_g=0.273 | PC_activity_obj=535.5475 (per_unit 5.2300e-01) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) (total_proposals=3) | test_loss=0.2409 test_acc=0.9300
[Step   100] CE_loss=0.2416 | VFE_final=371.2968 (IL_path=0.4170) | VFE_per_dof=0.1813 Delta_VFE_per_dof=-0.0308 | VFE_pred_term=0.0817 VFE_hidden_term=511.6906 logdet_Pi_y_sum=5.03 logdet_Pi_x_sum=275.92 | lambda_gate=0.000 (raw=0.482) | SG_objective=0.0890 | SG_relMSE=1.0002 SG_cosine=-0.037 mean_log_Pi_g=0.269 | PC_activity_obj=434.1365 (per_unit 4.2396e-01) | PI_max_steps=16 | PI_est_total=16.0 PI_est_valid=1 (cap_hit=1 delta_last=1.01e-04 tol=1.00e-04 r=1.000 slope=-4.578e-05) | TrainAcc=0.938 TrainLoss=0.1998 (total_proposals=16, oracle_model=0/0, oracle_lp=0/0, metrics=16/16) | TestAcc=0.931 TestLoss=0.2351
[Step   100] CE_loss=0.2416 | VFE_final=371.2968 (IL_path=0.4170) | VFE_per_dof=0.1813 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0817 VFE_hidden_term=511.6906 logdet_Pi_y_sum=5.03 logdet_Pi_x_sum=275.92 | lambda_gate=0.000 | SG_objective=0.0890 | SG_relMSE=1.0002 SG_cosine=-0.037 mean_log_Pi_g=0.269 | PC_activity_obj=434.1365 (per_unit 4.2396e-01) | PI_max_steps=16 | PC_steps=16 (total_proposals=16, oracle_model=0/0, oracle_lp=0/0, metrics=16/16) (total_proposals=16) | test_loss=0.2351 test_acc=0.9314
[Step   120] CE_loss=0.2643 | VFE_final=431.8451 (IL_path=0.4659) | VFE_per_dof=0.2109 Delta_VFE_per_dof=+0.0087 | VFE_pred_term=0.0837 VFE_hidden_term=573.3493 logdet_Pi_y_sum=5.60 logdet_Pi_x_sum=277.58 | lambda_gate=0.000 (raw=0.510) | SG_objective=0.0838 | SG_relMSE=0.9999 SG_cosine=0.020 mean_log_Pi_g=0.271 | PC_activity_obj=492.0577 (per_unit 4.8053e-01) | PI_max_steps=16 | PI_est_total=16.0 PI_est_valid=1 (cap_hit=1 delta_last=1.05e-04 tol=1.00e-04 r=1.000 slope=-4.578e-05) | TrainAcc=0.945 TrainLoss=0.2278 (total_proposals=16, oracle_model=0/0, oracle_lp=0/0, metrics=16/16) | TestAcc=0.939 TestLoss=0.2098
