JAX backend     : gpu
JAX devices     : [CudaDevice(id=0)]
Selected DEVICE : cuda:0
Using batch size 128 with no accumulation. (auto-selected no accumulation to stay below ~35% of GPU memory)
Loading dataset...
Loading Complete
About to run first update_step…
First update_step done.
[Step    20] CE_loss=0.3949 | VFE_final=799.7950 (IL_path=0.0793) | VFE_per_dof=0.3905 Delta_VFE_per_dof=+0.0145 | VFE_pred_term=0.1163 VFE_hidden_term=957.2183 logdet_Pi_y_sum=3.25 logdet_Pi_x_sum=311.83 | lambda_gate=0.000 (raw=0.498) | SG_objective=0.2081 | SG_relMSE=1.0000 SG_cosine=-0.003 mean_log_Pi_g=0.305 | PC_activity_obj=718.1681 (per_unit 7.0134e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=8.53e-05 tol=5.00e-04 r=1.000 slope=-3.815e-05) | TrainAcc=0.875 TrainLoss=0.3474 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.848 TestLoss=0.4624
[Step    20] CE_loss=0.3949 | VFE_final=799.7950 (IL_path=0.0793) | VFE_per_dof=0.3905 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.1163 VFE_hidden_term=957.2183 logdet_Pi_y_sum=3.25 logdet_Pi_x_sum=311.83 | lambda_gate=0.000 | SG_objective=0.2081 | SG_relMSE=1.0000 SG_cosine=-0.003 mean_log_Pi_g=0.305 | PC_activity_obj=718.1681 (per_unit 7.0134e-01) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) (total_proposals=3) | test_loss=0.4624 test_acc=0.8475
[Step    40] CE_loss=0.3772 | VFE_final=685.6138 (IL_path=0.0680) | VFE_per_dof=0.3348 Delta_VFE_per_dof=-0.0163 | VFE_pred_term=0.1159 VFE_hidden_term=837.7842 logdet_Pi_y_sum=3.64 logdet_Pi_x_sum=300.93 | lambda_gate=0.000 (raw=0.512) | SG_objective=0.2552 | SG_relMSE=0.9998 SG_cosine=0.023 mean_log_Pi_g=0.294 | PC_activity_obj=655.0566 (per_unit 6.3970e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=8.56e-05 tol=5.00e-04 r=1.000 slope=-3.560e-05) | TrainAcc=0.891 TrainLoss=0.3200 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.894 TestLoss=0.3467
[Step    40] CE_loss=0.3772 | VFE_final=685.6138 (IL_path=0.0680) | VFE_per_dof=0.3348 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.1159 VFE_hidden_term=837.7842 logdet_Pi_y_sum=3.64 logdet_Pi_x_sum=300.93 | lambda_gate=0.000 | SG_objective=0.2552 | SG_relMSE=0.9998 SG_cosine=0.023 mean_log_Pi_g=0.294 | PC_activity_obj=655.0566 (per_unit 6.3970e-01) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) (total_proposals=3) | test_loss=0.3467 test_acc=0.8940
[Step    60] CE_loss=0.3905 | VFE_final=569.3774 (IL_path=0.0570) | VFE_per_dof=0.2780 Delta_VFE_per_dof=-0.0137 | VFE_pred_term=0.1131 VFE_hidden_term=714.7334 logdet_Pi_y_sum=4.04 logdet_Pi_x_sum=286.90 | lambda_gate=0.000 (raw=0.514) | SG_objective=0.1900 | SG_relMSE=0.9998 SG_cosine=0.028 mean_log_Pi_g=0.280 | PC_activity_obj=580.9890 (per_unit 5.6737e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=8.65e-05 tol=5.00e-04 r=1.000 slope=-2.797e-05) | TrainAcc=0.898 TrainLoss=0.3515 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.910 TestLoss=0.3042
[Step    60] CE_loss=0.3905 | VFE_final=569.3774 (IL_path=0.0570) | VFE_per_dof=0.2780 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.1131 VFE_hidden_term=714.7334 logdet_Pi_y_sum=4.04 logdet_Pi_x_sum=286.90 | lambda_gate=0.000 | SG_objective=0.1900 | SG_relMSE=0.9998 SG_cosine=0.028 mean_log_Pi_g=0.280 | PC_activity_obj=580.9890 (per_unit 5.6737e-01) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) (total_proposals=3) | test_loss=0.3042 test_acc=0.9105
[Step    80] CE_loss=0.2290 | VFE_final=469.1946 (IL_path=0.0480) | VFE_per_dof=0.2291 Delta_VFE_per_dof=+0.0086 | VFE_pred_term=0.0647 VFE_hidden_term=611.0287 logdet_Pi_y_sum=4.50 logdet_Pi_x_sum=279.30 | lambda_gate=0.000 (raw=0.497) | SG_objective=0.1325 | SG_relMSE=1.0000 SG_cosine=-0.006 mean_log_Pi_g=0.273 | PC_activity_obj=512.3956 (per_unit 5.0039e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=6.60e-05 tol=5.00e-04 r=1.000 slope=-5.341e-05) | TrainAcc=0.961 TrainLoss=0.1959 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.931 TestLoss=0.2368
[Step    80] CE_loss=0.2290 | VFE_final=469.1946 (IL_path=0.0480) | VFE_per_dof=0.2291 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0647 VFE_hidden_term=611.0287 logdet_Pi_y_sum=4.50 logdet_Pi_x_sum=279.30 | lambda_gate=0.000 | SG_objective=0.1325 | SG_relMSE=1.0000 SG_cosine=-0.006 mean_log_Pi_g=0.273 | PC_activity_obj=512.3956 (per_unit 5.0039e-01) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) (total_proposals=3) | test_loss=0.2368 test_acc=0.9308
[Step   100] CE_loss=0.2124 | VFE_final=487.6317 (IL_path=0.0491) | VFE_per_dof=0.2381 Delta_VFE_per_dof=+0.0116 | VFE_pred_term=0.0705 VFE_hidden_term=628.1807 logdet_Pi_y_sum=5.01 logdet_Pi_x_sum=276.23 | lambda_gate=0.000 (raw=0.498) | SG_objective=0.1226 | SG_relMSE=1.0000 SG_cosine=-0.003 mean_log_Pi_g=0.270 | PC_activity_obj=534.2035 (per_unit 5.2168e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=6.96e-05 tol=5.00e-04 r=1.000 slope=-2.543e-05) | TrainAcc=0.961 TrainLoss=0.1814 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.936 TestLoss=0.2118
[Step   100] CE_loss=0.2124 | VFE_final=487.6317 (IL_path=0.0491) | VFE_per_dof=0.2381 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0705 VFE_hidden_term=628.1807 logdet_Pi_y_sum=5.01 logdet_Pi_x_sum=276.23 | lambda_gate=0.000 | SG_objective=0.1226 | SG_relMSE=1.0000 SG_cosine=-0.003 mean_log_Pi_g=0.270 | PC_activity_obj=534.2035 (per_unit 5.2168e-01) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) (total_proposals=3) | test_loss=0.2118 test_acc=0.9360
[Step   120] CE_loss=0.1665 | VFE_final=501.0047 (IL_path=0.0498) | VFE_per_dof=0.2446 Delta_VFE_per_dof=+0.0026 | VFE_pred_term=0.0510 VFE_hidden_term=638.2872 logdet_Pi_y_sum=5.52 logdet_Pi_x_sum=269.15 | lambda_gate=0.000 (raw=0.509) | SG_objective=0.1222 | SG_relMSE=0.9999 SG_cosine=0.018 mean_log_Pi_g=0.263 | PC_activity_obj=546.8780 (per_unit 5.3406e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=6.18e-05 tol=5.00e-04 r=1.000 slope=-3.179e-05) | TrainAcc=0.969 TrainLoss=0.1317 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.936 TestLoss=0.2152
[Step   120] CE_loss=0.1665 | VFE_final=501.0047 (IL_path=0.0498) | VFE_per_dof=0.2446 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0510 VFE_hidden_term=638.2872 logdet_Pi_y_sum=5.52 logdet_Pi_x_sum=269.15 | lambda_gate=0.000 | SG_objective=0.1222 | SG_relMSE=0.9999 SG_cosine=0.018 mean_log_Pi_g=0.263 | PC_activity_obj=546.8780 (per_unit 5.3406e-01) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) (total_proposals=3) | test_loss=0.2152 test_acc=0.9362
[Step   140] CE_loss=0.1895 | VFE_final=474.7842 (IL_path=0.0466) | VFE_per_dof=0.2318 Delta_VFE_per_dof=+0.0070 | VFE_pred_term=0.0600 VFE_hidden_term=606.8627 logdet_Pi_y_sum=6.00 logdet_Pi_x_sum=258.28 | lambda_gate=0.000 (raw=0.516) | SG_objective=0.0926 | SG_relMSE=0.9998 SG_cosine=0.032 mean_log_Pi_g=0.252 | PC_activity_obj=539.6198 (per_unit 5.2697e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=6.72e-05 tol=5.00e-04 r=1.000 slope=-3.052e-05) | TrainAcc=0.961 TrainLoss=0.1558 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.941 TestLoss=0.1914
[Step   140] CE_loss=0.1895 | VFE_final=474.7842 (IL_path=0.0466) | VFE_per_dof=0.2318 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0600 VFE_hidden_term=606.8627 logdet_Pi_y_sum=6.00 logdet_Pi_x_sum=258.28 | lambda_gate=0.000 | SG_objective=0.0926 | SG_relMSE=0.9998 SG_cosine=0.032 mean_log_Pi_g=0.252 | PC_activity_obj=539.6198 (per_unit 5.2697e-01) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) (total_proposals=3) | test_loss=0.1914 test_acc=0.9410
