JAX backend     : gpu
JAX devices     : [CudaDevice(id=0)]
Selected DEVICE : cuda:0
Using batch size 128 with no accumulation. (auto-selected no accumulation to stay below ~35% of GPU memory)
Loading dataset...
Loading Complete
About to run first update_step…
First update_step done.
[Step    20] CE_loss=0.5025 | VFE_final=769.3693 (IL_path=0.1069) | VFE_per_dof=0.3757 Delta_VFE_per_dof=+0.0301 | VFE_pred_term=0.1443 VFE_hidden_term=927.3426 logdet_Pi_y_sum=3.26 logdet_Pi_x_sum=312.98 | lambda_gate=0.000 (raw=0.499) | SG_objective=0.2414 | SG_relMSE=1.0000 SG_cosine=-0.001 mean_log_Pi_g=0.306 | PC_activity_obj=693.4839 (per_unit 6.7723e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=1.30e-04 tol=2.00e-04 r=1.000 slope=-4.705e-05) | TrainAcc=0.844 TrainLoss=0.4543 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.871 TestLoss=0.4219
[Step    20] CE_loss=0.5025 | VFE_final=769.3693 (IL_path=0.1069) | VFE_per_dof=0.3757 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.1443 VFE_hidden_term=927.3426 logdet_Pi_y_sum=3.26 logdet_Pi_x_sum=312.98 | lambda_gate=0.000 | SG_objective=0.2414 | SG_relMSE=1.0000 SG_cosine=-0.001 mean_log_Pi_g=0.306 | PC_activity_obj=693.4839 (per_unit 6.7723e-01) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) (total_proposals=3) | test_loss=0.4219 test_acc=0.8710
[Step    40] CE_loss=0.2733 | VFE_final=724.2082 (IL_path=0.0991) | VFE_per_dof=0.3536 Delta_VFE_per_dof=-0.0010 | VFE_pred_term=0.0843 VFE_hidden_term=876.6526 logdet_Pi_y_sum=3.65 logdet_Pi_x_sum=301.40 | lambda_gate=0.000 (raw=0.517) | SG_objective=0.2405 | SG_relMSE=0.9999 SG_cosine=0.033 mean_log_Pi_g=0.294 | PC_activity_obj=682.3722 (per_unit 6.6638e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=1.02e-04 tol=2.00e-04 r=1.000 slope=-4.578e-05) | TrainAcc=0.914 TrainLoss=0.2397 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.908 TestLoss=0.3200
[Step    40] CE_loss=0.2733 | VFE_final=724.2082 (IL_path=0.0991) | VFE_per_dof=0.3536 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0843 VFE_hidden_term=876.6526 logdet_Pi_y_sum=3.65 logdet_Pi_x_sum=301.40 | lambda_gate=0.000 | SG_objective=0.2405 | SG_relMSE=0.9999 SG_cosine=0.033 mean_log_Pi_g=0.294 | PC_activity_obj=682.3722 (per_unit 6.6638e-01) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) (total_proposals=3) | test_loss=0.3200 test_acc=0.9085
[Step    60] CE_loss=0.3268 | VFE_final=565.2828 (IL_path=0.0787) | VFE_per_dof=0.2760 Delta_VFE_per_dof=-0.0024 | VFE_pred_term=0.0928 VFE_hidden_term=710.8213 logdet_Pi_y_sum=4.06 logdet_Pi_x_sum=287.20 | lambda_gate=0.000 (raw=0.512) | SG_objective=0.1672 | SG_relMSE=0.9998 SG_cosine=0.023 mean_log_Pi_g=0.280 | PC_activity_obj=577.3462 (per_unit 5.6381e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=1.08e-04 tol=2.00e-04 r=1.000 slope=-5.976e-05) | TrainAcc=0.922 TrainLoss=0.2805 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.909 TestLoss=0.3011
[Step    60] CE_loss=0.3268 | VFE_final=565.2828 (IL_path=0.0787) | VFE_per_dof=0.2760 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0928 VFE_hidden_term=710.8213 logdet_Pi_y_sum=4.06 logdet_Pi_x_sum=287.20 | lambda_gate=0.000 | SG_objective=0.1672 | SG_relMSE=0.9998 SG_cosine=0.023 mean_log_Pi_g=0.280 | PC_activity_obj=577.3462 (per_unit 5.6381e-01) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) (total_proposals=3) | test_loss=0.3011 test_acc=0.9086
[Step    80] CE_loss=0.2257 | VFE_final=496.9153 (IL_path=0.0699) | VFE_per_dof=0.2426 Delta_VFE_per_dof=-0.0086 | VFE_pred_term=0.0663 VFE_hidden_term=638.8008 logdet_Pi_y_sum=4.52 logdet_Pi_x_sum=279.39 | lambda_gate=0.000 (raw=0.503) | SG_objective=0.1352 | SG_relMSE=1.0000 SG_cosine=0.007 mean_log_Pi_g=0.273 | PC_activity_obj=532.5848 (per_unit 5.2010e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=9.09e-05 tol=2.00e-04 r=1.000 slope=-3.815e-05) | TrainAcc=0.945 TrainLoss=0.1987 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.930 TestLoss=0.2407
[Step    80] CE_loss=0.2257 | VFE_final=496.9153 (IL_path=0.0699) | VFE_per_dof=0.2426 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0663 VFE_hidden_term=638.8008 logdet_Pi_y_sum=4.52 logdet_Pi_x_sum=279.39 | lambda_gate=0.000 | SG_objective=0.1352 | SG_relMSE=1.0000 SG_cosine=0.007 mean_log_Pi_g=0.273 | PC_activity_obj=532.5848 (per_unit 5.2010e-01) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) (total_proposals=3) | test_loss=0.2407 test_acc=0.9304
[Step   100] CE_loss=0.2468 | VFE_final=370.9207 (IL_path=0.0556) | VFE_per_dof=0.1811 Delta_VFE_per_dof=-0.0317 | VFE_pred_term=0.0842 VFE_hidden_term=511.3970 logdet_Pi_y_sum=5.03 logdet_Pi_x_sum=276.09 | lambda_gate=0.000 (raw=0.483) | SG_objective=0.0881 | SG_relMSE=1.0002 SG_cosine=-0.033 mean_log_Pi_g=0.270 | PC_activity_obj=433.9633 (per_unit 4.2379e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=1.03e-04 tol=2.00e-04 r=1.000 slope=-3.306e-05) | TrainAcc=0.938 TrainLoss=0.2041 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.932 TestLoss=0.2382
[Step   100] CE_loss=0.2468 | VFE_final=370.9207 (IL_path=0.0556) | VFE_per_dof=0.1811 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0842 VFE_hidden_term=511.3970 logdet_Pi_y_sum=5.03 logdet_Pi_x_sum=276.09 | lambda_gate=0.000 | SG_objective=0.0881 | SG_relMSE=1.0002 SG_cosine=-0.033 mean_log_Pi_g=0.270 | PC_activity_obj=433.9633 (per_unit 4.2379e-01) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) (total_proposals=3) | test_loss=0.2382 test_acc=0.9316
[Step   120] CE_loss=0.2697 | VFE_final=429.9677 (IL_path=0.0619) | VFE_per_dof=0.2099 Delta_VFE_per_dof=+0.0086 | VFE_pred_term=0.0856 VFE_hidden_term=571.4583 logdet_Pi_y_sum=5.60 logdet_Pi_x_sum=277.55 | lambda_gate=0.000 (raw=0.509) | SG_objective=0.0834 | SG_relMSE=0.9999 SG_cosine=0.019 mean_log_Pi_g=0.271 | PC_activity_obj=490.6926 (per_unit 4.7919e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=1.06e-04 tol=2.00e-04 r=1.000 slope=-3.179e-05) | TrainAcc=0.945 TrainLoss=0.2327 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.939 TestLoss=0.2094
