JAX backend     : gpu
JAX devices     : [CudaDevice(id=0)]
Selected DEVICE : cuda:0
Using batch size 128 with no accumulation. (auto-selected no accumulation to stay below ~35% of GPU memory)
Loading dataset...
Loading Complete
About to run first update_step…
First update_step done.
[Step    20] CE_loss=0.5733 | VFE_final=-55.5349 (IL_path=0.1379) | VFE_per_dof=-0.0271 Delta_VFE_per_dof=-0.0031 | VFE_pred_term=0.1621 VFE_hidden_term=112.4320 logdet_Pi_y_sum=3.27 logdet_Pi_x_sum=332.98 | lambda_gate=0.316 (raw=0.316) | SG_objective=0.0190 | SG_relMSE=1.0036 SG_cosine=-0.368 mean_log_Pi_g=0.325 | PC_activity_obj=81.5071 (per_unit 7.9597e-02) | PI_max_steps=16 | PI_est_total=16.0 PI_est_valid=1 (cap_hit=1 delta_last=2.08e-04 tol=2.00e-04 r=1.000 slope=-6.213e-05) | TrainAcc=0.906 TrainLoss=0.5346 (total_proposals=16, oracle_model=0/0, oracle_lp=0/0, metrics=16/16) | TestAcc=0.856 TestLoss=0.5831
[Step    20] CE_loss=0.5733 | VFE_final=-55.5349 (IL_path=0.1379) | VFE_per_dof=-0.0271 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.1621 VFE_hidden_term=112.4320 logdet_Pi_y_sum=3.27 logdet_Pi_x_sum=332.98 | lambda_gate=0.316 | SG_objective=0.0190 | SG_relMSE=1.0036 SG_cosine=-0.368 mean_log_Pi_g=0.325 | PC_activity_obj=81.5071 (per_unit 7.9597e-02) | PI_max_steps=16 | PC_steps=16 (total_proposals=16, oracle_model=0/0, oracle_lp=0/0, metrics=16/16) (total_proposals=16) | test_loss=0.5831 test_acc=0.8564
[Step    40] CE_loss=0.4352 | VFE_final=-111.9674 (IL_path=0.1018) | VFE_per_dof=-0.0547 Delta_VFE_per_dof=-0.0095 | VFE_pred_term=0.1303 VFE_hidden_term=81.5398 logdet_Pi_y_sum=3.82 logdet_Pi_x_sum=383.45 | lambda_gate=0.319 (raw=0.319) | SG_objective=0.0109 | SG_relMSE=1.0045 SG_cosine=-0.362 mean_log_Pi_g=0.374 | PC_activity_obj=56.8378 (per_unit 5.5506e-02) | PI_max_steps=16 | PI_est_total=16.0 PI_est_valid=1 (cap_hit=1 delta_last=2.17e-04 tol=2.00e-04 r=1.000 slope=-5.886e-05) | TrainAcc=0.930 TrainLoss=0.4194 (total_proposals=16, oracle_model=16/16, oracle_lp=16/16, metrics=16/16) | TestAcc=0.908 TestLoss=0.3886
[Step    40] CE_loss=0.4352 | VFE_final=-111.9674 (IL_path=0.1018) | VFE_per_dof=-0.0547 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.1303 VFE_hidden_term=81.5398 logdet_Pi_y_sum=3.82 logdet_Pi_x_sum=383.45 | lambda_gate=0.319 | SG_objective=0.0109 | SG_relMSE=1.0045 SG_cosine=-0.362 mean_log_Pi_g=0.374 | PC_activity_obj=56.8378 (per_unit 5.5506e-02) | PI_max_steps=16 | PC_steps=16 (total_proposals=16, oracle_model=16/16, oracle_lp=16/16, metrics=16/16) (total_proposals=16) | test_loss=0.3886 test_acc=0.9079
[Step    60] CE_loss=0.3973 | VFE_final=-145.4799 (IL_path=0.0941) | VFE_per_dof=-0.0710 Delta_VFE_per_dof=-0.0042 | VFE_pred_term=0.1186 VFE_hidden_term=73.7610 logdet_Pi_y_sum=4.35 logdet_Pi_x_sum=434.37 | lambda_gate=0.351 (raw=0.351) | SG_objective=0.0121 | SG_relMSE=1.0028 SG_cosine=-0.299 mean_log_Pi_g=0.424 | PC_activity_obj=48.9747 (per_unit 4.7827e-02) | PI_max_steps=16 | PI_est_total=16.0 PI_est_valid=1 (cap_hit=1 delta_last=2.31e-04 tol=2.00e-04 r=1.000 slope=-7.193e-05) | TrainAcc=0.922 TrainLoss=0.3855 (total_proposals=16, oracle_model=0/0, oracle_lp=0/0, metrics=16/16) | TestAcc=0.930 TestLoss=0.3316
[Step    60] CE_loss=0.3973 | VFE_final=-145.4799 (IL_path=0.0941) | VFE_per_dof=-0.0710 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.1186 VFE_hidden_term=73.7610 logdet_Pi_y_sum=4.35 logdet_Pi_x_sum=434.37 | lambda_gate=0.351 | SG_objective=0.0121 | SG_relMSE=1.0028 SG_cosine=-0.299 mean_log_Pi_g=0.424 | PC_activity_obj=48.9747 (per_unit 4.7827e-02) | PI_max_steps=16 | PC_steps=16 (total_proposals=16, oracle_model=0/0, oracle_lp=0/0, metrics=16/16) (total_proposals=16) | test_loss=0.3316 test_acc=0.9304
[Step    80] CE_loss=0.2562 | VFE_final=-166.6098 (IL_path=0.0136) | VFE_per_dof=-0.0814 Delta_VFE_per_dof=-0.0010 | VFE_pred_term=0.0709 VFE_hidden_term=78.2396 logdet_Pi_y_sum=4.85 logdet_Pi_x_sum=484.99 | lambda_gate=0.278 (raw=0.278) | SG_objective=0.0092 | SG_relMSE=1.0045 SG_cosine=-0.445 mean_log_Pi_g=0.474 | PC_activity_obj=49.5830 (per_unit 4.8421e-02) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=1.88e-04 tol=2.00e-04 r=1.000 slope=-7.502e-05) | TrainAcc=0.977 TrainLoss=0.2318 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.938 TestLoss=0.2707
[Step    80] CE_loss=0.2562 | VFE_final=-166.6098 (IL_path=0.0136) | VFE_per_dof=-0.0814 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0709 VFE_hidden_term=78.2396 logdet_Pi_y_sum=4.85 logdet_Pi_x_sum=484.99 | lambda_gate=0.278 | SG_objective=0.0092 | SG_relMSE=1.0045 SG_cosine=-0.445 mean_log_Pi_g=0.474 | PC_activity_obj=49.5830 (per_unit 4.8421e-02) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) (total_proposals=3) | test_loss=0.2707 test_acc=0.9379
[Step   100] CE_loss=0.2849 | VFE_final=-188.7555 (IL_path=0.1075) | VFE_per_dof=-0.0922 Delta_VFE_per_dof=+0.0004 | VFE_pred_term=0.0929 VFE_hidden_term=81.0324 logdet_Pi_y_sum=5.34 logdet_Pi_x_sum=534.42 | lambda_gate=0.316 (raw=0.316) | SG_objective=0.0101 | SG_relMSE=1.0035 SG_cosine=-0.367 mean_log_Pi_g=0.522 | PC_activity_obj=48.9248 (per_unit 4.7778e-02) | PI_max_steps=16 | PI_est_total=16.0 PI_est_valid=1 (cap_hit=1 delta_last=2.27e-04 tol=2.00e-04 r=1.000 slope=-7.448e-05) | TrainAcc=0.930 TrainLoss=0.2591 (total_proposals=16, oracle_model=16/16, oracle_lp=16/16, metrics=16/16) | TestAcc=0.940 TestLoss=0.2416
[Step   100] CE_loss=0.2849 | VFE_final=-188.7555 (IL_path=0.1075) | VFE_per_dof=-0.0922 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0929 VFE_hidden_term=81.0324 logdet_Pi_y_sum=5.34 logdet_Pi_x_sum=534.42 | lambda_gate=0.316 | SG_objective=0.0101 | SG_relMSE=1.0035 SG_cosine=-0.367 mean_log_Pi_g=0.522 | PC_activity_obj=48.9248 (per_unit 4.7778e-02) | PI_max_steps=16 | PC_steps=16 (total_proposals=16, oracle_model=16/16, oracle_lp=16/16, metrics=16/16) (total_proposals=16) | test_loss=0.2416 test_acc=0.9402
[Step   120] CE_loss=0.2094 | VFE_final=-222.9815 (IL_path=0.0128) | VFE_per_dof=-0.1089 Delta_VFE_per_dof=+0.0014 | VFE_pred_term=0.0633 VFE_hidden_term=71.1227 logdet_Pi_y_sum=5.81 logdet_Pi_x_sum=582.52 | lambda_gate=0.334 (raw=0.334) | SG_objective=0.0087 | SG_relMSE=1.0035 SG_cosine=-0.332 mean_log_Pi_g=0.569 | PC_activity_obj=40.8265 (per_unit 3.9870e-02) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=2.00e-04 tol=2.00e-04 r=1.000 slope=-7.884e-05) | TrainAcc=0.969 TrainLoss=0.1818 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.946 TestLoss=0.2461
