JAX backend     : gpu
JAX devices     : [CudaDevice(id=0)]
Selected DEVICE : cuda:0
Using batch size 128 with no accumulation. (auto-selected no accumulation to stay below ~35% of GPU memory)
Loading dataset...
Loading Complete
About to run first update_step…
First update_step done.
[Step    20] CE_loss=0.7786 | VFE_final=-70.0766 (IL_path=0.2463) | VFE_per_dof=-0.0342 Delta_VFE_per_dof=+0.0017 | VFE_pred_term=0.2277 VFE_hidden_term=97.3712 logdet_Pi_y_sum=3.27 logdet_Pi_x_sum=332.08 | lambda_gate=0.312 (raw=0.312) | SG_objective=0.0227 | SG_relMSE=1.0040 SG_cosine=-0.375 mean_log_Pi_g=0.324 | PC_activity_obj=70.7832 (per_unit 6.9124e-02) | PI_max_steps=32 | PI_est_total=32.0 PI_est_valid=1 (cap_hit=1 delta_last=2.40e-04 tol=1.00e-04 r=1.000 slope=-6.285e-05) | TrainAcc=0.844 TrainLoss=0.7490 (total_proposals=32, oracle_model=0/0, oracle_lp=0/0, metrics=32/32) | TestAcc=0.868 TestLoss=0.7231
[Step    20] CE_loss=0.7786 | VFE_final=-70.0766 (IL_path=0.2463) | VFE_per_dof=-0.0342 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.2277 VFE_hidden_term=97.3712 logdet_Pi_y_sum=3.27 logdet_Pi_x_sum=332.08 | lambda_gate=0.312 | SG_objective=0.0227 | SG_relMSE=1.0040 SG_cosine=-0.375 mean_log_Pi_g=0.324 | PC_activity_obj=70.7832 (per_unit 6.9124e-02) | PI_max_steps=32 | PC_steps=32 (total_proposals=32, oracle_model=0/0, oracle_lp=0/0, metrics=32/32) (total_proposals=32) | test_loss=0.7231 test_acc=0.8677
[Step    40] CE_loss=0.4322 | VFE_final=-107.7275 (IL_path=0.2154) | VFE_per_dof=-0.0526 Delta_VFE_per_dof=-0.0057 | VFE_pred_term=0.1297 VFE_hidden_term=84.0928 logdet_Pi_y_sum=3.81 logdet_Pi_x_sum=380.09 | lambda_gate=0.228 (raw=0.228) | SG_objective=0.0174 | SG_relMSE=1.0044 SG_cosine=-0.543 mean_log_Pi_g=0.371 | PC_activity_obj=59.5536 (per_unit 5.8158e-02) | PI_max_steps=32 | PI_est_total=32.0 PI_est_valid=1 (cap_hit=1 delta_last=2.05e-04 tol=1.00e-04 r=1.000 slope=-5.995e-05) | TrainAcc=0.930 TrainLoss=0.4263 (total_proposals=32, oracle_model=0/0, oracle_lp=0/0, metrics=32/32) | TestAcc=0.904 TestLoss=0.4564
[Step    40] CE_loss=0.4322 | VFE_final=-107.7275 (IL_path=0.2154) | VFE_per_dof=-0.0526 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.1297 VFE_hidden_term=84.0928 logdet_Pi_y_sum=3.81 logdet_Pi_x_sum=380.09 | lambda_gate=0.228 | SG_objective=0.0174 | SG_relMSE=1.0044 SG_cosine=-0.543 mean_log_Pi_g=0.371 | PC_activity_obj=59.5536 (per_unit 5.8158e-02) | PI_max_steps=32 | PC_steps=32 (total_proposals=32, oracle_model=0/0, oracle_lp=0/0, metrics=32/32) (total_proposals=32) | test_loss=0.4564 test_acc=0.9044
[Step    60] CE_loss=0.3634 | VFE_final=-122.2722 (IL_path=0.2441) | VFE_per_dof=-0.0597 Delta_VFE_per_dof=+0.0003 | VFE_pred_term=0.1105 VFE_hidden_term=93.9084 logdet_Pi_y_sum=4.34 logdet_Pi_x_sum=428.24 | lambda_gate=0.366 (raw=0.366) | SG_objective=0.0123 | SG_relMSE=1.0025 SG_cosine=-0.269 mean_log_Pi_g=0.418 | PC_activity_obj=64.4497 (per_unit 6.2939e-02) | PI_max_steps=32 | PI_est_total=32.0 PI_est_valid=1 (cap_hit=1 delta_last=2.09e-04 tol=1.00e-04 r=1.000 slope=-6.394e-05) | TrainAcc=0.914 TrainLoss=0.3444 (total_proposals=32, oracle_model=0/0, oracle_lp=0/0, metrics=32/32) | TestAcc=0.916 TestLoss=0.3551
[Step    60] CE_loss=0.3634 | VFE_final=-122.2722 (IL_path=0.2441) | VFE_per_dof=-0.0597 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.1105 VFE_hidden_term=93.9084 logdet_Pi_y_sum=4.34 logdet_Pi_x_sum=428.24 | lambda_gate=0.366 | SG_objective=0.0123 | SG_relMSE=1.0025 SG_cosine=-0.269 mean_log_Pi_g=0.418 | PC_activity_obj=64.4497 (per_unit 6.2939e-02) | PI_max_steps=32 | PC_steps=32 (total_proposals=32, oracle_model=0/0, oracle_lp=0/0, metrics=32/32) (total_proposals=32) | test_loss=0.3551 test_acc=0.9164
[Step    80] CE_loss=0.2902 | VFE_final=-153.3612 (IL_path=0.2303) | VFE_per_dof=-0.0749 Delta_VFE_per_dof=-0.0015 | VFE_pred_term=0.0841 VFE_hidden_term=87.1276 logdet_Pi_y_sum=4.85 logdet_Pi_x_sum=476.30 | lambda_gate=0.310 (raw=0.310) | SG_objective=0.0081 | SG_relMSE=1.0036 SG_cosine=-0.381 mean_log_Pi_g=0.465 | PC_activity_obj=57.5386 (per_unit 5.6190e-02) | PI_max_steps=32 | PI_est_total=32.0 PI_est_valid=1 (cap_hit=1 delta_last=1.91e-04 tol=1.00e-04 r=1.000 slope=-6.503e-05) | TrainAcc=0.938 TrainLoss=0.2670 (total_proposals=32, oracle_model=0/0, oracle_lp=0/0, metrics=32/32) | TestAcc=0.927 TestLoss=0.2920
[Step    80] CE_loss=0.2902 | VFE_final=-153.3612 (IL_path=0.2303) | VFE_per_dof=-0.0749 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0841 VFE_hidden_term=87.1276 logdet_Pi_y_sum=4.85 logdet_Pi_x_sum=476.30 | lambda_gate=0.310 | SG_objective=0.0081 | SG_relMSE=1.0036 SG_cosine=-0.381 mean_log_Pi_g=0.465 | PC_activity_obj=57.5386 (per_unit 5.6190e-02) | PI_max_steps=32 | PC_steps=32 (total_proposals=32, oracle_model=0/0, oracle_lp=0/0, metrics=32/32) (total_proposals=32) | test_loss=0.2920 test_acc=0.9267
[Step   100] CE_loss=0.3206 | VFE_final=-192.7861 (IL_path=0.1937) | VFE_per_dof=-0.0941 Delta_VFE_per_dof=-0.0050 | VFE_pred_term=0.1131 VFE_hidden_term=71.9738 logdet_Pi_y_sum=5.34 logdet_Pi_x_sum=524.41 | lambda_gate=0.311 (raw=0.311) | SG_objective=0.0099 | SG_relMSE=1.0042 SG_cosine=-0.378 mean_log_Pi_g=0.512 | PC_activity_obj=45.5476 (per_unit 4.4480e-02) | PI_max_steps=32 | PI_est_total=32.0 PI_est_valid=1 (cap_hit=1 delta_last=2.34e-04 tol=1.00e-04 r=1.000 slope=-7.484e-05) | TrainAcc=0.930 TrainLoss=0.3019 (total_proposals=32, oracle_model=0/0, oracle_lp=0/0, metrics=32/32) | TestAcc=0.930 TestLoss=0.2909
[Step   100] CE_loss=0.3206 | VFE_final=-192.7861 (IL_path=0.1937) | VFE_per_dof=-0.0941 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.1131 VFE_hidden_term=71.9738 logdet_Pi_y_sum=5.34 logdet_Pi_x_sum=524.41 | lambda_gate=0.311 | SG_objective=0.0099 | SG_relMSE=1.0042 SG_cosine=-0.378 mean_log_Pi_g=0.512 | PC_activity_obj=45.5476 (per_unit 4.4480e-02) | PI_max_steps=32 | PC_steps=32 (total_proposals=32, oracle_model=0/0, oracle_lp=0/0, metrics=32/32) (total_proposals=32) | test_loss=0.2909 test_acc=0.9302
[Step   120] CE_loss=0.2842 | VFE_final=-208.1642 (IL_path=0.2196) | VFE_per_dof=-0.1016 Delta_VFE_per_dof=-0.0006 | VFE_pred_term=0.0950 VFE_hidden_term=80.3112 logdet_Pi_y_sum=5.82 logdet_Pi_x_sum=571.33 | lambda_gate=0.357 (raw=0.357) | SG_objective=0.0090 | SG_relMSE=1.0027 SG_cosine=-0.285 mean_log_Pi_g=0.558 | PC_activity_obj=48.8446 (per_unit 4.7700e-02) | PI_max_steps=32 | PI_est_total=32.0 PI_est_valid=1 (cap_hit=1 delta_last=2.23e-04 tol=1.00e-04 r=1.000 slope=-6.648e-05) | TrainAcc=0.938 TrainLoss=0.2659 (total_proposals=32, oracle_model=0/0, oracle_lp=0/0, metrics=32/32) | TestAcc=0.938 TestLoss=0.2491
