JAX backend     : gpu
JAX devices     : [CudaDevice(id=0)]
Selected DEVICE : cuda:0
Using batch size 128 with no accumulation. (auto-selected no accumulation to stay below ~35% of GPU memory)
Loading dataset...
Loading Complete
About to run first update_step…
First update_step done.
[Step    20] CE_loss=0.8485 | VFE_final=-67.5097 (IL_path=0.0116) | VFE_per_dof=-0.0330 Delta_VFE_per_dof=-0.0007 | VFE_pred_term=0.2524 VFE_hidden_term=99.2001 logdet_Pi_y_sum=3.27 logdet_Pi_x_sum=330.66 | lambda_gate=0.333 (raw=0.333) | SG_objective=0.0202 | SG_relMSE=1.0042 SG_cosine=-0.334 mean_log_Pi_g=0.323 | PC_activity_obj=72.2435 (per_unit 7.0550e-02) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=1.80e-04 tol=5.00e-04 r=1.000 slope=-4.196e-05) | TrainAcc=0.836 TrainLoss=0.8332 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.855 TestLoss=0.7854
[Step    20] CE_loss=0.8485 | VFE_final=-67.5097 (IL_path=0.0116) | VFE_per_dof=-0.0330 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.2524 VFE_hidden_term=99.2001 logdet_Pi_y_sum=3.27 logdet_Pi_x_sum=330.66 | lambda_gate=0.333 | SG_objective=0.0202 | SG_relMSE=1.0042 SG_cosine=-0.334 mean_log_Pi_g=0.323 | PC_activity_obj=72.2435 (per_unit 7.0550e-02) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) (total_proposals=3) | test_loss=0.7854 test_acc=0.8553
[Step    40] CE_loss=0.4322 | VFE_final=-88.9600 (IL_path=0.0118) | VFE_per_dof=-0.0434 Delta_VFE_per_dof=-0.0046 | VFE_pred_term=0.1333 VFE_hidden_term=101.0917 logdet_Pi_y_sum=3.80 logdet_Pi_x_sum=376.57 | lambda_gate=0.266 (raw=0.266) | SG_objective=0.0210 | SG_relMSE=1.0033 SG_cosine=-0.467 mean_log_Pi_g=0.368 | PC_activity_obj=72.8969 (per_unit 7.1188e-02) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=1.46e-04 tol=5.00e-04 r=1.000 slope=-4.196e-05) | TrainAcc=0.922 TrainLoss=0.4320 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.897 TestLoss=0.4763
[Step    40] CE_loss=0.4322 | VFE_final=-88.9600 (IL_path=0.0118) | VFE_per_dof=-0.0434 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.1333 VFE_hidden_term=101.0917 logdet_Pi_y_sum=3.80 logdet_Pi_x_sum=376.57 | lambda_gate=0.266 | SG_objective=0.0210 | SG_relMSE=1.0033 SG_cosine=-0.467 mean_log_Pi_g=0.368 | PC_activity_obj=72.8969 (per_unit 7.1188e-02) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) (total_proposals=3) | test_loss=0.4763 test_acc=0.8969
[Step    60] CE_loss=0.3829 | VFE_final=-114.3210 (IL_path=0.0116) | VFE_per_dof=-0.0558 Delta_VFE_per_dof=-0.0003 | VFE_pred_term=0.1186 VFE_hidden_term=98.5726 logdet_Pi_y_sum=4.32 logdet_Pi_x_sum=421.70 | lambda_gate=0.366 (raw=0.366) | SG_objective=0.0151 | SG_relMSE=1.0023 SG_cosine=-0.268 mean_log_Pi_g=0.412 | PC_activity_obj=70.1922 (per_unit 6.8547e-02) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=1.50e-04 tol=5.00e-04 r=1.000 slope=-4.323e-05) | TrainAcc=0.906 TrainLoss=0.3678 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.910 TestLoss=0.3761
[Step    60] CE_loss=0.3829 | VFE_final=-114.3210 (IL_path=0.0116) | VFE_per_dof=-0.0558 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.1186 VFE_hidden_term=98.5726 logdet_Pi_y_sum=4.32 logdet_Pi_x_sum=421.70 | lambda_gate=0.366 | SG_objective=0.0151 | SG_relMSE=1.0023 SG_cosine=-0.268 mean_log_Pi_g=0.412 | PC_activity_obj=70.1922 (per_unit 6.8547e-02) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) (total_proposals=3) | test_loss=0.3761 test_acc=0.9101
[Step    80] CE_loss=0.3340 | VFE_final=-152.0543 (IL_path=0.0100) | VFE_per_dof=-0.0742 Delta_VFE_per_dof=-0.0023 | VFE_pred_term=0.0999 VFE_hidden_term=83.6819 logdet_Pi_y_sum=4.83 logdet_Pi_x_sum=466.84 | lambda_gate=0.277 (raw=0.277) | SG_objective=0.0130 | SG_relMSE=1.0035 SG_cosine=-0.446 mean_log_Pi_g=0.456 | PC_activity_obj=58.2868 (per_unit 5.6921e-02) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=1.44e-04 tol=5.00e-04 r=1.000 slope=-3.942e-05) | TrainAcc=0.930 TrainLoss=0.3129 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.921 TestLoss=0.3150
[Step    80] CE_loss=0.3340 | VFE_final=-152.0543 (IL_path=0.0100) | VFE_per_dof=-0.0742 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0999 VFE_hidden_term=83.6819 logdet_Pi_y_sum=4.83 logdet_Pi_x_sum=466.84 | lambda_gate=0.277 | SG_objective=0.0130 | SG_relMSE=1.0035 SG_cosine=-0.446 mean_log_Pi_g=0.456 | PC_activity_obj=58.2868 (per_unit 5.6921e-02) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) (total_proposals=3) | test_loss=0.3150 test_acc=0.9206
[Step   100] CE_loss=0.3342 | VFE_final=-183.6166 (IL_path=0.0090) | VFE_per_dof=-0.0897 Delta_VFE_per_dof=-0.0023 | VFE_pred_term=0.1191 VFE_hidden_term=75.0242 logdet_Pi_y_sum=5.33 logdet_Pi_x_sum=512.19 | lambda_gate=0.324 (raw=0.324) | SG_objective=0.0104 | SG_relMSE=1.0037 SG_cosine=-0.351 mean_log_Pi_g=0.500 | PC_activity_obj=50.8730 (per_unit 4.9681e-02) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=1.63e-04 tol=5.00e-04 r=1.000 slope=-4.705e-05) | TrainAcc=0.922 TrainLoss=0.3163 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.923 TestLoss=0.3111
[Step   100] CE_loss=0.3342 | VFE_final=-183.6166 (IL_path=0.0090) | VFE_per_dof=-0.0897 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.1191 VFE_hidden_term=75.0242 logdet_Pi_y_sum=5.33 logdet_Pi_x_sum=512.19 | lambda_gate=0.324 | SG_objective=0.0104 | SG_relMSE=1.0037 SG_cosine=-0.351 mean_log_Pi_g=0.500 | PC_activity_obj=50.8730 (per_unit 4.9681e-02) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) (total_proposals=3) | test_loss=0.3111 test_acc=0.9229
[Step   120] CE_loss=0.3051 | VFE_final=-203.6911 (IL_path=0.0095) | VFE_per_dof=-0.0995 Delta_VFE_per_dof=-0.0002 | VFE_pred_term=0.1031 VFE_hidden_term=77.7157 logdet_Pi_y_sum=5.81 logdet_Pi_x_sum=557.21 | lambda_gate=0.331 (raw=0.331) | SG_objective=0.0081 | SG_relMSE=1.0034 SG_cosine=-0.337 mean_log_Pi_g=0.544 | PC_activity_obj=51.4980 (per_unit 5.0291e-02) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=1.57e-04 tol=5.00e-04 r=1.000 slope=-4.323e-05) | TrainAcc=0.922 TrainLoss=0.2888 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.929 TestLoss=0.2778
