JAX backend     : gpu
JAX devices     : [CudaDevice(id=0)]
Selected DEVICE : cuda:0
Using batch size 128 with no accumulation. (auto-selected no accumulation to stay below ~35% of GPU memory)
Loading dataset...
Loading Complete
About to run first update_step…
First update_step done.
[Step    20] CE_loss=0.5014 | VFE_final=777.7953 (IL_path=0.1517) | VFE_per_dof=0.3798 Delta_VFE_per_dof=+0.0303 | VFE_pred_term=0.1440 VFE_hidden_term=937.6244 logdet_Pi_y_sum=3.26 logdet_Pi_x_sum=316.68 | lambda_gate=0.000 (raw=0.501) | SG_objective=0.2057 | SG_relMSE=1.0000 SG_cosine=0.002 mean_log_Pi_g=0.309 | PC_activity_obj=697.1717 (per_unit 6.8083e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=1.82e-04 tol=5.00e-04 r=1.000 slope=-6.866e-05) | TrainAcc=0.844 TrainLoss=0.4526 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.871 TestLoss=0.4208
[Step    20] CE_loss=0.5014 | VFE_final=777.7953 (IL_path=0.1517) | VFE_per_dof=0.3798 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.1440 VFE_hidden_term=937.6244 logdet_Pi_y_sum=3.26 logdet_Pi_x_sum=316.68 | lambda_gate=0.000 | SG_objective=0.2057 | SG_relMSE=1.0000 SG_cosine=0.002 mean_log_Pi_g=0.309 | PC_activity_obj=697.1717 (per_unit 6.8083e-01) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) (total_proposals=3) | test_loss=0.4208 test_acc=0.8705
[Step    40] CE_loss=0.2730 | VFE_final=734.1509 (IL_path=0.1414) | VFE_per_dof=0.3585 Delta_VFE_per_dof=-0.0011 | VFE_pred_term=0.0838 VFE_hidden_term=889.9667 logdet_Pi_y_sum=3.68 logdet_Pi_x_sum=308.12 | lambda_gate=0.000 (raw=0.512) | SG_objective=0.2314 | SG_relMSE=0.9999 SG_cosine=0.024 mean_log_Pi_g=0.301 | PC_activity_obj=686.9421 (per_unit 6.7084e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=1.42e-04 tol=5.00e-04 r=1.000 slope=-6.739e-05) | TrainAcc=0.914 TrainLoss=0.2389 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.908 TestLoss=0.3209
[Step    40] CE_loss=0.2730 | VFE_final=734.1509 (IL_path=0.1414) | VFE_per_dof=0.3585 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0838 VFE_hidden_term=889.9667 logdet_Pi_y_sum=3.68 logdet_Pi_x_sum=308.12 | lambda_gate=0.000 | SG_objective=0.2314 | SG_relMSE=0.9999 SG_cosine=0.024 mean_log_Pi_g=0.301 | PC_activity_obj=686.9421 (per_unit 6.7084e-01) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) (total_proposals=3) | test_loss=0.3209 test_acc=0.9076
[Step    60] CE_loss=0.3279 | VFE_final=572.6627 (IL_path=0.1124) | VFE_per_dof=0.2796 Delta_VFE_per_dof=-0.0028 | VFE_pred_term=0.0925 VFE_hidden_term=721.4707 logdet_Pi_y_sum=4.09 logdet_Pi_x_sum=293.71 | lambda_gate=0.000 (raw=0.513) | SG_objective=0.1693 | SG_relMSE=0.9998 SG_cosine=0.027 mean_log_Pi_g=0.287 | PC_activity_obj=580.7983 (per_unit 5.6719e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=1.51e-04 tol=5.00e-04 r=1.000 slope=-5.849e-05) | TrainAcc=0.922 TrainLoss=0.2796 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.909 TestLoss=0.3023
[Step    60] CE_loss=0.3279 | VFE_final=572.6627 (IL_path=0.1124) | VFE_per_dof=0.2796 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0925 VFE_hidden_term=721.4707 logdet_Pi_y_sum=4.09 logdet_Pi_x_sum=293.71 | lambda_gate=0.000 | SG_objective=0.1693 | SG_relMSE=0.9998 SG_cosine=0.027 mean_log_Pi_g=0.287 | PC_activity_obj=580.7983 (per_unit 5.6719e-01) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) (total_proposals=3) | test_loss=0.3023 test_acc=0.9089
[Step    80] CE_loss=0.2206 | VFE_final=503.0809 (IL_path=0.0997) | VFE_per_dof=0.2456 Delta_VFE_per_dof=-0.0084 | VFE_pred_term=0.0647 VFE_hidden_term=648.0397 logdet_Pi_y_sum=4.55 logdet_Pi_x_sum=285.50 | lambda_gate=0.000 (raw=0.502) | SG_objective=0.1668 | SG_relMSE=1.0000 SG_cosine=0.005 mean_log_Pi_g=0.279 | PC_activity_obj=535.7655 (per_unit 5.2321e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=1.26e-04 tol=5.00e-04 r=1.000 slope=-6.358e-05) | TrainAcc=0.945 TrainLoss=0.1938 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.930 TestLoss=0.2410
[Step    80] CE_loss=0.2206 | VFE_final=503.0809 (IL_path=0.0997) | VFE_per_dof=0.2456 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0647 VFE_hidden_term=648.0397 logdet_Pi_y_sum=4.55 logdet_Pi_x_sum=285.50 | lambda_gate=0.000 | SG_objective=0.1668 | SG_relMSE=1.0000 SG_cosine=0.005 mean_log_Pi_g=0.279 | PC_activity_obj=535.7655 (per_unit 5.2321e-01) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) (total_proposals=3) | test_loss=0.2410 test_acc=0.9296
[Step   100] CE_loss=0.2469 | VFE_final=379.6700 (IL_path=0.0797) | VFE_per_dof=0.1854 Delta_VFE_per_dof=-0.0316 | VFE_pred_term=0.0847 VFE_hidden_term=522.0349 logdet_Pi_y_sum=5.04 logdet_Pi_x_sum=279.86 | lambda_gate=0.000 (raw=0.489) | SG_objective=0.1113 | SG_relMSE=1.0001 SG_cosine=-0.021 mean_log_Pi_g=0.273 | PC_activity_obj=439.5858 (per_unit 4.2928e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=1.44e-04 tol=5.00e-04 r=1.000 slope=-4.323e-05) | TrainAcc=0.938 TrainLoss=0.2056 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.931 TestLoss=0.2368
[Step   100] CE_loss=0.2469 | VFE_final=379.6700 (IL_path=0.0797) | VFE_per_dof=0.1854 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0847 VFE_hidden_term=522.0349 logdet_Pi_y_sum=5.04 logdet_Pi_x_sum=279.86 | lambda_gate=0.000 | SG_objective=0.1113 | SG_relMSE=1.0001 SG_cosine=-0.021 mean_log_Pi_g=0.273 | PC_activity_obj=439.5858 (per_unit 4.2928e-01) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) (total_proposals=3) | test_loss=0.2368 test_acc=0.9311
[Step   120] CE_loss=0.2650 | VFE_final=435.4249 (IL_path=0.0880) | VFE_per_dof=0.2126 Delta_VFE_per_dof=+0.0087 | VFE_pred_term=0.0828 VFE_hidden_term=578.6030 logdet_Pi_y_sum=5.60 logdet_Pi_x_sum=280.92 | lambda_gate=0.000 (raw=0.512) | SG_objective=0.0860 | SG_relMSE=0.9999 SG_cosine=0.023 mean_log_Pi_g=0.274 | PC_activity_obj=493.8163 (per_unit 4.8224e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=1.46e-04 tol=5.00e-04 r=1.000 slope=-5.595e-05) | TrainAcc=0.945 TrainLoss=0.2290 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.940 TestLoss=0.2072
