JAX backend     : gpu
JAX devices     : [CudaDevice(id=0)]
Selected DEVICE : cuda:0
Using batch size 128 with no accumulation. (auto-selected no accumulation to stay below ~35% of GPU memory)
Loading dataset...
Loading Complete
About to run first update_step…
First update_step done.
[Step    20] CE_loss=0.4997 | VFE_final=770.6740 (IL_path=0.1498) | VFE_per_dof=0.3763 Delta_VFE_per_dof=+0.0299 | VFE_pred_term=0.1434 VFE_hidden_term=928.6598 logdet_Pi_y_sum=3.26 logdet_Pi_x_sum=313.00 | lambda_gate=0.000 (raw=0.499) | SG_objective=0.2415 | SG_relMSE=1.0000 SG_cosine=-0.001 mean_log_Pi_g=0.306 | PC_activity_obj=694.4153 (per_unit 6.7814e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=1.82e-04 tol=5.00e-04 r=1.000 slope=-4.450e-05) | TrainAcc=0.852 TrainLoss=0.4512 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.871 TestLoss=0.4229
[Step    20] CE_loss=0.4997 | VFE_final=770.6740 (IL_path=0.1498) | VFE_per_dof=0.3763 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.1434 VFE_hidden_term=928.6598 logdet_Pi_y_sum=3.26 logdet_Pi_x_sum=313.00 | lambda_gate=0.000 | SG_objective=0.2415 | SG_relMSE=1.0000 SG_cosine=-0.001 mean_log_Pi_g=0.306 | PC_activity_obj=694.4153 (per_unit 6.7814e-01) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) (total_proposals=3) | test_loss=0.4229 test_acc=0.8707
[Step    40] CE_loss=0.2727 | VFE_final=728.6635 (IL_path=0.1395) | VFE_per_dof=0.3558 Delta_VFE_per_dof=-0.0009 | VFE_pred_term=0.0840 VFE_hidden_term=881.0435 logdet_Pi_y_sum=3.65 logdet_Pi_x_sum=301.27 | lambda_gate=0.000 (raw=0.516) | SG_objective=0.2418 | SG_relMSE=0.9999 SG_cosine=0.033 mean_log_Pi_g=0.294 | PC_activity_obj=685.7345 (per_unit 6.6966e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=1.42e-04 tol=5.00e-04 r=1.000 slope=-7.121e-05) | TrainAcc=0.914 TrainLoss=0.2397 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.908 TestLoss=0.3209
[Step    40] CE_loss=0.2727 | VFE_final=728.6635 (IL_path=0.1395) | VFE_per_dof=0.3558 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0840 VFE_hidden_term=881.0435 logdet_Pi_y_sum=3.65 logdet_Pi_x_sum=301.27 | lambda_gate=0.000 | SG_objective=0.2418 | SG_relMSE=0.9999 SG_cosine=0.033 mean_log_Pi_g=0.294 | PC_activity_obj=685.7345 (per_unit 6.6966e-01) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) (total_proposals=3) | test_loss=0.3209 test_acc=0.9081
[Step    60] CE_loss=0.3290 | VFE_final=570.0973 (IL_path=0.1109) | VFE_per_dof=0.2784 Delta_VFE_per_dof=-0.0028 | VFE_pred_term=0.0926 VFE_hidden_term=715.3760 logdet_Pi_y_sum=4.06 logdet_Pi_x_sum=286.69 | lambda_gate=0.000 (raw=0.513) | SG_objective=0.1683 | SG_relMSE=0.9998 SG_cosine=0.025 mean_log_Pi_g=0.280 | PC_activity_obj=580.8435 (per_unit 5.6723e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=1.52e-04 tol=5.00e-04 r=1.000 slope=-5.086e-05) | TrainAcc=0.922 TrainLoss=0.2814 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.908 TestLoss=0.3043
[Step    60] CE_loss=0.3290 | VFE_final=570.0973 (IL_path=0.1109) | VFE_per_dof=0.2784 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0926 VFE_hidden_term=715.3760 logdet_Pi_y_sum=4.06 logdet_Pi_x_sum=286.69 | lambda_gate=0.000 | SG_objective=0.1683 | SG_relMSE=0.9998 SG_cosine=0.025 mean_log_Pi_g=0.280 | PC_activity_obj=580.8435 (per_unit 5.6723e-01) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) (total_proposals=3) | test_loss=0.3043 test_acc=0.9080
[Step    80] CE_loss=0.2260 | VFE_final=502.5444 (IL_path=0.0986) | VFE_per_dof=0.2454 Delta_VFE_per_dof=-0.0087 | VFE_pred_term=0.0666 VFE_hidden_term=643.9630 logdet_Pi_y_sum=4.52 logdet_Pi_x_sum=278.45 | lambda_gate=0.000 (raw=0.505) | SG_objective=0.1355 | SG_relMSE=1.0000 SG_cosine=0.009 mean_log_Pi_g=0.272 | PC_activity_obj=537.0976 (per_unit 5.2451e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=1.28e-04 tol=5.00e-04 r=1.000 slope=-7.629e-05) | TrainAcc=0.938 TrainLoss=0.1974 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.930 TestLoss=0.2412
[Step    80] CE_loss=0.2260 | VFE_final=502.5444 (IL_path=0.0986) | VFE_per_dof=0.2454 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0666 VFE_hidden_term=643.9630 logdet_Pi_y_sum=4.52 logdet_Pi_x_sum=278.45 | lambda_gate=0.000 | SG_objective=0.1355 | SG_relMSE=1.0000 SG_cosine=0.009 mean_log_Pi_g=0.272 | PC_activity_obj=537.0976 (per_unit 5.2451e-01) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) (total_proposals=3) | test_loss=0.2412 test_acc=0.9301
[Step   100] CE_loss=0.2472 | VFE_final=375.1737 (IL_path=0.0784) | VFE_per_dof=0.1832 Delta_VFE_per_dof=-0.0317 | VFE_pred_term=0.0845 VFE_hidden_term=514.9857 logdet_Pi_y_sum=5.03 logdet_Pi_x_sum=274.76 | lambda_gate=0.000 (raw=0.483) | SG_objective=0.0885 | SG_relMSE=1.0002 SG_cosine=-0.035 mean_log_Pi_g=0.268 | PC_activity_obj=436.6667 (per_unit 4.2643e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=1.44e-04 tol=5.00e-04 r=1.000 slope=-5.849e-05) | TrainAcc=0.938 TrainLoss=0.2053 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.932 TestLoss=0.2365
[Step   100] CE_loss=0.2472 | VFE_final=375.1737 (IL_path=0.0784) | VFE_per_dof=0.1832 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0845 VFE_hidden_term=514.9857 logdet_Pi_y_sum=5.03 logdet_Pi_x_sum=274.76 | lambda_gate=0.000 | SG_objective=0.0885 | SG_relMSE=1.0002 SG_cosine=-0.035 mean_log_Pi_g=0.268 | PC_activity_obj=436.6667 (per_unit 4.2643e-01) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) (total_proposals=3) | test_loss=0.2365 test_acc=0.9320
[Step   120] CE_loss=0.2673 | VFE_final=434.9497 (IL_path=0.0873) | VFE_per_dof=0.2124 Delta_VFE_per_dof=+0.0086 | VFE_pred_term=0.0850 VFE_hidden_term=575.5261 logdet_Pi_y_sum=5.60 logdet_Pi_x_sum=275.72 | lambda_gate=0.000 (raw=0.509) | SG_objective=0.0847 | SG_relMSE=0.9999 SG_cosine=0.018 mean_log_Pi_g=0.269 | PC_activity_obj=493.5252 (per_unit 4.8196e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=1.48e-04 tol=5.00e-04 r=1.000 slope=-4.450e-05) | TrainAcc=0.945 TrainLoss=0.2311 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.938 TestLoss=0.2101
