JAX backend     : gpu
JAX devices     : [CudaDevice(id=0)]
Selected DEVICE : cuda:0
Using batch size 128 with no accumulation. (auto-selected no accumulation to stay below ~35% of GPU memory)
Loading dataset...
Loading Complete
About to run first update_step…
First update_step done.
[Step    20] CE_loss=0.4992 | VFE_final=767.0246 (IL_path=0.0764) | VFE_per_dof=0.3745 Delta_VFE_per_dof=+0.0300 | VFE_pred_term=0.1432 VFE_hidden_term=923.1042 logdet_Pi_y_sum=3.25 logdet_Pi_x_sum=309.19 | lambda_gate=0.000 (raw=0.506) | SG_objective=0.2272 | SG_relMSE=0.9999 SG_cosine=0.012 mean_log_Pi_g=0.302 | PC_activity_obj=694.2837 (per_unit 6.7801e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=9.35e-05 tol=1.00e-04 r=1.000 slope=-2.543e-05) | TrainAcc=0.852 TrainLoss=0.4504 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.872 TestLoss=0.4217
[Step    20] CE_loss=0.4992 | VFE_final=767.0246 (IL_path=0.0764) | VFE_per_dof=0.3745 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.1432 VFE_hidden_term=923.1042 logdet_Pi_y_sum=3.25 logdet_Pi_x_sum=309.19 | lambda_gate=0.000 | SG_objective=0.2272 | SG_relMSE=0.9999 SG_cosine=0.012 mean_log_Pi_g=0.302 | PC_activity_obj=694.2837 (per_unit 6.7801e-01) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) (total_proposals=3) | test_loss=0.4217 test_acc=0.8716
[Step    40] CE_loss=0.2738 | VFE_final=725.8077 (IL_path=0.0711) | VFE_per_dof=0.3544 Delta_VFE_per_dof=-0.0008 | VFE_pred_term=0.0843 VFE_hidden_term=875.8679 logdet_Pi_y_sum=3.65 logdet_Pi_x_sum=296.64 | lambda_gate=0.000 (raw=0.526) | SG_objective=0.2429 | SG_relMSE=0.9998 SG_cosine=0.052 mean_log_Pi_g=0.290 | PC_activity_obj=686.2384 (per_unit 6.7015e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=7.35e-05 tol=1.00e-04 r=1.000 slope=-2.289e-05) | TrainAcc=0.906 TrainLoss=0.2399 (total_proposals=3, oracle_model=3/3, oracle_lp=3/3, metrics=3/3) | TestAcc=0.907 TestLoss=0.3203
[Step    40] CE_loss=0.2738 | VFE_final=725.8077 (IL_path=0.0711) | VFE_per_dof=0.3544 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0843 VFE_hidden_term=875.8679 logdet_Pi_y_sum=3.65 logdet_Pi_x_sum=296.64 | lambda_gate=0.000 | SG_objective=0.2429 | SG_relMSE=0.9998 SG_cosine=0.052 mean_log_Pi_g=0.290 | PC_activity_obj=686.2384 (per_unit 6.7015e-01) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=3/3, oracle_lp=3/3, metrics=3/3) (total_proposals=3) | test_loss=0.3203 test_acc=0.9072
[Step    60] CE_loss=0.3302 | VFE_final=565.7222 (IL_path=0.0564) | VFE_per_dof=0.2762 Delta_VFE_per_dof=-0.0029 | VFE_pred_term=0.0944 VFE_hidden_term=709.2440 logdet_Pi_y_sum=4.06 logdet_Pi_x_sum=283.17 | lambda_gate=0.000 (raw=0.522) | SG_objective=0.1704 | SG_relMSE=0.9997 SG_cosine=0.045 mean_log_Pi_g=0.277 | PC_activity_obj=579.5835 (per_unit 5.6600e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=7.88e-05 tol=1.00e-04 r=1.000 slope=-2.162e-05) | TrainAcc=0.922 TrainLoss=0.2831 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.908 TestLoss=0.3031
[Step    60] CE_loss=0.3302 | VFE_final=565.7222 (IL_path=0.0564) | VFE_per_dof=0.2762 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0944 VFE_hidden_term=709.2440 logdet_Pi_y_sum=4.06 logdet_Pi_x_sum=283.17 | lambda_gate=0.000 | SG_objective=0.1704 | SG_relMSE=0.9997 SG_cosine=0.045 mean_log_Pi_g=0.277 | PC_activity_obj=579.5835 (per_unit 5.6600e-01) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) (total_proposals=3) | test_loss=0.3031 test_acc=0.9078
[Step    80] CE_loss=0.2261 | VFE_final=499.5989 (IL_path=0.0503) | VFE_per_dof=0.2439 Delta_VFE_per_dof=-0.0083 | VFE_pred_term=0.0662 VFE_hidden_term=640.0828 logdet_Pi_y_sum=4.54 logdet_Pi_x_sum=276.56 | lambda_gate=0.000 (raw=0.506) | SG_objective=0.1311 | SG_relMSE=1.0000 SG_cosine=0.012 mean_log_Pi_g=0.270 | PC_activity_obj=536.5124 (per_unit 5.2394e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=6.55e-05 tol=1.00e-04 r=1.000 slope=-2.670e-05) | TrainAcc=0.938 TrainLoss=0.1985 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.930 TestLoss=0.2408
[Step    80] CE_loss=0.2261 | VFE_final=499.5989 (IL_path=0.0503) | VFE_per_dof=0.2439 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0662 VFE_hidden_term=640.0828 logdet_Pi_y_sum=4.54 logdet_Pi_x_sum=276.56 | lambda_gate=0.000 | SG_objective=0.1311 | SG_relMSE=1.0000 SG_cosine=0.012 mean_log_Pi_g=0.270 | PC_activity_obj=536.5124 (per_unit 5.2394e-01) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) (total_proposals=3) | test_loss=0.2408 test_acc=0.9303
[Step   100] CE_loss=0.2442 | VFE_final=380.9394 (IL_path=0.0406) | VFE_per_dof=0.1860 Delta_VFE_per_dof=-0.0312 | VFE_pred_term=0.0837 VFE_hidden_term=519.4706 logdet_Pi_y_sum=5.06 logdet_Pi_x_sum=272.17 | lambda_gate=0.000 (raw=0.497) | SG_objective=0.0893 | SG_relMSE=1.0000 SG_cosine=-0.006 mean_log_Pi_g=0.266 | PC_activity_obj=442.2909 (per_unit 4.3192e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=7.37e-05 tol=1.00e-04 r=1.000 slope=-2.289e-05) | TrainAcc=0.938 TrainLoss=0.2021 (total_proposals=3, oracle_model=3/3, oracle_lp=3/3, metrics=3/3) | TestAcc=0.932 TestLoss=0.2370
[Step   100] CE_loss=0.2442 | VFE_final=380.9394 (IL_path=0.0406) | VFE_per_dof=0.1860 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0837 VFE_hidden_term=519.4706 logdet_Pi_y_sum=5.06 logdet_Pi_x_sum=272.17 | lambda_gate=0.000 | SG_objective=0.0893 | SG_relMSE=1.0000 SG_cosine=-0.006 mean_log_Pi_g=0.266 | PC_activity_obj=442.2909 (per_unit 4.3192e-01) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=3/3, oracle_lp=3/3, metrics=3/3) (total_proposals=3) | test_loss=0.2370 test_acc=0.9318
[Step   120] CE_loss=0.2657 | VFE_final=432.0673 (IL_path=0.0445) | VFE_per_dof=0.2110 Delta_VFE_per_dof=+0.0091 | VFE_pred_term=0.0847 VFE_hidden_term=571.4576 logdet_Pi_y_sum=5.62 logdet_Pi_x_sum=273.33 | lambda_gate=0.000 (raw=0.525) | SG_objective=0.1021 | SG_relMSE=0.9997 SG_cosine=0.050 mean_log_Pi_g=0.267 | PC_activity_obj=492.9468 (per_unit 4.8139e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=7.61e-05 tol=1.00e-04 r=1.000 slope=-1.907e-05) | TrainAcc=0.945 TrainLoss=0.2306 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.939 TestLoss=0.2093
