JAX backend     : gpu
JAX devices     : [CudaDevice(id=0)]
Selected DEVICE : cuda:0
Using batch size 128 with no accumulation. (auto-selected no accumulation to stay below ~35% of GPU memory)
Loading dataset...
Loading Complete
About to run first update_step…
First update_step done.
[Step    20] CE_loss=0.4998 | VFE_final=774.2432 (IL_path=0.1504) | VFE_per_dof=0.3780 Delta_VFE_per_dof=+0.0303 | VFE_pred_term=0.1430 VFE_hidden_term=932.1821 logdet_Pi_y_sum=3.26 logdet_Pi_x_sum=312.91 | lambda_gate=0.000 (raw=0.500) | SG_objective=0.2423 | SG_relMSE=1.0000 SG_cosine=-0.000 mean_log_Pi_g=0.306 | PC_activity_obj=697.1442 (per_unit 6.8080e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=1.81e-04 tol=5.00e-04 r=1.000 slope=-6.104e-05) | TrainAcc=0.852 TrainLoss=0.4520 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.871 TestLoss=0.4224
[Step    20] CE_loss=0.4998 | VFE_final=774.2432 (IL_path=0.1504) | VFE_per_dof=0.3780 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.1430 VFE_hidden_term=932.1821 logdet_Pi_y_sum=3.26 logdet_Pi_x_sum=312.91 | lambda_gate=0.000 | SG_objective=0.2423 | SG_relMSE=1.0000 SG_cosine=-0.000 mean_log_Pi_g=0.306 | PC_activity_obj=697.1442 (per_unit 6.8080e-01) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) (total_proposals=3) | test_loss=0.4224 test_acc=0.8710
[Step    40] CE_loss=0.2723 | VFE_final=729.2457 (IL_path=0.1395) | VFE_per_dof=0.3561 Delta_VFE_per_dof=-0.0012 | VFE_pred_term=0.0840 VFE_hidden_term=881.5442 logdet_Pi_y_sum=3.65 logdet_Pi_x_sum=301.11 | lambda_gate=0.000 (raw=0.516) | SG_objective=0.2425 | SG_relMSE=0.9999 SG_cosine=0.033 mean_log_Pi_g=0.294 | PC_activity_obj=686.4615 (per_unit 6.7037e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=1.42e-04 tol=5.00e-04 r=1.000 slope=-7.502e-05) | TrainAcc=0.922 TrainLoss=0.2392 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.908 TestLoss=0.3207
[Step    40] CE_loss=0.2723 | VFE_final=729.2457 (IL_path=0.1395) | VFE_per_dof=0.3561 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0840 VFE_hidden_term=881.5442 logdet_Pi_y_sum=3.65 logdet_Pi_x_sum=301.11 | lambda_gate=0.000 | SG_objective=0.2425 | SG_relMSE=0.9999 SG_cosine=0.033 mean_log_Pi_g=0.294 | PC_activity_obj=686.4615 (per_unit 6.7037e-01) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) (total_proposals=3) | test_loss=0.3207 test_acc=0.9080
[Step    60] CE_loss=0.3298 | VFE_final=568.2530 (IL_path=0.1106) | VFE_per_dof=0.2775 Delta_VFE_per_dof=-0.0028 | VFE_pred_term=0.0930 VFE_hidden_term=713.4446 logdet_Pi_y_sum=4.06 logdet_Pi_x_sum=286.51 | lambda_gate=0.000 (raw=0.512) | SG_objective=0.1682 | SG_relMSE=0.9998 SG_cosine=0.024 mean_log_Pi_g=0.280 | PC_activity_obj=579.4708 (per_unit 5.6589e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=1.52e-04 tol=5.00e-04 r=1.000 slope=-6.104e-05) | TrainAcc=0.922 TrainLoss=0.2822 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.909 TestLoss=0.3035
[Step    60] CE_loss=0.3298 | VFE_final=568.2530 (IL_path=0.1106) | VFE_per_dof=0.2775 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0930 VFE_hidden_term=713.4446 logdet_Pi_y_sum=4.06 logdet_Pi_x_sum=286.51 | lambda_gate=0.000 | SG_objective=0.1682 | SG_relMSE=0.9998 SG_cosine=0.024 mean_log_Pi_g=0.280 | PC_activity_obj=579.4708 (per_unit 5.6589e-01) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) (total_proposals=3) | test_loss=0.3035 test_acc=0.9086
[Step    80] CE_loss=0.2288 | VFE_final=498.1165 (IL_path=0.0980) | VFE_per_dof=0.2432 Delta_VFE_per_dof=-0.0085 | VFE_pred_term=0.0664 VFE_hidden_term=639.5540 logdet_Pi_y_sum=4.52 logdet_Pi_x_sum=278.49 | lambda_gate=0.000 (raw=0.503) | SG_objective=0.1340 | SG_relMSE=1.0000 SG_cosine=0.007 mean_log_Pi_g=0.272 | PC_activity_obj=533.2596 (per_unit 5.2076e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=1.27e-04 tol=5.00e-04 r=1.000 slope=-8.138e-05) | TrainAcc=0.938 TrainLoss=0.2000 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.930 TestLoss=0.2415
[Step    80] CE_loss=0.2288 | VFE_final=498.1165 (IL_path=0.0980) | VFE_per_dof=0.2432 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0664 VFE_hidden_term=639.5540 logdet_Pi_y_sum=4.52 logdet_Pi_x_sum=278.49 | lambda_gate=0.000 | SG_objective=0.1340 | SG_relMSE=1.0000 SG_cosine=0.007 mean_log_Pi_g=0.272 | PC_activity_obj=533.2596 (per_unit 5.2076e-01) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) (total_proposals=3) | test_loss=0.2415 test_acc=0.9303
[Step   100] CE_loss=0.2503 | VFE_final=374.3065 (IL_path=0.0782) | VFE_per_dof=0.1828 Delta_VFE_per_dof=-0.0309 | VFE_pred_term=0.0856 VFE_hidden_term=514.1362 logdet_Pi_y_sum=5.03 logdet_Pi_x_sum=274.80 | lambda_gate=0.000 (raw=0.484) | SG_objective=0.0894 | SG_relMSE=1.0002 SG_cosine=-0.033 mean_log_Pi_g=0.268 | PC_activity_obj=436.1684 (per_unit 4.2595e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=1.45e-04 tol=5.00e-04 r=1.000 slope=-5.341e-05) | TrainAcc=0.938 TrainLoss=0.2073 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.931 TestLoss=0.2380
[Step   100] CE_loss=0.2503 | VFE_final=374.3065 (IL_path=0.0782) | VFE_per_dof=0.1828 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0856 VFE_hidden_term=514.1362 logdet_Pi_y_sum=5.03 logdet_Pi_x_sum=274.80 | lambda_gate=0.000 | SG_objective=0.0894 | SG_relMSE=1.0002 SG_cosine=-0.033 mean_log_Pi_g=0.268 | PC_activity_obj=436.1684 (per_unit 4.2595e-01) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) (total_proposals=3) | test_loss=0.2380 test_acc=0.9307
[Step   120] CE_loss=0.2648 | VFE_final=432.6296 (IL_path=0.0870) | VFE_per_dof=0.2112 Delta_VFE_per_dof=+0.0093 | VFE_pred_term=0.0843 VFE_hidden_term=573.3873 logdet_Pi_y_sum=5.60 logdet_Pi_x_sum=276.08 | lambda_gate=0.000 (raw=0.509) | SG_objective=0.0837 | SG_relMSE=0.9999 SG_cosine=0.019 mean_log_Pi_g=0.270 | PC_activity_obj=491.5468 (per_unit 4.8003e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=1.48e-04 tol=5.00e-04 r=1.000 slope=-6.231e-05) | TrainAcc=0.945 TrainLoss=0.2290 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.940 TestLoss=0.2088
