JAX backend     : gpu
JAX devices     : [CudaDevice(id=0)]
Selected DEVICE : cuda:0
Using batch size 128 with no accumulation. (auto-selected no accumulation to stay below ~35% of GPU memory)
Loading dataset...
Loading Complete
About to run first update_step…
First update_step done.
[Step    20] CE_loss=0.5014 | VFE_final=769.3338 (IL_path=0.5211) | VFE_per_dof=0.3757 Delta_VFE_per_dof=+0.0297 | VFE_pred_term=0.1443 VFE_hidden_term=925.3951 logdet_Pi_y_sum=3.25 logdet_Pi_x_sum=309.16 | lambda_gate=0.000 (raw=0.506) | SG_objective=0.2281 | SG_relMSE=0.9999 SG_cosine=0.012 mean_log_Pi_g=0.302 | PC_activity_obj=695.9897 (per_unit 6.7968e-01) | PI_max_steps=8 | PI_est_total=8.0 PI_est_valid=1 (cap_hit=1 delta_last=1.82e-04 tol=1.00e-04 r=1.000 slope=-6.794e-05) | TrainAcc=0.836 TrainLoss=0.4529 (total_proposals=8, oracle_model=0/0, oracle_lp=0/0, metrics=8/8) | TestAcc=0.871 TestLoss=0.4222
[Step    20] CE_loss=0.5014 | VFE_final=769.3338 (IL_path=0.5211) | VFE_per_dof=0.3757 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.1443 VFE_hidden_term=925.3951 logdet_Pi_y_sum=3.25 logdet_Pi_x_sum=309.16 | lambda_gate=0.000 | SG_objective=0.2281 | SG_relMSE=0.9999 SG_cosine=0.012 mean_log_Pi_g=0.302 | PC_activity_obj=695.9897 (per_unit 6.7968e-01) | PI_max_steps=8 | PC_steps=8 (total_proposals=8, oracle_model=0/0, oracle_lp=0/0, metrics=8/8) (total_proposals=8) | test_loss=0.4222 test_acc=0.8705
[Step    40] CE_loss=0.2739 | VFE_final=721.9937 (IL_path=0.4815) | VFE_per_dof=0.3525 Delta_VFE_per_dof=-0.0010 | VFE_pred_term=0.0837 VFE_hidden_term=871.9985 logdet_Pi_y_sum=3.65 logdet_Pi_x_sum=296.53 | lambda_gate=0.000 (raw=0.526) | SG_objective=0.2417 | SG_relMSE=0.9998 SG_cosine=0.053 mean_log_Pi_g=0.290 | PC_activity_obj=683.2570 (per_unit 6.6724e-01) | PI_max_steps=8 | PI_est_total=8.0 PI_est_valid=1 (cap_hit=1 delta_last=1.42e-04 tol=1.00e-04 r=1.000 slope=-6.576e-05) | TrainAcc=0.906 TrainLoss=0.2396 (total_proposals=8, oracle_model=8/8, oracle_lp=8/8, metrics=8/8) | TestAcc=0.908 TestLoss=0.3210
[Step    40] CE_loss=0.2739 | VFE_final=721.9937 (IL_path=0.4815) | VFE_per_dof=0.3525 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0837 VFE_hidden_term=871.9985 logdet_Pi_y_sum=3.65 logdet_Pi_x_sum=296.53 | lambda_gate=0.000 | SG_objective=0.2417 | SG_relMSE=0.9998 SG_cosine=0.053 mean_log_Pi_g=0.290 | PC_activity_obj=683.2570 (per_unit 6.6724e-01) | PI_max_steps=8 | PC_steps=8 (total_proposals=8, oracle_model=8/8, oracle_lp=8/8, metrics=8/8) (total_proposals=8) | test_loss=0.3210 test_acc=0.9083
[Step    60] CE_loss=0.3290 | VFE_final=566.2610 (IL_path=0.3841) | VFE_per_dof=0.2765 Delta_VFE_per_dof=-0.0027 | VFE_pred_term=0.0926 VFE_hidden_term=709.7920 logdet_Pi_y_sum=4.06 logdet_Pi_x_sum=283.18 | lambda_gate=0.000 (raw=0.523) | SG_objective=0.1702 | SG_relMSE=0.9997 SG_cosine=0.046 mean_log_Pi_g=0.277 | PC_activity_obj=579.8148 (per_unit 5.6623e-01) | PI_max_steps=8 | PI_est_total=8.0 PI_est_valid=1 (cap_hit=1 delta_last=1.51e-04 tol=1.00e-04 r=1.000 slope=-6.467e-05) | TrainAcc=0.922 TrainLoss=0.2810 (total_proposals=8, oracle_model=0/0, oracle_lp=0/0, metrics=8/8) | TestAcc=0.909 TestLoss=0.3018
[Step    60] CE_loss=0.3290 | VFE_final=566.2610 (IL_path=0.3841) | VFE_per_dof=0.2765 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0926 VFE_hidden_term=709.7920 logdet_Pi_y_sum=4.06 logdet_Pi_x_sum=283.18 | lambda_gate=0.000 | SG_objective=0.1702 | SG_relMSE=0.9997 SG_cosine=0.046 mean_log_Pi_g=0.277 | PC_activity_obj=579.8148 (per_unit 5.6623e-01) | PI_max_steps=8 | PC_steps=8 (total_proposals=8, oracle_model=0/0, oracle_lp=0/0, metrics=8/8) (total_proposals=8) | test_loss=0.3018 test_acc=0.9093
[Step    80] CE_loss=0.2218 | VFE_final=501.8163 (IL_path=0.3437) | VFE_per_dof=0.2450 Delta_VFE_per_dof=-0.0083 | VFE_pred_term=0.0657 VFE_hidden_term=642.2416 logdet_Pi_y_sum=4.54 logdet_Pi_x_sum=276.44 | lambda_gate=0.000 (raw=0.506) | SG_objective=0.1318 | SG_relMSE=1.0000 SG_cosine=0.012 mean_log_Pi_g=0.270 | PC_activity_obj=537.5995 (per_unit 5.2500e-01) | PI_max_steps=8 | PI_est_total=8.0 PI_est_valid=1 (cap_hit=1 delta_last=1.27e-04 tol=1.00e-04 r=1.000 slope=-6.031e-05) | TrainAcc=0.938 TrainLoss=0.1942 (total_proposals=8, oracle_model=0/0, oracle_lp=0/0, metrics=8/8) | TestAcc=0.930 TestLoss=0.2425
[Step    80] CE_loss=0.2218 | VFE_final=501.8163 (IL_path=0.3437) | VFE_per_dof=0.2450 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0657 VFE_hidden_term=642.2416 logdet_Pi_y_sum=4.54 logdet_Pi_x_sum=276.44 | lambda_gate=0.000 | SG_objective=0.1318 | SG_relMSE=1.0000 SG_cosine=0.012 mean_log_Pi_g=0.270 | PC_activity_obj=537.5995 (per_unit 5.2500e-01) | PI_max_steps=8 | PC_steps=8 (total_proposals=8, oracle_model=0/0, oracle_lp=0/0, metrics=8/8) (total_proposals=8) | test_loss=0.2425 test_acc=0.9298
[Step   100] CE_loss=0.2451 | VFE_final=377.7948 (IL_path=0.2743) | VFE_per_dof=0.1845 Delta_VFE_per_dof=-0.0313 | VFE_pred_term=0.0832 VFE_hidden_term=516.2773 logdet_Pi_y_sum=5.06 logdet_Pi_x_sum=272.07 | lambda_gate=0.000 (raw=0.499) | SG_objective=0.0889 | SG_relMSE=1.0000 SG_cosine=-0.002 mean_log_Pi_g=0.266 | PC_activity_obj=440.0525 (per_unit 4.2974e-01) | PI_max_steps=8 | PI_est_total=8.0 PI_est_valid=1 (cap_hit=1 delta_last=1.43e-04 tol=1.00e-04 r=1.000 slope=-6.140e-05) | TrainAcc=0.938 TrainLoss=0.2013 (total_proposals=8, oracle_model=8/8, oracle_lp=8/8, metrics=8/8) | TestAcc=0.932 TestLoss=0.2356
[Step   100] CE_loss=0.2451 | VFE_final=377.7948 (IL_path=0.2743) | VFE_per_dof=0.1845 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0832 VFE_hidden_term=516.2773 logdet_Pi_y_sum=5.06 logdet_Pi_x_sum=272.07 | lambda_gate=0.000 | SG_objective=0.0889 | SG_relMSE=1.0000 SG_cosine=-0.002 mean_log_Pi_g=0.266 | PC_activity_obj=440.0525 (per_unit 4.2974e-01) | PI_max_steps=8 | PC_steps=8 (total_proposals=8, oracle_model=8/8, oracle_lp=8/8, metrics=8/8) (total_proposals=8) | test_loss=0.2356 test_acc=0.9321
[Step   120] CE_loss=0.2709 | VFE_final=435.4592 (IL_path=0.3051) | VFE_per_dof=0.2126 Delta_VFE_per_dof=+0.0088 | VFE_pred_term=0.0853 VFE_hidden_term=575.1062 logdet_Pi_y_sum=5.62 logdet_Pi_x_sum=273.84 | lambda_gate=0.000 (raw=0.526) | SG_objective=0.1028 | SG_relMSE=0.9997 SG_cosine=0.052 mean_log_Pi_g=0.267 | PC_activity_obj=494.4315 (per_unit 4.8284e-01) | PI_max_steps=8 | PI_est_total=8.0 PI_est_valid=1 (cap_hit=1 delta_last=1.48e-04 tol=1.00e-04 r=1.000 slope=-5.522e-05) | TrainAcc=0.945 TrainLoss=0.2351 (total_proposals=8, oracle_model=0/0, oracle_lp=0/0, metrics=8/8) | TestAcc=0.938 TestLoss=0.2113
