JAX backend     : gpu
JAX devices     : [CudaDevice(id=0)]
Selected DEVICE : cuda:0
Using batch size 128 with no accumulation. (auto-selected no accumulation to stay below ~35% of GPU memory)
Loading dataset...
Loading Complete
About to run first update_step…
First update_step done.
[Step    20] CE_loss=0.4999 | VFE_final=769.6751 (IL_path=0.0766) | VFE_per_dof=0.3758 Delta_VFE_per_dof=+0.0297 | VFE_pred_term=0.1437 VFE_hidden_term=925.6931 logdet_Pi_y_sum=3.25 logdet_Pi_x_sum=309.07 | lambda_gate=0.000 (raw=0.506) | SG_objective=0.2285 | SG_relMSE=0.9999 SG_cosine=0.012 mean_log_Pi_g=0.302 | PC_activity_obj=696.3230 (per_unit 6.8000e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=9.36e-05 tol=5.00e-04 r=1.000 slope=-2.543e-05) | TrainAcc=0.844 TrainLoss=0.4518 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.871 TestLoss=0.4223
[Step    20] CE_loss=0.4999 | VFE_final=769.6751 (IL_path=0.0766) | VFE_per_dof=0.3758 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.1437 VFE_hidden_term=925.6931 logdet_Pi_y_sum=3.25 logdet_Pi_x_sum=309.07 | lambda_gate=0.000 | SG_objective=0.2285 | SG_relMSE=0.9999 SG_cosine=0.012 mean_log_Pi_g=0.302 | PC_activity_obj=696.3230 (per_unit 6.8000e-01) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) (total_proposals=3) | test_loss=0.4223 test_acc=0.8710
[Step    40] CE_loss=0.2748 | VFE_final=722.5197 (IL_path=0.0708) | VFE_per_dof=0.3528 Delta_VFE_per_dof=-0.0009 | VFE_pred_term=0.0844 VFE_hidden_term=872.4454 logdet_Pi_y_sum=3.65 logdet_Pi_x_sum=296.37 | lambda_gate=0.000 (raw=0.526) | SG_objective=0.2420 | SG_relMSE=0.9998 SG_cosine=0.052 mean_log_Pi_g=0.289 | PC_activity_obj=683.7981 (per_unit 6.6777e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=7.34e-05 tol=5.00e-04 r=1.000 slope=-4.450e-05) | TrainAcc=0.922 TrainLoss=0.2412 (total_proposals=3, oracle_model=3/3, oracle_lp=3/3, metrics=3/3) | TestAcc=0.908 TestLoss=0.3215
[Step    40] CE_loss=0.2748 | VFE_final=722.5197 (IL_path=0.0708) | VFE_per_dof=0.3528 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0844 VFE_hidden_term=872.4454 logdet_Pi_y_sum=3.65 logdet_Pi_x_sum=296.37 | lambda_gate=0.000 | SG_objective=0.2420 | SG_relMSE=0.9998 SG_cosine=0.052 mean_log_Pi_g=0.289 | PC_activity_obj=683.7981 (per_unit 6.6777e-01) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=3/3, oracle_lp=3/3, metrics=3/3) (total_proposals=3) | test_loss=0.3215 test_acc=0.9080
[Step    60] CE_loss=0.3290 | VFE_final=567.1406 (IL_path=0.0565) | VFE_per_dof=0.2769 Delta_VFE_per_dof=-0.0027 | VFE_pred_term=0.0923 VFE_hidden_term=710.5597 logdet_Pi_y_sum=4.06 logdet_Pi_x_sum=282.96 | lambda_gate=0.000 (raw=0.523) | SG_objective=0.1710 | SG_relMSE=0.9997 SG_cosine=0.045 mean_log_Pi_g=0.276 | PC_activity_obj=580.6918 (per_unit 5.6708e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=7.78e-05 tol=5.00e-04 r=1.000 slope=-3.942e-05) | TrainAcc=0.922 TrainLoss=0.2809 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.909 TestLoss=0.3027
[Step    60] CE_loss=0.3290 | VFE_final=567.1406 (IL_path=0.0565) | VFE_per_dof=0.2769 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0923 VFE_hidden_term=710.5597 logdet_Pi_y_sum=4.06 logdet_Pi_x_sum=282.96 | lambda_gate=0.000 | SG_objective=0.1710 | SG_relMSE=0.9997 SG_cosine=0.045 mean_log_Pi_g=0.276 | PC_activity_obj=580.6918 (per_unit 5.6708e-01) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) (total_proposals=3) | test_loss=0.3027 test_acc=0.9090
[Step    80] CE_loss=0.2265 | VFE_final=505.1298 (IL_path=0.0507) | VFE_per_dof=0.2466 Delta_VFE_per_dof=-0.0082 | VFE_pred_term=0.0668 VFE_hidden_term=645.3773 logdet_Pi_y_sum=4.54 logdet_Pi_x_sum=276.09 | lambda_gate=0.000 (raw=0.506) | SG_objective=0.1330 | SG_relMSE=1.0000 SG_cosine=0.013 mean_log_Pi_g=0.270 | PC_activity_obj=540.9013 (per_unit 5.2822e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=6.57e-05 tol=5.00e-04 r=1.000 slope=-2.925e-05) | TrainAcc=0.938 TrainLoss=0.1977 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.930 TestLoss=0.2427
[Step    80] CE_loss=0.2265 | VFE_final=505.1298 (IL_path=0.0507) | VFE_per_dof=0.2466 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0668 VFE_hidden_term=645.3773 logdet_Pi_y_sum=4.54 logdet_Pi_x_sum=276.09 | lambda_gate=0.000 | SG_objective=0.1330 | SG_relMSE=1.0000 SG_cosine=0.013 mean_log_Pi_g=0.270 | PC_activity_obj=540.9013 (per_unit 5.2822e-01) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) (total_proposals=3) | test_loss=0.2427 test_acc=0.9298
[Step   100] CE_loss=0.2451 | VFE_final=379.8357 (IL_path=0.0404) | VFE_per_dof=0.1855 Delta_VFE_per_dof=-0.0309 | VFE_pred_term=0.0838 VFE_hidden_term=518.0137 logdet_Pi_y_sum=5.05 logdet_Pi_x_sum=271.47 | lambda_gate=0.000 (raw=0.500) | SG_objective=0.0897 | SG_relMSE=1.0000 SG_cosine=-0.000 mean_log_Pi_g=0.265 | PC_activity_obj=442.4800 (per_unit 4.3211e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=7.38e-05 tol=5.00e-04 r=1.000 slope=-3.433e-05) | TrainAcc=0.938 TrainLoss=0.2026 (total_proposals=3, oracle_model=3/3, oracle_lp=3/3, metrics=3/3) | TestAcc=0.931 TestLoss=0.2376
[Step   100] CE_loss=0.2451 | VFE_final=379.8357 (IL_path=0.0404) | VFE_per_dof=0.1855 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0838 VFE_hidden_term=518.0137 logdet_Pi_y_sum=5.05 logdet_Pi_x_sum=271.47 | lambda_gate=0.000 | SG_objective=0.0897 | SG_relMSE=1.0000 SG_cosine=-0.000 mean_log_Pi_g=0.265 | PC_activity_obj=442.4800 (per_unit 4.3211e-01) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=3/3, oracle_lp=3/3, metrics=3/3) (total_proposals=3) | test_loss=0.2376 test_acc=0.9312
[Step   120] CE_loss=0.2665 | VFE_final=432.8110 (IL_path=0.0445) | VFE_per_dof=0.2113 Delta_VFE_per_dof=+0.0095 | VFE_pred_term=0.0843 VFE_hidden_term=572.0952 logdet_Pi_y_sum=5.62 logdet_Pi_x_sum=273.12 | lambda_gate=0.000 (raw=0.525) | SG_objective=0.1017 | SG_relMSE=0.9997 SG_cosine=0.049 mean_log_Pi_g=0.267 | PC_activity_obj=493.0092 (per_unit 4.8145e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=7.58e-05 tol=5.00e-04 r=1.000 slope=-3.433e-05) | TrainAcc=0.945 TrainLoss=0.2319 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.939 TestLoss=0.2090
