JAX backend     : gpu
JAX devices     : [CudaDevice(id=0)]
Selected DEVICE : cuda:0
Using batch size 128 with no accumulation. (auto-selected no accumulation to stay below ~35% of GPU memory)
Loading dataset...
Loading Complete
About to run first update_step…
First update_step done.
[Step    20] CE_loss=0.6426 | VFE_final=-86.3069 (IL_path=0.0468) | VFE_per_dof=-0.0421 Delta_VFE_per_dof=+0.0003 | VFE_pred_term=0.1818 VFE_hidden_term=81.7286 logdet_Pi_y_sum=3.28 logdet_Pi_x_sum=333.15 | lambda_gate=0.280 (raw=0.280) | SG_objective=0.0112 | SG_relMSE=1.0061 SG_cosine=-0.441 mean_log_Pi_g=0.325 | PC_activity_obj=59.1934 (per_unit 5.7806e-02) | PI_max_steps=8 | PI_est_total=8.0 PI_est_valid=1 (cap_hit=1 delta_last=2.23e-04 tol=2.00e-04 r=1.000 slope=-6.104e-05) | TrainAcc=0.859 TrainLoss=0.6163 (total_proposals=8, oracle_model=8/8, oracle_lp=8/8, metrics=8/8) | TestAcc=0.885 TestLoss=0.6036
[Step    20] CE_loss=0.6426 | VFE_final=-86.3069 (IL_path=0.0468) | VFE_per_dof=-0.0421 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.1818 VFE_hidden_term=81.7286 logdet_Pi_y_sum=3.28 logdet_Pi_x_sum=333.15 | lambda_gate=0.280 | SG_objective=0.0112 | SG_relMSE=1.0061 SG_cosine=-0.441 mean_log_Pi_g=0.325 | PC_activity_obj=59.1934 (per_unit 5.7806e-02) | PI_max_steps=8 | PC_steps=8 (total_proposals=8, oracle_model=8/8, oracle_lp=8/8, metrics=8/8) (total_proposals=8) | test_loss=0.6036 test_acc=0.8847
[Step    40] CE_loss=0.3865 | VFE_final=-120.9581 (IL_path=0.0431) | VFE_per_dof=-0.0591 Delta_VFE_per_dof=-0.0017 | VFE_pred_term=0.1100 VFE_hidden_term=73.7721 logdet_Pi_y_sum=3.83 logdet_Pi_x_sum=385.85 | lambda_gate=0.203 (raw=0.203) | SG_objective=0.0089 | SG_relMSE=1.0065 SG_cosine=-0.594 mean_log_Pi_g=0.377 | PC_activity_obj=50.9673 (per_unit 4.9773e-02) | PI_max_steps=8 | PI_est_total=8.0 PI_est_valid=1 (cap_hit=1 delta_last=2.04e-04 tol=2.00e-04 r=1.000 slope=-7.121e-05) | TrainAcc=0.922 TrainLoss=0.3660 (total_proposals=8, oracle_model=8/8, oracle_lp=8/8, metrics=8/8) | TestAcc=0.917 TestLoss=0.3994
[Step    40] CE_loss=0.3865 | VFE_final=-120.9581 (IL_path=0.0431) | VFE_per_dof=-0.0591 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.1100 VFE_hidden_term=73.7721 logdet_Pi_y_sum=3.83 logdet_Pi_x_sum=385.85 | lambda_gate=0.203 | SG_objective=0.0089 | SG_relMSE=1.0065 SG_cosine=-0.594 mean_log_Pi_g=0.377 | PC_activity_obj=50.9673 (per_unit 4.9773e-02) | PI_max_steps=8 | PC_steps=8 (total_proposals=8, oracle_model=8/8, oracle_lp=8/8, metrics=8/8) (total_proposals=8) | test_loss=0.3994 test_acc=0.9169
[Step    60] CE_loss=0.2993 | VFE_final=-129.0819 (IL_path=0.0551) | VFE_per_dof=-0.0630 Delta_VFE_per_dof=+0.0003 | VFE_pred_term=0.0874 VFE_hidden_term=92.1323 logdet_Pi_y_sum=4.35 logdet_Pi_x_sum=438.25 | lambda_gate=0.387 (raw=0.387) | SG_objective=0.0116 | SG_relMSE=1.0020 SG_cosine=-0.226 mean_log_Pi_g=0.428 | PC_activity_obj=60.4690 (per_unit 5.9052e-02) | PI_max_steps=8 | PI_est_total=8.0 PI_est_valid=1 (cap_hit=1 delta_last=2.04e-04 tol=2.00e-04 r=1.000 slope=-7.012e-05) | TrainAcc=0.930 TrainLoss=0.2758 (total_proposals=8, oracle_model=8/8, oracle_lp=8/8, metrics=8/8) | TestAcc=0.927 TestLoss=0.2870
[Step    60] CE_loss=0.2993 | VFE_final=-129.0819 (IL_path=0.0551) | VFE_per_dof=-0.0630 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0874 VFE_hidden_term=92.1323 logdet_Pi_y_sum=4.35 logdet_Pi_x_sum=438.25 | lambda_gate=0.387 | SG_objective=0.0116 | SG_relMSE=1.0020 SG_cosine=-0.226 mean_log_Pi_g=0.428 | PC_activity_obj=60.4690 (per_unit 5.9052e-02) | PI_max_steps=8 | PC_steps=8 (total_proposals=8, oracle_model=8/8, oracle_lp=8/8, metrics=8/8) (total_proposals=8) | test_loss=0.2870 test_acc=0.9273
[Step    80] CE_loss=0.2428 | VFE_final=-166.0112 (IL_path=0.0142) | VFE_per_dof=-0.0811 Delta_VFE_per_dof=-0.0022 | VFE_pred_term=0.0707 VFE_hidden_term=81.1146 logdet_Pi_y_sum=4.86 logdet_Pi_x_sum=489.54 | lambda_gate=0.332 (raw=0.332) | SG_objective=0.0096 | SG_relMSE=1.0028 SG_cosine=-0.335 mean_log_Pi_g=0.478 | PC_activity_obj=50.5989 (per_unit 4.9413e-02) | PI_max_steps=8 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=1.95e-04 tol=2.00e-04 r=1.000 slope=-6.612e-05) | TrainAcc=0.945 TrainLoss=0.2207 (total_proposals=8, oracle_model=8/8, oracle_lp=8/8, metrics=3/3) | TestAcc=0.938 TestLoss=0.2442
[Step    80] CE_loss=0.2428 | VFE_final=-166.0112 (IL_path=0.0142) | VFE_per_dof=-0.0811 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0707 VFE_hidden_term=81.1146 logdet_Pi_y_sum=4.86 logdet_Pi_x_sum=489.54 | lambda_gate=0.332 | SG_objective=0.0096 | SG_relMSE=1.0028 SG_cosine=-0.335 mean_log_Pi_g=0.478 | PC_activity_obj=50.5989 (per_unit 4.9413e-02) | PI_max_steps=8 | PC_steps=3 (total_proposals=8, oracle_model=8/8, oracle_lp=8/8, metrics=3/3) (total_proposals=8) | test_loss=0.2442 test_acc=0.9379
[Step   100] CE_loss=0.2967 | VFE_final=-214.7662 (IL_path=0.0359) | VFE_per_dof=-0.1049 Delta_VFE_per_dof=-0.0028 | VFE_pred_term=0.0897 VFE_hidden_term=57.5973 logdet_Pi_y_sum=5.34 logdet_Pi_x_sum=539.56 | lambda_gate=0.239 (raw=0.239) | SG_objective=0.0062 | SG_relMSE=1.0076 SG_cosine=-0.522 mean_log_Pi_g=0.527 | PC_activity_obj=34.2099 (per_unit 3.3408e-02) | PI_max_steps=8 | PI_est_total=8.0 PI_est_valid=1 (cap_hit=1 delta_last=2.36e-04 tol=2.00e-04 r=1.000 slope=-7.375e-05) | TrainAcc=0.953 TrainLoss=0.2605 (total_proposals=8, oracle_model=8/8, oracle_lp=8/8, metrics=8/8) | TestAcc=0.945 TestLoss=0.2660
[Step   100] CE_loss=0.2967 | VFE_final=-214.7662 (IL_path=0.0359) | VFE_per_dof=-0.1049 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0897 VFE_hidden_term=57.5973 logdet_Pi_y_sum=5.34 logdet_Pi_x_sum=539.56 | lambda_gate=0.239 | SG_objective=0.0062 | SG_relMSE=1.0076 SG_cosine=-0.522 mean_log_Pi_g=0.527 | PC_activity_obj=34.2099 (per_unit 3.3408e-02) | PI_max_steps=8 | PC_steps=8 (total_proposals=8, oracle_model=8/8, oracle_lp=8/8, metrics=8/8) (total_proposals=8) | test_loss=0.2660 test_acc=0.9450
[Step   120] CE_loss=0.2560 | VFE_final=-218.7717 (IL_path=0.0495) | VFE_per_dof=-0.1068 Delta_VFE_per_dof=-0.0008 | VFE_pred_term=0.0820 VFE_hidden_term=78.0791 logdet_Pi_y_sum=5.81 logdet_Pi_x_sum=588.05 | lambda_gate=0.383 (raw=0.383) | SG_objective=0.0090 | SG_relMSE=1.0022 SG_cosine=-0.235 mean_log_Pi_g=0.574 | PC_activity_obj=44.2020 (per_unit 4.3166e-02) | PI_max_steps=8 | PI_est_total=8.0 PI_est_valid=1 (cap_hit=1 delta_last=2.36e-04 tol=2.00e-04 r=1.000 slope=-7.557e-05) | TrainAcc=0.945 TrainLoss=0.2331 (total_proposals=8, oracle_model=8/8, oracle_lp=8/8, metrics=8/8) | TestAcc=0.946 TestLoss=0.2052
