JAX backend     : gpu
JAX devices     : [CudaDevice(id=0)]
Selected DEVICE : cuda:0
Using batch size 128 with no accumulation. (auto-selected no accumulation to stay below ~35% of GPU memory)
Loading dataset...
Loading Complete
About to run first update_step…
First update_step done.
[Step    20] CE_loss=0.6875 | VFE_final=-75.2225 (IL_path=0.1672) | VFE_per_dof=-0.0367 Delta_VFE_per_dof=+0.0001 | VFE_pred_term=0.2003 VFE_hidden_term=92.4688 logdet_Pi_y_sum=3.27 logdet_Pi_x_sum=332.51 | lambda_gate=0.317 (raw=0.317) | SG_objective=0.0146 | SG_relMSE=1.0047 SG_cosine=-0.366 mean_log_Pi_g=0.325 | PC_activity_obj=67.1135 (per_unit 6.5541e-02) | PI_max_steps=32 | PI_est_total=32.0 PI_est_valid=1 (cap_hit=1 delta_last=1.63e-04 tol=1.00e-04 r=1.000 slope=-4.069e-05) | TrainAcc=0.828 TrainLoss=0.6636 (total_proposals=32, oracle_model=0/0, oracle_lp=0/0, metrics=32/32) | TestAcc=0.877 TestLoss=0.6400
[Step    20] CE_loss=0.6875 | VFE_final=-75.2225 (IL_path=0.1672) | VFE_per_dof=-0.0367 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.2003 VFE_hidden_term=92.4688 logdet_Pi_y_sum=3.27 logdet_Pi_x_sum=332.51 | lambda_gate=0.317 | SG_objective=0.0146 | SG_relMSE=1.0047 SG_cosine=-0.366 mean_log_Pi_g=0.325 | PC_activity_obj=67.1135 (per_unit 6.5541e-02) | PI_max_steps=32 | PC_steps=32 (total_proposals=32, oracle_model=0/0, oracle_lp=0/0, metrics=32/32) (total_proposals=32) | test_loss=0.6400 test_acc=0.8773
[Step    40] CE_loss=0.4043 | VFE_final=-114.3785 (IL_path=0.1450) | VFE_per_dof=-0.0558 Delta_VFE_per_dof=-0.0033 | VFE_pred_term=0.1201 VFE_hidden_term=78.8147 logdet_Pi_y_sum=3.82 logdet_Pi_x_sum=382.81 | lambda_gate=0.214 (raw=0.214) | SG_objective=0.0106 | SG_relMSE=1.0057 SG_cosine=-0.573 mean_log_Pi_g=0.374 | PC_activity_obj=55.1031 (per_unit 5.3812e-02) | PI_max_steps=32 | PI_est_total=32.0 PI_est_valid=1 (cap_hit=1 delta_last=1.46e-04 tol=1.00e-04 r=1.000 slope=-4.614e-05) | TrainAcc=0.930 TrainLoss=0.3941 (total_proposals=32, oracle_model=32/32, oracle_lp=32/32, metrics=32/32) | TestAcc=0.912 TestLoss=0.4287
[Step    40] CE_loss=0.4043 | VFE_final=-114.3785 (IL_path=0.1450) | VFE_per_dof=-0.0558 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.1201 VFE_hidden_term=78.8147 logdet_Pi_y_sum=3.82 logdet_Pi_x_sum=382.81 | lambda_gate=0.214 | SG_objective=0.0106 | SG_relMSE=1.0057 SG_cosine=-0.573 mean_log_Pi_g=0.374 | PC_activity_obj=55.1031 (per_unit 5.3812e-02) | PI_max_steps=32 | PC_steps=32 (total_proposals=32, oracle_model=32/32, oracle_lp=32/32, metrics=32/32) (total_proposals=32) | test_loss=0.4287 test_acc=0.9125
[Step    60] CE_loss=0.3264 | VFE_final=-124.6565 (IL_path=0.1770) | VFE_per_dof=-0.0609 Delta_VFE_per_dof=-0.0000 | VFE_pred_term=0.0981 VFE_hidden_term=94.1896 logdet_Pi_y_sum=4.35 logdet_Pi_x_sum=433.54 | lambda_gate=0.390 (raw=0.390) | SG_objective=0.0109 | SG_relMSE=1.0020 SG_cosine=-0.219 mean_log_Pi_g=0.423 | PC_activity_obj=62.9506 (per_unit 6.1475e-02) | PI_max_steps=32 | PI_est_total=32.0 PI_est_valid=1 (cap_hit=1 delta_last=1.47e-04 tol=1.00e-04 r=1.000 slope=-4.977e-05) | TrainAcc=0.922 TrainLoss=0.3057 (total_proposals=32, oracle_model=0/0, oracle_lp=0/0, metrics=32/32) | TestAcc=0.922 TestLoss=0.3133
[Step    60] CE_loss=0.3264 | VFE_final=-124.6565 (IL_path=0.1770) | VFE_per_dof=-0.0609 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0981 VFE_hidden_term=94.1896 logdet_Pi_y_sum=4.35 logdet_Pi_x_sum=433.54 | lambda_gate=0.390 | SG_objective=0.0109 | SG_relMSE=1.0020 SG_cosine=-0.219 mean_log_Pi_g=0.423 | PC_activity_obj=62.9506 (per_unit 6.1475e-02) | PI_max_steps=32 | PC_steps=32 (total_proposals=32, oracle_model=0/0, oracle_lp=0/0, metrics=32/32) (total_proposals=32) | test_loss=0.3133 test_acc=0.9219
[Step    80] CE_loss=0.2602 | VFE_final=-157.1757 (IL_path=0.1671) | VFE_per_dof=-0.0767 Delta_VFE_per_dof=-0.0010 | VFE_pred_term=0.0778 VFE_hidden_term=87.1211 logdet_Pi_y_sum=4.86 logdet_Pi_x_sum=483.89 | lambda_gate=0.312 (raw=0.312) | SG_objective=0.0102 | SG_relMSE=1.0031 SG_cosine=-0.376 mean_log_Pi_g=0.473 | PC_activity_obj=55.4281 (per_unit 5.4129e-02) | PI_max_steps=32 | PI_est_total=32.0 PI_est_valid=1 (cap_hit=1 delta_last=1.38e-04 tol=1.00e-04 r=1.000 slope=-4.650e-05) | TrainAcc=0.938 TrainLoss=0.2380 (total_proposals=32, oracle_model=0/0, oracle_lp=0/0, metrics=32/32) | TestAcc=0.933 TestLoss=0.2616
[Step    80] CE_loss=0.2602 | VFE_final=-157.1757 (IL_path=0.1671) | VFE_per_dof=-0.0767 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0778 VFE_hidden_term=87.1211 logdet_Pi_y_sum=4.86 logdet_Pi_x_sum=483.89 | lambda_gate=0.312 | SG_objective=0.0102 | SG_relMSE=1.0031 SG_cosine=-0.376 mean_log_Pi_g=0.473 | PC_activity_obj=55.4281 (per_unit 5.4129e-02) | PI_max_steps=32 | PC_steps=32 (total_proposals=32, oracle_model=0/0, oracle_lp=0/0, metrics=32/32) (total_proposals=32) | test_loss=0.2616 test_acc=0.9331
[Step   100] CE_loss=0.3017 | VFE_final=-204.3137 (IL_path=0.1269) | VFE_per_dof=-0.0998 Delta_VFE_per_dof=-0.0043 | VFE_pred_term=0.1005 VFE_hidden_term=64.9362 logdet_Pi_y_sum=5.34 logdet_Pi_x_sum=533.36 | lambda_gate=0.310 (raw=0.310) | SG_objective=0.0081 | SG_relMSE=1.0046 SG_cosine=-0.380 mean_log_Pi_g=0.521 | PC_activity_obj=39.3700 (per_unit 3.8447e-02) | PI_max_steps=32 | PI_est_total=32.0 PI_est_valid=1 (cap_hit=1 delta_last=1.67e-04 tol=1.00e-04 r=1.000 slope=-4.941e-05) | TrainAcc=0.953 TrainLoss=0.2793 (total_proposals=32, oracle_model=32/32, oracle_lp=32/32, metrics=32/32) | TestAcc=0.939 TestLoss=0.2711
[Step   100] CE_loss=0.3017 | VFE_final=-204.3137 (IL_path=0.1269) | VFE_per_dof=-0.0998 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.1005 VFE_hidden_term=64.9362 logdet_Pi_y_sum=5.34 logdet_Pi_x_sum=533.36 | lambda_gate=0.310 | SG_objective=0.0081 | SG_relMSE=1.0046 SG_cosine=-0.380 mean_log_Pi_g=0.521 | PC_activity_obj=39.3700 (per_unit 3.8447e-02) | PI_max_steps=32 | PC_steps=32 (total_proposals=32, oracle_model=32/32, oracle_lp=32/32, metrics=32/32) (total_proposals=32) | test_loss=0.2711 test_acc=0.9393
[Step   120] CE_loss=0.2699 | VFE_final=-214.9208 (IL_path=0.1564) | VFE_per_dof=-0.1049 Delta_VFE_per_dof=+0.0002 | VFE_pred_term=0.0872 VFE_hidden_term=78.6584 logdet_Pi_y_sum=5.82 logdet_Pi_x_sum=581.52 | lambda_gate=0.354 (raw=0.354) | SG_objective=0.0098 | SG_relMSE=1.0026 SG_cosine=-0.291 mean_log_Pi_g=0.568 | PC_activity_obj=45.6289 (per_unit 4.4559e-02) | PI_max_steps=32 | PI_est_total=32.0 PI_est_valid=1 (cap_hit=1 delta_last=1.63e-04 tol=1.00e-04 r=1.000 slope=-5.304e-05) | TrainAcc=0.945 TrainLoss=0.2489 (total_proposals=32, oracle_model=0/0, oracle_lp=0/0, metrics=32/32) | TestAcc=0.942 TestLoss=0.2266
