JAX backend     : gpu
JAX devices     : [CudaDevice(id=0)]
Selected DEVICE : cuda:0
Using batch size 128 with no accumulation. (auto-selected no accumulation to stay below ~35% of GPU memory)
Loading dataset...
Loading Complete
About to run first update_step…
First update_step done.
[Step    20] CE_loss=0.7751 | VFE_final=-67.0536 (IL_path=0.0410) | VFE_per_dof=-0.0327 Delta_VFE_per_dof=+0.0025 | VFE_pred_term=0.2257 VFE_hidden_term=100.3977 logdet_Pi_y_sum=3.27 logdet_Pi_x_sum=332.08 | lambda_gate=0.316 (raw=0.316) | SG_objective=0.0220 | SG_relMSE=1.0040 SG_cosine=-0.369 mean_log_Pi_g=0.324 | PC_activity_obj=72.9731 (per_unit 7.1263e-02) | PI_max_steps=8 | PI_est_total=8.0 PI_est_valid=1 (cap_hit=1 delta_last=1.71e-04 tol=1.00e-04 r=1.000 slope=-4.360e-05) | TrainAcc=0.852 TrainLoss=0.7424 (total_proposals=8, oracle_model=0/0, oracle_lp=0/0, metrics=8/8) | TestAcc=0.867 TestLoss=0.7168
[Step    20] CE_loss=0.7751 | VFE_final=-67.0536 (IL_path=0.0410) | VFE_per_dof=-0.0327 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.2257 VFE_hidden_term=100.3977 logdet_Pi_y_sum=3.27 logdet_Pi_x_sum=332.08 | lambda_gate=0.316 | SG_objective=0.0220 | SG_relMSE=1.0040 SG_cosine=-0.369 mean_log_Pi_g=0.324 | PC_activity_obj=72.9731 (per_unit 7.1263e-02) | PI_max_steps=8 | PC_steps=8 (total_proposals=8, oracle_model=0/0, oracle_lp=0/0, metrics=8/8) (total_proposals=8) | test_loss=0.7168 test_acc=0.8674
[Step    40] CE_loss=0.4314 | VFE_final=-106.2570 (IL_path=0.0353) | VFE_per_dof=-0.0519 Delta_VFE_per_dof=-0.0057 | VFE_pred_term=0.1296 VFE_hidden_term=85.5092 logdet_Pi_y_sum=3.81 logdet_Pi_x_sum=379.98 | lambda_gate=0.238 (raw=0.238) | SG_objective=0.0175 | SG_relMSE=1.0043 SG_cosine=-0.525 mean_log_Pi_g=0.371 | PC_activity_obj=60.5785 (per_unit 5.9159e-02) | PI_max_steps=8 | PI_est_total=8.0 PI_est_valid=1 (cap_hit=1 delta_last=1.47e-04 tol=1.00e-04 r=1.000 slope=-3.996e-05) | TrainAcc=0.914 TrainLoss=0.4254 (total_proposals=8, oracle_model=0/0, oracle_lp=0/0, metrics=8/8) | TestAcc=0.905 TestLoss=0.4533
[Step    40] CE_loss=0.4314 | VFE_final=-106.2570 (IL_path=0.0353) | VFE_per_dof=-0.0519 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.1296 VFE_hidden_term=85.5092 logdet_Pi_y_sum=3.81 logdet_Pi_x_sum=379.98 | lambda_gate=0.238 | SG_objective=0.0175 | SG_relMSE=1.0043 SG_cosine=-0.525 mean_log_Pi_g=0.371 | PC_activity_obj=60.5785 (per_unit 5.9159e-02) | PI_max_steps=8 | PC_steps=8 (total_proposals=8, oracle_model=0/0, oracle_lp=0/0, metrics=8/8) (total_proposals=8) | test_loss=0.4533 test_acc=0.9049
[Step    60] CE_loss=0.3627 | VFE_final=-120.9883 (IL_path=0.0399) | VFE_per_dof=-0.0591 Delta_VFE_per_dof=+0.0003 | VFE_pred_term=0.1119 VFE_hidden_term=95.0563 logdet_Pi_y_sum=4.34 logdet_Pi_x_sum=427.97 | lambda_gate=0.376 (raw=0.376) | SG_objective=0.0127 | SG_relMSE=1.0022 SG_cosine=-0.247 mean_log_Pi_g=0.418 | PC_activity_obj=65.2752 (per_unit 6.3745e-02) | PI_max_steps=8 | PI_est_total=8.0 PI_est_valid=1 (cap_hit=1 delta_last=1.50e-04 tol=1.00e-04 r=1.000 slope=-4.105e-05) | TrainAcc=0.914 TrainLoss=0.3447 (total_proposals=8, oracle_model=0/0, oracle_lp=0/0, metrics=8/8) | TestAcc=0.917 TestLoss=0.3500
[Step    60] CE_loss=0.3627 | VFE_final=-120.9883 (IL_path=0.0399) | VFE_per_dof=-0.0591 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.1119 VFE_hidden_term=95.0563 logdet_Pi_y_sum=4.34 logdet_Pi_x_sum=427.97 | lambda_gate=0.376 | SG_objective=0.0127 | SG_relMSE=1.0022 SG_cosine=-0.247 mean_log_Pi_g=0.418 | PC_activity_obj=65.2752 (per_unit 6.3745e-02) | PI_max_steps=8 | PC_steps=8 (total_proposals=8, oracle_model=0/0, oracle_lp=0/0, metrics=8/8) (total_proposals=8) | test_loss=0.3500 test_acc=0.9167
[Step    80] CE_loss=0.2913 | VFE_final=-154.4809 (IL_path=0.0366) | VFE_per_dof=-0.0754 Delta_VFE_per_dof=-0.0017 | VFE_pred_term=0.0856 VFE_hidden_term=85.8065 logdet_Pi_y_sum=4.85 logdet_Pi_x_sum=475.90 | lambda_gate=0.301 (raw=0.301) | SG_objective=0.0085 | SG_relMSE=1.0036 SG_cosine=-0.397 mean_log_Pi_g=0.465 | PC_activity_obj=56.7923 (per_unit 5.5461e-02) | PI_max_steps=8 | PI_est_total=8.0 PI_est_valid=1 (cap_hit=1 delta_last=1.38e-04 tol=1.00e-04 r=1.000 slope=-4.941e-05) | TrainAcc=0.930 TrainLoss=0.2696 (total_proposals=8, oracle_model=0/0, oracle_lp=0/0, metrics=8/8) | TestAcc=0.927 TestLoss=0.2912
[Step    80] CE_loss=0.2913 | VFE_final=-154.4809 (IL_path=0.0366) | VFE_per_dof=-0.0754 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0856 VFE_hidden_term=85.8065 logdet_Pi_y_sum=4.85 logdet_Pi_x_sum=475.90 | lambda_gate=0.301 | SG_objective=0.0085 | SG_relMSE=1.0036 SG_cosine=-0.397 mean_log_Pi_g=0.465 | PC_activity_obj=56.7923 (per_unit 5.5461e-02) | PI_max_steps=8 | PC_steps=8 (total_proposals=8, oracle_model=0/0, oracle_lp=0/0, metrics=8/8) (total_proposals=8) | test_loss=0.2912 test_acc=0.9268
[Step   100] CE_loss=0.3236 | VFE_final=-191.8535 (IL_path=0.0315) | VFE_per_dof=-0.0937 Delta_VFE_per_dof=-0.0049 | VFE_pred_term=0.1138 VFE_hidden_term=72.7066 logdet_Pi_y_sum=5.34 logdet_Pi_x_sum=524.01 | lambda_gate=0.323 (raw=0.323) | SG_objective=0.0103 | SG_relMSE=1.0038 SG_cosine=-0.354 mean_log_Pi_g=0.512 | PC_activity_obj=46.0431 (per_unit 4.4964e-02) | PI_max_steps=8 | PI_est_total=8.0 PI_est_valid=1 (cap_hit=1 delta_last=1.67e-04 tol=1.00e-04 r=1.000 slope=-5.341e-05) | TrainAcc=0.914 TrainLoss=0.3031 (total_proposals=8, oracle_model=0/0, oracle_lp=0/0, metrics=8/8) | TestAcc=0.930 TestLoss=0.2902
[Step   100] CE_loss=0.3236 | VFE_final=-191.8535 (IL_path=0.0315) | VFE_per_dof=-0.0937 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.1138 VFE_hidden_term=72.7066 logdet_Pi_y_sum=5.34 logdet_Pi_x_sum=524.01 | lambda_gate=0.323 | SG_objective=0.0103 | SG_relMSE=1.0038 SG_cosine=-0.354 mean_log_Pi_g=0.512 | PC_activity_obj=46.0431 (per_unit 4.4964e-02) | PI_max_steps=8 | PC_steps=8 (total_proposals=8, oracle_model=0/0, oracle_lp=0/0, metrics=8/8) (total_proposals=8) | test_loss=0.2902 test_acc=0.9297
[Step   120] CE_loss=0.2763 | VFE_final=-208.2657 (IL_path=0.0353) | VFE_per_dof=-0.1017 Delta_VFE_per_dof=-0.0005 | VFE_pred_term=0.0917 VFE_hidden_term=80.0230 logdet_Pi_y_sum=5.82 logdet_Pi_x_sum=570.95 | lambda_gate=0.342 (raw=0.342) | SG_objective=0.0091 | SG_relMSE=1.0029 SG_cosine=-0.316 mean_log_Pi_g=0.558 | PC_activity_obj=48.7399 (per_unit 4.7598e-02) | PI_max_steps=8 | PI_est_total=8.0 PI_est_valid=1 (cap_hit=1 delta_last=1.56e-04 tol=1.00e-04 r=1.000 slope=-4.868e-05) | TrainAcc=0.938 TrainLoss=0.2604 (total_proposals=8, oracle_model=0/0, oracle_lp=0/0, metrics=8/8) | TestAcc=0.939 TestLoss=0.2481
