JAX backend     : gpu
JAX devices     : [CudaDevice(id=0)]
Selected DEVICE : cuda:0
Using batch size 128 with no accumulation. (auto-selected no accumulation to stay below ~35% of GPU memory)
Loading dataset...
Loading Complete
About to run first update_step…
First update_step done.
[Step    20] CE_loss=0.5009 | VFE_final=772.5350 (IL_path=0.0776) | VFE_per_dof=0.3772 Delta_VFE_per_dof=+0.0300 | VFE_pred_term=0.1440 VFE_hidden_term=932.4032 logdet_Pi_y_sum=3.26 logdet_Pi_x_sum=316.76 | lambda_gate=0.000 (raw=0.501) | SG_objective=0.2044 | SG_relMSE=1.0000 SG_cosine=0.003 mean_log_Pi_g=0.309 | PC_activity_obj=693.2772 (per_unit 6.7703e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=9.37e-05 tol=1.00e-04 r=1.000 slope=-4.450e-05) | TrainAcc=0.844 TrainLoss=0.4521 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.871 TestLoss=0.4222
[Step    20] CE_loss=0.5009 | VFE_final=772.5350 (IL_path=0.0776) | VFE_per_dof=0.3772 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.1440 VFE_hidden_term=932.4032 logdet_Pi_y_sum=3.26 logdet_Pi_x_sum=316.76 | lambda_gate=0.000 | SG_objective=0.2044 | SG_relMSE=1.0000 SG_cosine=0.003 mean_log_Pi_g=0.309 | PC_activity_obj=693.2772 (per_unit 6.7703e-01) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) (total_proposals=3) | test_loss=0.4222 test_acc=0.8710
[Step    40] CE_loss=0.2699 | VFE_final=726.3683 (IL_path=0.0721) | VFE_per_dof=0.3547 Delta_VFE_per_dof=-0.0009 | VFE_pred_term=0.0829 VFE_hidden_term=882.3624 logdet_Pi_y_sum=3.68 logdet_Pi_x_sum=308.47 | lambda_gate=0.000 (raw=0.512) | SG_objective=0.2287 | SG_relMSE=0.9999 SG_cosine=0.024 mean_log_Pi_g=0.301 | PC_activity_obj=680.9998 (per_unit 6.6504e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=7.26e-05 tol=1.00e-04 r=1.000 slope=-1.526e-05) | TrainAcc=0.914 TrainLoss=0.2368 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.908 TestLoss=0.3194
[Step    40] CE_loss=0.2699 | VFE_final=726.3683 (IL_path=0.0721) | VFE_per_dof=0.3547 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0829 VFE_hidden_term=882.3624 logdet_Pi_y_sum=3.68 logdet_Pi_x_sum=308.47 | lambda_gate=0.000 | SG_objective=0.2287 | SG_relMSE=0.9999 SG_cosine=0.024 mean_log_Pi_g=0.301 | PC_activity_obj=680.9998 (per_unit 6.6504e-01) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) (total_proposals=3) | test_loss=0.3194 test_acc=0.9084
[Step    60] CE_loss=0.3283 | VFE_final=569.6950 (IL_path=0.0576) | VFE_per_dof=0.2782 Delta_VFE_per_dof=-0.0025 | VFE_pred_term=0.0934 VFE_hidden_term=718.8691 logdet_Pi_y_sum=4.09 logdet_Pi_x_sum=294.44 | lambda_gate=0.000 (raw=0.513) | SG_objective=0.1683 | SG_relMSE=0.9998 SG_cosine=0.027 mean_log_Pi_g=0.288 | PC_activity_obj=578.5465 (per_unit 5.6499e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=7.83e-05 tol=1.00e-04 r=1.000 slope=-2.797e-05) | TrainAcc=0.922 TrainLoss=0.2811 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.909 TestLoss=0.3024
[Step    60] CE_loss=0.3283 | VFE_final=569.6950 (IL_path=0.0576) | VFE_per_dof=0.2782 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0934 VFE_hidden_term=718.8691 logdet_Pi_y_sum=4.09 logdet_Pi_x_sum=294.44 | lambda_gate=0.000 | SG_objective=0.1683 | SG_relMSE=0.9998 SG_cosine=0.027 mean_log_Pi_g=0.288 | PC_activity_obj=578.5465 (per_unit 5.6499e-01) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) (total_proposals=3) | test_loss=0.3024 test_acc=0.9091
[Step    80] CE_loss=0.2252 | VFE_final=508.9938 (IL_path=0.0518) | VFE_per_dof=0.2485 Delta_VFE_per_dof=-0.0082 | VFE_pred_term=0.0665 VFE_hidden_term=654.3636 logdet_Pi_y_sum=4.55 logdet_Pi_x_sum=286.32 | lambda_gate=0.000 (raw=0.504) | SG_objective=0.1680 | SG_relMSE=1.0000 SG_cosine=0.008 mean_log_Pi_g=0.280 | PC_activity_obj=540.1926 (per_unit 5.2753e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=6.56e-05 tol=1.00e-04 r=1.000 slope=-2.162e-05) | TrainAcc=0.938 TrainLoss=0.1980 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.930 TestLoss=0.2414
[Step    80] CE_loss=0.2252 | VFE_final=508.9938 (IL_path=0.0518) | VFE_per_dof=0.2485 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0665 VFE_hidden_term=654.3636 logdet_Pi_y_sum=4.55 logdet_Pi_x_sum=286.32 | lambda_gate=0.000 | SG_objective=0.1680 | SG_relMSE=1.0000 SG_cosine=0.008 mean_log_Pi_g=0.280 | PC_activity_obj=540.1926 (per_unit 5.2753e-01) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) (total_proposals=3) | test_loss=0.2414 test_acc=0.9297
[Step   100] CE_loss=0.2430 | VFE_final=380.9465 (IL_path=0.0411) | VFE_per_dof=0.1860 Delta_VFE_per_dof=-0.0317 | VFE_pred_term=0.0823 VFE_hidden_term=523.4174 logdet_Pi_y_sum=5.04 logdet_Pi_x_sum=280.07 | lambda_gate=0.000 (raw=0.488) | SG_objective=0.1119 | SG_relMSE=1.0001 SG_cosine=-0.024 mean_log_Pi_g=0.274 | PC_activity_obj=440.4056 (per_unit 4.3008e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=7.31e-05 tol=1.00e-04 r=1.000 slope=-2.543e-05) | TrainAcc=0.938 TrainLoss=0.2001 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.932 TestLoss=0.2354
[Step   100] CE_loss=0.2430 | VFE_final=380.9465 (IL_path=0.0411) | VFE_per_dof=0.1860 Delta_VFE_per_dof=+0.0000 | VFE_pred_term=0.0823 VFE_hidden_term=523.4174 logdet_Pi_y_sum=5.04 logdet_Pi_x_sum=280.07 | lambda_gate=0.000 | SG_objective=0.1119 | SG_relMSE=1.0001 SG_cosine=-0.024 mean_log_Pi_g=0.274 | PC_activity_obj=440.4056 (per_unit 4.3008e-01) | PI_max_steps=3 | PC_steps=3 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) (total_proposals=3) | test_loss=0.2354 test_acc=0.9322
[Step   120] CE_loss=0.2638 | VFE_final=437.6498 (IL_path=0.0454) | VFE_per_dof=0.2137 Delta_VFE_per_dof=+0.0092 | VFE_pred_term=0.0831 VFE_hidden_term=580.5252 logdet_Pi_y_sum=5.60 logdet_Pi_x_sum=280.31 | lambda_gate=0.000 (raw=0.513) | SG_objective=0.0870 | SG_relMSE=0.9998 SG_cosine=0.027 mean_log_Pi_g=0.274 | PC_activity_obj=495.0530 (per_unit 4.8345e-01) | PI_max_steps=3 | PI_est_total=3.0 PI_est_valid=1 (cap_hit=0 delta_last=7.55e-05 tol=1.00e-04 r=1.000 slope=-3.433e-05) | TrainAcc=0.945 TrainLoss=0.2288 (total_proposals=3, oracle_model=0/0, oracle_lp=0/0, metrics=3/3) | TestAcc=0.939 TestLoss=0.2082
