train_step,pc_metric,pc_steps,pc_total,pi_max_steps,pi_steps,test_acc,test_loss,lambda_gate,seed,dt,rollout_tol,rollout_steps,oracle_every,lambda_cap,log_path
20,3.0,3.0,3.0,3.0,,0.8479,0.461,0.0,0,0.0036,0.0005,8,1,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
40,3.0,3.0,3.0,3.0,,0.8948,0.3447,0.0,0,0.0036,0.0005,8,1,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
60,3.0,3.0,3.0,3.0,,0.9102,0.3039,0.0,0,0.0036,0.0005,8,1,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
80,3.0,3.0,3.0,3.0,,0.9298,0.2374,0.0,0,0.0036,0.0005,8,1,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
100,3.0,3.0,3.0,3.0,,0.9354,0.2106,0.0,0,0.0036,0.0005,8,1,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
120,3.0,3.0,3.0,3.0,,0.9361,0.2136,0.0,0,0.0036,0.0005,8,1,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
140,3.0,3.0,3.0,3.0,,0.9407,0.1895,0.0,0,0.0036,0.0005,8,1,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
160,3.0,3.0,3.0,3.0,,0.9425,0.1864,0.0,0,0.0036,0.0005,8,1,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
180,3.0,3.0,3.0,3.0,,0.9478,0.1757,0.0,0,0.0036,0.0005,8,1,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
200,3.0,3.0,3.0,3.0,,0.9498,0.1597,0.0,0,0.0036,0.0005,8,1,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
220,3.0,3.0,3.0,3.0,,0.9543,0.1485,0.0,0,0.0036,0.0005,8,1,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
240,3.0,3.0,3.0,3.0,,0.9526,0.1424,0.0,0,0.0036,0.0005,8,1,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
260,3.0,3.0,3.0,3.0,,0.9638,0.1217,0.0,0,0.0036,0.0005,8,1,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
280,3.0,3.0,3.0,3.0,,0.9608,0.1276,0.0,0,0.0036,0.0005,8,1,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
300,3.0,3.0,3.0,3.0,,0.9633,0.1185,0.0,0,0.0036,0.0005,8,1,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
320,3.0,3.0,3.0,3.0,,0.9598,0.1281,0.0,0,0.0036,0.0005,8,1,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
340,3.0,3.0,3.0,3.0,,0.9623,0.1205,0.0,0,0.0036,0.0005,8,1,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
360,3.0,3.0,3.0,3.0,,0.9666,0.1074,0.0,0,0.0036,0.0005,8,1,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
380,3.0,3.0,3.0,3.0,,0.9676,0.101,0.0,0,0.0036,0.0005,8,1,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
400,3.0,3.0,3.0,3.0,,0.9646,0.1173,0.0,0,0.0036,0.0005,8,1,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
420,3.0,3.0,3.0,3.0,,0.9697,0.096,0.0,0,0.0036,0.0005,8,1,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
440,3.0,3.0,3.0,3.0,,0.9697,0.0973,0.0,0,0.0036,0.0005,8,1,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
460,3.0,3.0,3.0,3.0,,0.9691,0.0998,0.0,0,0.0036,0.0005,8,1,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
480,3.0,3.0,3.0,3.0,,0.9692,0.094,0.0,0,0.0036,0.0005,8,1,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
500,3.0,3.0,3.0,3.0,,0.9698,0.0922,0.0,0,0.0036,0.0005,8,1,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
520,3.0,3.0,3.0,3.0,,0.9727,0.0884,0.0,0,0.0036,0.0005,8,1,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
540,3.0,3.0,3.0,3.0,,0.9742,0.0878,0.0,0,0.0036,0.0005,8,1,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
560,3.0,3.0,3.0,3.0,,0.9724,0.089,0.0,0,0.0036,0.0005,8,1,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
580,3.0,3.0,3.0,3.0,,0.9725,0.084,0.0,0,0.0036,0.0005,8,1,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
600,3.0,3.0,3.0,3.0,,0.9737,0.0799,0.0,0,0.0036,0.0005,8,1,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
620,3.0,3.0,3.0,3.0,,0.9728,0.0935,0.0,0,0.0036,0.0005,8,1,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
640,3.0,3.0,3.0,3.0,,0.9755,0.0817,0.0,0,0.0036,0.0005,8,1,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
660,3.0,3.0,3.0,3.0,,0.9741,0.0852,0.0,0,0.0036,0.0005,8,1,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
680,3.0,3.0,3.0,3.0,,0.9733,0.0857,0.0,0,0.0036,0.0005,8,1,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
700,3.0,3.0,3.0,3.0,,0.9758,0.0805,0.0,0,0.0036,0.0005,8,1,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
720,3.0,3.0,3.0,3.0,,0.9772,0.0759,0.0,0,0.0036,0.0005,8,1,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
740,3.0,3.0,3.0,3.0,,0.9742,0.0821,0.0,0,0.0036,0.0005,8,1,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
760,3.0,3.0,3.0,3.0,,0.9769,0.077,0.0,0,0.0036,0.0005,8,1,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
780,3.0,3.0,3.0,3.0,,0.9757,0.0751,0.0,0,0.0036,0.0005,8,1,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
800,3.0,3.0,3.0,3.0,,0.9754,0.0779,0.0,0,0.0036,0.0005,8,1,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
820,3.0,3.0,3.0,3.0,,0.9759,0.076,0.0,0,0.0036,0.0005,8,1,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
840,3.0,3.0,3.0,3.0,,0.9654,0.113,0.0,0,0.0036,0.0005,8,1,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
860,3.0,3.0,3.0,3.0,,0.9737,0.0815,0.0,0,0.0036,0.0005,8,1,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
880,3.0,3.0,3.0,3.0,,0.9727,0.0863,0.0,0,0.0036,0.0005,8,1,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
900,3.0,3.0,3.0,3.0,,0.9736,0.0885,0.0,0,0.0036,0.0005,8,1,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
920,3.0,3.0,3.0,3.0,,0.9766,0.0786,0.0,0,0.0036,0.0005,8,1,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
940,3.0,3.0,3.0,3.0,,0.9773,0.0734,0.0,0,0.0036,0.0005,8,1,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
960,3.0,3.0,3.0,3.0,,0.9768,0.0741,0.0,0,0.0036,0.0005,8,1,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
980,3.0,3.0,3.0,3.0,,0.9779,0.0672,0.0,0,0.0036,0.0005,8,1,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
1000,3.0,3.0,3.0,3.0,,0.9777,0.0727,0.0,0,0.0036,0.0005,8,1,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
20,3.0,3.0,3.0,3.0,,0.8626,0.5455,0.289,0,0.0036,0.0005,8,1,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
40,3.0,3.0,3.0,3.0,,0.9138,0.3627,0.303,0,0.0036,0.0005,8,1,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
60,3.0,3.0,3.0,3.0,,0.9361,0.3061,0.303,0,0.0036,0.0005,8,1,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
80,3.0,3.0,3.0,3.0,,0.9395,0.2536,0.308,0,0.0036,0.0005,8,1,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
100,3.0,3.0,3.0,3.0,,0.9435,0.2206,0.322,0,0.0036,0.0005,8,1,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
120,3.0,3.0,3.0,3.0,,0.9511,0.2303,0.311,0,0.0036,0.0005,8,1,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
140,3.0,3.0,3.0,3.0,,0.9509,0.2105,0.336,0,0.0036,0.0005,8,1,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
160,3.0,3.0,3.0,3.0,,0.9504,0.2254,0.379,0,0.0036,0.0005,8,1,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
180,3.0,3.0,3.0,3.0,,0.9582,0.2116,0.286,0,0.0036,0.0005,8,1,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
200,3.0,3.0,3.0,3.0,,0.9598,0.1706,0.382,0,0.0036,0.0005,8,1,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
220,3.0,3.0,3.0,3.0,,0.9599,0.1807,0.344,0,0.0036,0.0005,8,1,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
240,3.0,3.0,3.0,3.0,,0.962,0.1723,0.293,0,0.0036,0.0005,8,1,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
260,3.0,3.0,3.0,3.0,,0.9622,0.1814,0.293,0,0.0036,0.0005,8,1,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
280,3.0,3.0,3.0,3.0,,0.9646,0.2059,0.352,0,0.0036,0.0005,8,1,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
300,3.0,3.0,3.0,3.0,,0.9656,0.1715,0.368,0,0.0036,0.0005,8,1,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
320,3.0,3.0,3.0,3.0,,0.9633,0.1527,0.384,0,0.0036,0.0005,8,1,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
340,3.0,3.0,3.0,3.0,,0.9675,0.153,0.418,0,0.0036,0.0005,8,1,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
360,3.0,3.0,3.0,3.0,,0.9667,0.1734,0.186,0,0.0036,0.0005,8,1,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
380,3.0,3.0,3.0,3.0,,0.9664,0.1447,0.421,0,0.0036,0.0005,8,1,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
400,3.0,3.0,3.0,3.0,,0.9667,0.17,0.288,0,0.0036,0.0005,8,1,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
420,3.0,3.0,3.0,3.0,,0.9667,0.181,0.228,0,0.0036,0.0005,8,1,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
440,3.0,3.0,3.0,3.0,,0.9682,0.1498,0.358,0,0.0036,0.0005,8,1,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
460,3.0,3.0,3.0,3.0,,0.9651,0.1848,0.262,0,0.0036,0.0005,8,1,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
480,3.0,3.0,3.0,3.0,,0.9708,0.1377,0.3,0,0.0036,0.0005,8,1,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
500,3.0,3.0,3.0,3.0,,0.9672,0.1418,0.291,0,0.0036,0.0005,8,1,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
520,3.0,3.0,3.0,3.0,,0.9709,0.1442,0.327,0,0.0036,0.0005,8,1,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
540,3.0,3.0,3.0,3.0,,0.9696,0.1246,0.364,0,0.0036,0.0005,8,1,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
560,3.0,3.0,3.0,3.0,,0.9704,0.1278,0.406,0,0.0036,0.0005,8,1,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
580,3.0,3.0,3.0,3.0,,0.9641,0.1536,0.257,0,0.0036,0.0005,8,1,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
600,3.0,3.0,3.0,3.0,,0.9698,0.1782,0.192,0,0.0036,0.0005,8,1,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
620,3.0,3.0,3.0,3.0,,0.9719,0.134,0.386,0,0.0036,0.0005,8,1,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
640,3.0,3.0,3.0,3.0,,0.9692,0.1291,0.371,0,0.0036,0.0005,8,1,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
660,3.0,3.0,3.0,3.0,,0.9737,0.1249,0.384,0,0.0036,0.0005,8,1,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
680,3.0,3.0,3.0,3.0,,0.9705,0.1208,0.349,0,0.0036,0.0005,8,1,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
700,3.0,3.0,3.0,3.0,,0.971,0.1364,0.204,0,0.0036,0.0005,8,1,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
720,3.0,3.0,3.0,3.0,,0.972,0.1281,0.291,0,0.0036,0.0005,8,1,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
740,3.0,3.0,3.0,3.0,,0.9701,0.1681,0.183,0,0.0036,0.0005,8,1,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
760,3.0,3.0,3.0,3.0,,0.9737,0.1485,0.374,0,0.0036,0.0005,8,1,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
780,3.0,3.0,3.0,3.0,,0.9684,0.1386,0.302,0,0.0036,0.0005,8,1,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
800,3.0,3.0,3.0,3.0,,0.9712,0.1431,0.275,0,0.0036,0.0005,8,1,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
820,3.0,3.0,3.0,3.0,,0.9696,0.1367,0.265,0,0.0036,0.0005,8,1,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
840,3.0,3.0,3.0,3.0,,0.9684,0.1485,0.406,0,0.0036,0.0005,8,1,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
860,3.0,3.0,3.0,3.0,,0.9681,0.1414,0.378,0,0.0036,0.0005,8,1,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
880,3.0,3.0,3.0,3.0,,0.9708,0.1753,0.355,0,0.0036,0.0005,8,1,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
900,3.0,3.0,3.0,3.0,,0.9677,0.1401,0.315,0,0.0036,0.0005,8,1,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
920,3.0,3.0,3.0,3.0,,0.9709,0.1384,0.314,0,0.0036,0.0005,8,1,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
940,3.0,3.0,3.0,3.0,,0.9715,0.1379,0.304,0,0.0036,0.0005,8,1,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
960,3.0,3.0,3.0,3.0,,0.9725,0.1247,0.464,0,0.0036,0.0005,8,1,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
980,3.0,3.0,3.0,3.0,,0.9722,0.1315,0.357,0,0.0036,0.0005,8,1,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
1000,3.0,3.0,3.0,3.0,,0.9719,0.1308,0.28,0,0.0036,0.0005,8,1,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.0036_tol0.0005_steps8_oracle1_devgpu.log
20,3.0,3.0,3.0,3.0,,0.848,0.4602,0.0,0,0.0036,0.0005,8,3,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.0036_tol0.0005_steps8_oracle3_devgpu.log
40,3.0,3.0,3.0,3.0,,0.895,0.3449,0.0,0,0.0036,0.0005,8,3,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.0036_tol0.0005_steps8_oracle3_devgpu.log
60,3.0,3.0,3.0,3.0,,0.9099,0.3044,0.0,0,0.0036,0.0005,8,3,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.0036_tol0.0005_steps8_oracle3_devgpu.log
80,3.0,3.0,3.0,3.0,,0.9299,0.2376,0.0,0,0.0036,0.0005,8,3,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.0036_tol0.0005_steps8_oracle3_devgpu.log
100,3.0,3.0,3.0,3.0,,0.9364,0.2118,0.0,0,0.0036,0.0005,8,3,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.0036_tol0.0005_steps8_oracle3_devgpu.log
120,3.0,3.0,3.0,3.0,,0.9356,0.2159,0.0,0,0.0036,0.0005,8,3,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.0036_tol0.0005_steps8_oracle3_devgpu.log
140,3.0,3.0,3.0,3.0,,0.9411,0.1902,0.0,0,0.0036,0.0005,8,3,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.0036_tol0.0005_steps8_oracle3_devgpu.log
160,3.0,3.0,3.0,3.0,,0.9426,0.1855,0.0,0,0.0036,0.0005,8,3,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.0036_tol0.0005_steps8_oracle3_devgpu.log
180,3.0,3.0,3.0,3.0,,0.9488,0.1744,0.0,0,0.0036,0.0005,8,3,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.0036_tol0.0005_steps8_oracle3_devgpu.log
200,3.0,3.0,3.0,3.0,,0.9484,0.1596,0.0,0,0.0036,0.0005,8,3,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.0036_tol0.0005_steps8_oracle3_devgpu.log
220,3.0,3.0,3.0,3.0,,0.9548,0.1449,0.0,0,0.0036,0.0005,8,3,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.0036_tol0.0005_steps8_oracle3_devgpu.log
240,3.0,3.0,3.0,3.0,,0.9551,0.1408,0.0,0,0.0036,0.0005,8,3,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.0036_tol0.0005_steps8_oracle3_devgpu.log
260,3.0,3.0,3.0,3.0,,0.963,0.1218,0.0,0,0.0036,0.0005,8,3,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.0036_tol0.0005_steps8_oracle3_devgpu.log
280,3.0,3.0,3.0,3.0,,0.9616,0.126,0.0,0,0.0036,0.0005,8,3,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.0036_tol0.0005_steps8_oracle3_devgpu.log
300,3.0,3.0,3.0,3.0,,0.9623,0.1196,0.0,0,0.0036,0.0005,8,3,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.0036_tol0.0005_steps8_oracle3_devgpu.log
320,3.0,3.0,3.0,3.0,,0.9595,0.1278,0.0,0,0.0036,0.0005,8,3,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.0036_tol0.0005_steps8_oracle3_devgpu.log
340,3.0,3.0,3.0,3.0,,0.9618,0.1225,0.0,0,0.0036,0.0005,8,3,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.0036_tol0.0005_steps8_oracle3_devgpu.log
360,3.0,3.0,3.0,3.0,,0.9671,0.1076,0.0,0,0.0036,0.0005,8,3,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.0036_tol0.0005_steps8_oracle3_devgpu.log
380,3.0,3.0,3.0,3.0,,0.9673,0.1007,0.0,0,0.0036,0.0005,8,3,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.0036_tol0.0005_steps8_oracle3_devgpu.log
400,3.0,3.0,3.0,3.0,,0.9653,0.1171,0.0,0,0.0036,0.0005,8,3,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.0036_tol0.0005_steps8_oracle3_devgpu.log
420,3.0,3.0,3.0,3.0,,0.9677,0.0985,0.0,0,0.0036,0.0005,8,3,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.0036_tol0.0005_steps8_oracle3_devgpu.log
440,3.0,3.0,3.0,3.0,,0.9698,0.0971,0.0,0,0.0036,0.0005,8,3,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.0036_tol0.0005_steps8_oracle3_devgpu.log
460,3.0,3.0,3.0,3.0,,0.9697,0.0968,0.0,0,0.0036,0.0005,8,3,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.0036_tol0.0005_steps8_oracle3_devgpu.log
480,3.0,3.0,3.0,3.0,,0.9708,0.0918,0.0,0,0.0036,0.0005,8,3,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.0036_tol0.0005_steps8_oracle3_devgpu.log
500,3.0,3.0,3.0,3.0,,0.9714,0.0886,0.0,0,0.0036,0.0005,8,3,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.0036_tol0.0005_steps8_oracle3_devgpu.log
520,3.0,3.0,3.0,3.0,,0.9736,0.0866,0.0,0,0.0036,0.0005,8,3,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.0036_tol0.0005_steps8_oracle3_devgpu.log
540,3.0,3.0,3.0,3.0,,0.9723,0.0897,0.0,0,0.0036,0.0005,8,3,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.0036_tol0.0005_steps8_oracle3_devgpu.log
560,3.0,3.0,3.0,3.0,,0.9715,0.0903,0.0,0,0.0036,0.0005,8,3,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.0036_tol0.0005_steps8_oracle3_devgpu.log
580,3.0,3.0,3.0,3.0,,0.9742,0.0809,0.0,0,0.0036,0.0005,8,3,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.0036_tol0.0005_steps8_oracle3_devgpu.log
600,3.0,3.0,3.0,3.0,,0.9738,0.0789,0.0,0,0.0036,0.0005,8,3,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.0036_tol0.0005_steps8_oracle3_devgpu.log
620,3.0,3.0,3.0,3.0,,0.9736,0.0908,0.0,0,0.0036,0.0005,8,3,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.0036_tol0.0005_steps8_oracle3_devgpu.log
640,3.0,3.0,3.0,3.0,,0.9762,0.0783,0.0,0,0.0036,0.0005,8,3,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.0036_tol0.0005_steps8_oracle3_devgpu.log
660,3.0,3.0,3.0,3.0,,0.9734,0.083,0.0,0,0.0036,0.0005,8,3,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.0036_tol0.0005_steps8_oracle3_devgpu.log
