train_step,pc_metric,pc_steps,pc_total,pi_max_steps,pi_steps,test_acc,test_loss,lambda_gate,seed,dt,rollout_tol,rollout_steps,oracle_every,lambda_cap,log_path
700,3.0,3.0,3.0,3.0,,0.9756,0.0795,0.0,0,0.005,0.0005,16,3,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.005_tol0.0005_steps16_oracle3_devgpu.log
720,3.0,3.0,3.0,3.0,,0.9769,0.0772,0.0,0,0.005,0.0005,16,3,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.005_tol0.0005_steps16_oracle3_devgpu.log
740,3.0,3.0,3.0,3.0,,0.9744,0.0814,0.0,0,0.005,0.0005,16,3,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.005_tol0.0005_steps16_oracle3_devgpu.log
760,3.0,3.0,3.0,3.0,,0.9763,0.0763,0.0,0,0.005,0.0005,16,3,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.005_tol0.0005_steps16_oracle3_devgpu.log
780,3.0,3.0,3.0,3.0,,0.9765,0.074,0.0,0,0.005,0.0005,16,3,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.005_tol0.0005_steps16_oracle3_devgpu.log
800,3.0,3.0,3.0,3.0,,0.9775,0.0738,0.0,0,0.005,0.0005,16,3,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.005_tol0.0005_steps16_oracle3_devgpu.log
820,3.0,3.0,3.0,3.0,,0.976,0.0768,0.0,0,0.005,0.0005,16,3,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.005_tol0.0005_steps16_oracle3_devgpu.log
840,3.0,3.0,3.0,3.0,,0.9664,0.105,0.0,0,0.005,0.0005,16,3,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.005_tol0.0005_steps16_oracle3_devgpu.log
860,3.0,3.0,3.0,3.0,,0.9746,0.0771,0.0,0,0.005,0.0005,16,3,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.005_tol0.0005_steps16_oracle3_devgpu.log
880,3.0,3.0,3.0,3.0,,0.9709,0.0895,0.0,0,0.005,0.0005,16,3,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.005_tol0.0005_steps16_oracle3_devgpu.log
900,3.0,3.0,3.0,3.0,,0.9752,0.0812,0.0,0,0.005,0.0005,16,3,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.005_tol0.0005_steps16_oracle3_devgpu.log
920,3.0,3.0,3.0,3.0,,0.9754,0.0799,0.0,0,0.005,0.0005,16,3,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.005_tol0.0005_steps16_oracle3_devgpu.log
940,3.0,3.0,3.0,3.0,,0.9766,0.0755,0.0,0,0.005,0.0005,16,3,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.005_tol0.0005_steps16_oracle3_devgpu.log
960,3.0,3.0,3.0,3.0,,0.9775,0.071,0.0,0,0.005,0.0005,16,3,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.005_tol0.0005_steps16_oracle3_devgpu.log
980,3.0,3.0,3.0,3.0,,0.9773,0.0699,0.0,0,0.005,0.0005,16,3,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.005_tol0.0005_steps16_oracle3_devgpu.log
1000,3.0,3.0,3.0,3.0,,0.9772,0.0786,0.0,0,0.005,0.0005,16,3,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.005_tol0.0005_steps16_oracle3_devgpu.log
20,3.0,3.0,3.0,3.0,,0.8492,0.5869,0.319,0,0.005,0.0005,16,3,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.005_tol0.0005_steps16_oracle3_devgpu.log
40,3.0,3.0,3.0,3.0,,0.9077,0.3927,0.318,0,0.005,0.0005,16,3,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.005_tol0.0005_steps16_oracle3_devgpu.log
60,3.0,3.0,3.0,3.0,,0.9307,0.3354,0.338,0,0.005,0.0005,16,3,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.005_tol0.0005_steps16_oracle3_devgpu.log
80,3.0,3.0,3.0,3.0,,0.9392,0.2721,0.275,0,0.005,0.0005,16,3,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.005_tol0.0005_steps16_oracle3_devgpu.log
100,3.0,3.0,3.0,3.0,,0.9383,0.2413,0.321,0,0.005,0.0005,16,3,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.005_tol0.0005_steps16_oracle3_devgpu.log
120,3.0,3.0,3.0,3.0,,0.9454,0.2434,0.332,0,0.005,0.0005,16,3,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.005_tol0.0005_steps16_oracle3_devgpu.log
140,3.0,3.0,3.0,3.0,,0.9484,0.2219,0.329,0,0.005,0.0005,16,3,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.005_tol0.0005_steps16_oracle3_devgpu.log
160,3.0,3.0,3.0,3.0,,0.9429,0.2483,0.376,0,0.005,0.0005,16,3,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.005_tol0.0005_steps16_oracle3_devgpu.log
180,3.0,3.0,3.0,3.0,,0.9552,0.2281,0.304,0,0.005,0.0005,16,3,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.005_tol0.0005_steps16_oracle3_devgpu.log
200,3.0,3.0,3.0,3.0,,0.955,0.1989,0.404,0,0.005,0.0005,16,3,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.005_tol0.0005_steps16_oracle3_devgpu.log
220,3.0,3.0,3.0,3.0,,0.9553,0.2127,0.327,0,0.005,0.0005,16,3,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.005_tol0.0005_steps16_oracle3_devgpu.log
240,3.0,3.0,3.0,3.0,,0.961,0.1818,0.313,0,0.005,0.0005,16,3,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.005_tol0.0005_steps16_oracle3_devgpu.log
260,3.0,3.0,3.0,3.0,,0.9539,0.205,0.375,0,0.005,0.0005,16,3,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.005_tol0.0005_steps16_oracle3_devgpu.log
280,3.0,3.0,3.0,3.0,,0.9616,0.2255,0.336,0,0.005,0.0005,16,3,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.005_tol0.0005_steps16_oracle3_devgpu.log
300,3.0,3.0,3.0,3.0,,0.9608,0.2031,0.363,0,0.005,0.0005,16,3,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.005_tol0.0005_steps16_oracle3_devgpu.log
320,3.0,3.0,3.0,3.0,,0.9571,0.1737,0.408,0,0.005,0.0005,16,3,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.005_tol0.0005_steps16_oracle3_devgpu.log
340,3.0,3.0,3.0,3.0,,0.9633,0.1628,0.409,0,0.005,0.0005,16,3,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.005_tol0.0005_steps16_oracle3_devgpu.log
360,3.0,3.0,3.0,3.0,,0.9636,0.198,0.23,0,0.005,0.0005,16,3,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.005_tol0.0005_steps16_oracle3_devgpu.log
380,3.0,3.0,3.0,3.0,,0.9649,0.1656,0.378,0,0.005,0.0005,16,3,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.005_tol0.0005_steps16_oracle3_devgpu.log
400,3.0,3.0,3.0,3.0,,0.9621,0.1734,0.335,0,0.005,0.0005,16,3,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.005_tol0.0005_steps16_oracle3_devgpu.log
420,3.0,3.0,3.0,3.0,,0.9641,0.1922,0.253,0,0.005,0.0005,16,3,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.005_tol0.0005_steps16_oracle3_devgpu.log
440,3.0,3.0,3.0,3.0,,0.9621,0.1753,0.369,0,0.005,0.0005,16,3,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.005_tol0.0005_steps16_oracle3_devgpu.log
460,3.0,3.0,3.0,3.0,,0.9599,0.2105,0.31,0,0.005,0.0005,16,3,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.005_tol0.0005_steps16_oracle3_devgpu.log
480,3.0,3.0,3.0,3.0,,0.9653,0.1673,0.336,0,0.005,0.0005,16,3,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.005_tol0.0005_steps16_oracle3_devgpu.log
500,3.0,3.0,3.0,3.0,,0.963,0.1718,0.361,0,0.005,0.0005,16,3,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.005_tol0.0005_steps16_oracle3_devgpu.log
520,3.0,3.0,3.0,3.0,,0.9647,0.1719,0.309,0,0.005,0.0005,16,3,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.005_tol0.0005_steps16_oracle3_devgpu.log
540,3.0,3.0,3.0,3.0,,0.9654,0.1455,0.376,0,0.005,0.0005,16,3,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.005_tol0.0005_steps16_oracle3_devgpu.log
560,3.0,3.0,3.0,3.0,,0.9672,0.1419,0.548,0,0.005,0.0005,16,3,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.005_tol0.0005_steps16_oracle3_devgpu.log
580,3.0,3.0,3.0,3.0,,0.9663,0.1531,0.304,0,0.005,0.0005,16,3,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.005_tol0.0005_steps16_oracle3_devgpu.log
600,3.0,3.0,3.0,3.0,,0.9652,0.1921,0.366,0,0.005,0.0005,16,3,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.005_tol0.0005_steps16_oracle3_devgpu.log
620,3.0,3.0,3.0,3.0,,0.9697,0.1569,0.371,0,0.005,0.0005,16,3,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.005_tol0.0005_steps16_oracle3_devgpu.log
640,3.0,3.0,3.0,3.0,,0.9626,0.1504,0.384,0,0.005,0.0005,16,3,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.005_tol0.0005_steps16_oracle3_devgpu.log
660,3.0,3.0,3.0,3.0,,0.9683,0.1671,0.384,0,0.005,0.0005,16,3,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.005_tol0.0005_steps16_oracle3_devgpu.log
680,3.0,3.0,3.0,3.0,,0.9662,0.1398,0.362,0,0.005,0.0005,16,3,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.005_tol0.0005_steps16_oracle3_devgpu.log
700,3.0,3.0,3.0,3.0,,0.9613,0.2032,0.231,0,0.005,0.0005,16,3,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.005_tol0.0005_steps16_oracle3_devgpu.log
720,3.0,3.0,3.0,3.0,,0.9665,0.161,0.289,0,0.005,0.0005,16,3,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.005_tol0.0005_steps16_oracle3_devgpu.log
740,3.0,3.0,3.0,3.0,,0.968,0.18,0.28,0,0.005,0.0005,16,3,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.005_tol0.0005_steps16_oracle3_devgpu.log
760,3.0,3.0,3.0,3.0,,0.9651,0.171,0.33,0,0.005,0.0005,16,3,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.005_tol0.0005_steps16_oracle3_devgpu.log
780,3.0,3.0,3.0,3.0,,0.9636,0.1954,0.316,0,0.005,0.0005,16,3,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.005_tol0.0005_steps16_oracle3_devgpu.log
800,3.0,3.0,3.0,3.0,,0.9654,0.1716,0.336,0,0.005,0.0005,16,3,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.005_tol0.0005_steps16_oracle3_devgpu.log
820,3.0,3.0,3.0,3.0,,0.9642,0.1655,0.27,0,0.005,0.0005,16,3,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.005_tol0.0005_steps16_oracle3_devgpu.log
840,3.0,3.0,3.0,3.0,,0.9625,0.1768,0.339,0,0.005,0.0005,16,3,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.005_tol0.0005_steps16_oracle3_devgpu.log
860,3.0,3.0,3.0,3.0,,0.9653,0.1813,0.425,0,0.005,0.0005,16,3,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.005_tol0.0005_steps16_oracle3_devgpu.log
880,3.0,3.0,3.0,3.0,,0.9612,0.1864,0.376,0,0.005,0.0005,16,3,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.005_tol0.0005_steps16_oracle3_devgpu.log
900,3.0,3.0,3.0,3.0,,0.9629,0.1744,0.31,0,0.005,0.0005,16,3,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.005_tol0.0005_steps16_oracle3_devgpu.log
920,3.0,3.0,3.0,3.0,,0.9632,0.1749,0.344,0,0.005,0.0005,16,3,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.005_tol0.0005_steps16_oracle3_devgpu.log
940,3.0,3.0,3.0,3.0,,0.9638,0.174,0.317,0,0.005,0.0005,16,3,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.005_tol0.0005_steps16_oracle3_devgpu.log
960,3.0,3.0,3.0,3.0,,0.9598,0.1744,0.401,0,0.005,0.0005,16,3,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.005_tol0.0005_steps16_oracle3_devgpu.log
980,3.0,3.0,3.0,3.0,,0.9595,0.1869,0.364,0,0.005,0.0005,16,3,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.005_tol0.0005_steps16_oracle3_devgpu.log
1000,3.0,3.0,3.0,3.0,,0.9623,0.1699,0.328,0,0.005,0.0005,16,3,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.005_tol0.0005_steps16_oracle3_devgpu.log
20,3.0,3.0,3.0,3.0,,0.8472,0.4622,0.0,0,0.005,0.0005,16,5,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.005_tol0.0005_steps16_oracle5_devgpu.log
40,3.0,3.0,3.0,3.0,,0.8945,0.3461,0.0,0,0.005,0.0005,16,5,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.005_tol0.0005_steps16_oracle5_devgpu.log
60,3.0,3.0,3.0,3.0,,0.9094,0.3055,0.0,0,0.005,0.0005,16,5,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.005_tol0.0005_steps16_oracle5_devgpu.log
80,3.0,3.0,3.0,3.0,,0.9304,0.2374,0.0,0,0.005,0.0005,16,5,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.005_tol0.0005_steps16_oracle5_devgpu.log
100,3.0,3.0,3.0,3.0,,0.9354,0.2118,0.0,0,0.005,0.0005,16,5,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.005_tol0.0005_steps16_oracle5_devgpu.log
120,3.0,3.0,3.0,3.0,,0.9346,0.2145,0.0,0,0.005,0.0005,16,5,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.005_tol0.0005_steps16_oracle5_devgpu.log
140,3.0,3.0,3.0,3.0,,0.9404,0.1923,0.0,0,0.005,0.0005,16,5,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.005_tol0.0005_steps16_oracle5_devgpu.log
160,3.0,3.0,3.0,3.0,,0.9432,0.1865,0.0,0,0.005,0.0005,16,5,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.005_tol0.0005_steps16_oracle5_devgpu.log
180,3.0,3.0,3.0,3.0,,0.9491,0.172,0.0,0,0.005,0.0005,16,5,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.005_tol0.0005_steps16_oracle5_devgpu.log
200,3.0,3.0,3.0,3.0,,0.9509,0.1573,0.0,0,0.005,0.0005,16,5,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.005_tol0.0005_steps16_oracle5_devgpu.log
220,3.0,3.0,3.0,3.0,,0.9538,0.1464,0.0,0,0.005,0.0005,16,5,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.005_tol0.0005_steps16_oracle5_devgpu.log
240,3.0,3.0,3.0,3.0,,0.9537,0.1424,0.0,0,0.005,0.0005,16,5,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.005_tol0.0005_steps16_oracle5_devgpu.log
260,3.0,3.0,3.0,3.0,,0.9639,0.1223,0.0,0,0.005,0.0005,16,5,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.005_tol0.0005_steps16_oracle5_devgpu.log
280,3.0,3.0,3.0,3.0,,0.9607,0.1274,0.0,0,0.005,0.0005,16,5,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.005_tol0.0005_steps16_oracle5_devgpu.log
300,3.0,3.0,3.0,3.0,,0.964,0.1191,0.0,0,0.005,0.0005,16,5,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.005_tol0.0005_steps16_oracle5_devgpu.log
320,3.0,3.0,3.0,3.0,,0.9604,0.1287,0.0,0,0.005,0.0005,16,5,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.005_tol0.0005_steps16_oracle5_devgpu.log
340,3.0,3.0,3.0,3.0,,0.9626,0.1228,0.0,0,0.005,0.0005,16,5,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.005_tol0.0005_steps16_oracle5_devgpu.log
360,3.0,3.0,3.0,3.0,,0.9657,0.108,0.0,0,0.005,0.0005,16,5,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.005_tol0.0005_steps16_oracle5_devgpu.log
380,3.0,3.0,3.0,3.0,,0.9679,0.1006,0.0,0,0.005,0.0005,16,5,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.005_tol0.0005_steps16_oracle5_devgpu.log
400,3.0,3.0,3.0,3.0,,0.9668,0.1158,0.0,0,0.005,0.0005,16,5,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.005_tol0.0005_steps16_oracle5_devgpu.log
420,3.0,3.0,3.0,3.0,,0.9683,0.0988,0.0,0,0.005,0.0005,16,5,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.005_tol0.0005_steps16_oracle5_devgpu.log
440,3.0,3.0,3.0,3.0,,0.9691,0.0972,0.0,0,0.005,0.0005,16,5,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.005_tol0.0005_steps16_oracle5_devgpu.log
460,3.0,3.0,3.0,3.0,,0.9701,0.0967,0.0,0,0.005,0.0005,16,5,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.005_tol0.0005_steps16_oracle5_devgpu.log
480,3.0,3.0,3.0,3.0,,0.9698,0.0936,0.0,0,0.005,0.0005,16,5,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.005_tol0.0005_steps16_oracle5_devgpu.log
500,3.0,3.0,3.0,3.0,,0.9706,0.0934,0.0,0,0.005,0.0005,16,5,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.005_tol0.0005_steps16_oracle5_devgpu.log
520,3.0,3.0,3.0,3.0,,0.9727,0.0894,0.0,0,0.005,0.0005,16,5,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.005_tol0.0005_steps16_oracle5_devgpu.log
540,3.0,3.0,3.0,3.0,,0.974,0.0903,0.0,0,0.005,0.0005,16,5,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.005_tol0.0005_steps16_oracle5_devgpu.log
560,3.0,3.0,3.0,3.0,,0.971,0.0931,0.0,0,0.005,0.0005,16,5,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.005_tol0.0005_steps16_oracle5_devgpu.log
580,3.0,3.0,3.0,3.0,,0.9722,0.0853,0.0,0,0.005,0.0005,16,5,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.005_tol0.0005_steps16_oracle5_devgpu.log
600,3.0,3.0,3.0,3.0,,0.9743,0.08,0.0,0,0.005,0.0005,16,5,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.005_tol0.0005_steps16_oracle5_devgpu.log
620,3.0,3.0,3.0,3.0,,0.9716,0.0945,0.0,0,0.005,0.0005,16,5,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.005_tol0.0005_steps16_oracle5_devgpu.log
640,3.0,3.0,3.0,3.0,,0.9759,0.082,0.0,0,0.005,0.0005,16,5,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.005_tol0.0005_steps16_oracle5_devgpu.log
660,3.0,3.0,3.0,3.0,,0.9731,0.0864,0.0,0,0.005,0.0005,16,5,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.005_tol0.0005_steps16_oracle5_devgpu.log
680,3.0,3.0,3.0,3.0,,0.9754,0.0838,0.0,0,0.005,0.0005,16,5,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.005_tol0.0005_steps16_oracle5_devgpu.log
700,3.0,3.0,3.0,3.0,,0.9737,0.0837,0.0,0,0.005,0.0005,16,5,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.005_tol0.0005_steps16_oracle5_devgpu.log
720,3.0,3.0,3.0,3.0,,0.976,0.0766,0.0,0,0.005,0.0005,16,5,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.005_tol0.0005_steps16_oracle5_devgpu.log
740,3.0,3.0,3.0,3.0,,0.9756,0.082,0.0,0,0.005,0.0005,16,5,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.005_tol0.0005_steps16_oracle5_devgpu.log
760,3.0,3.0,3.0,3.0,,0.9767,0.0754,0.0,0,0.005,0.0005,16,5,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.005_tol0.0005_steps16_oracle5_devgpu.log
780,3.0,3.0,3.0,3.0,,0.9769,0.0745,0.0,0,0.005,0.0005,16,5,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.005_tol0.0005_steps16_oracle5_devgpu.log
800,3.0,3.0,3.0,3.0,,0.9757,0.0783,0.0,0,0.005,0.0005,16,5,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.005_tol0.0005_steps16_oracle5_devgpu.log
820,3.0,3.0,3.0,3.0,,0.9759,0.0768,0.0,0,0.005,0.0005,16,5,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.005_tol0.0005_steps16_oracle5_devgpu.log
840,3.0,3.0,3.0,3.0,,0.9644,0.1096,0.0,0,0.005,0.0005,16,5,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.005_tol0.0005_steps16_oracle5_devgpu.log
860,3.0,3.0,3.0,3.0,,0.9746,0.0814,0.0,0,0.005,0.0005,16,5,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.005_tol0.0005_steps16_oracle5_devgpu.log
880,3.0,3.0,3.0,3.0,,0.9727,0.0875,0.0,0,0.005,0.0005,16,5,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.005_tol0.0005_steps16_oracle5_devgpu.log
900,3.0,3.0,3.0,3.0,,0.9749,0.082,0.0,0,0.005,0.0005,16,5,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.005_tol0.0005_steps16_oracle5_devgpu.log
920,3.0,3.0,3.0,3.0,,0.9754,0.0795,0.0,0,0.005,0.0005,16,5,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.005_tol0.0005_steps16_oracle5_devgpu.log
940,3.0,3.0,3.0,3.0,,0.9758,0.0756,0.0,0,0.005,0.0005,16,5,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.005_tol0.0005_steps16_oracle5_devgpu.log
960,3.0,3.0,3.0,3.0,,0.9762,0.0746,0.0,0,0.005,0.0005,16,5,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.005_tol0.0005_steps16_oracle5_devgpu.log
980,3.0,3.0,3.0,3.0,,0.9793,0.0655,0.0,0,0.005,0.0005,16,5,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.005_tol0.0005_steps16_oracle5_devgpu.log
1000,3.0,3.0,3.0,3.0,,0.9762,0.0776,0.0,0,0.005,0.0005,16,5,0.0,pi_plots_out/logs/seed0_lam0.0_dt0.005_tol0.0005_steps16_oracle5_devgpu.log
20,3.0,3.0,3.0,3.0,,0.8396,0.6764,0.311,0,0.005,0.0005,16,5,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.005_tol0.0005_steps16_oracle5_devgpu.log
40,3.0,3.0,3.0,3.0,,0.9025,0.4212,0.316,0,0.005,0.0005,16,5,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.005_tol0.0005_steps16_oracle5_devgpu.log
60,3.0,3.0,3.0,3.0,,0.9244,0.3409,0.377,0,0.005,0.0005,16,5,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.005_tol0.0005_steps16_oracle5_devgpu.log
80,3.0,3.0,3.0,3.0,,0.9306,0.2952,0.271,0,0.005,0.0005,16,5,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.005_tol0.0005_steps16_oracle5_devgpu.log
100,3.0,3.0,3.0,3.0,,0.9334,0.2588,0.315,0,0.005,0.0005,16,5,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.005_tol0.0005_steps16_oracle5_devgpu.log
120,3.0,3.0,3.0,3.0,,0.9405,0.2535,0.373,0,0.005,0.0005,16,5,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.005_tol0.0005_steps16_oracle5_devgpu.log
140,3.0,3.0,3.0,3.0,,0.9441,0.2491,0.32,0,0.005,0.0005,16,5,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.005_tol0.0005_steps16_oracle5_devgpu.log
160,3.0,3.0,3.0,3.0,,0.932,0.2736,0.345,0,0.005,0.0005,16,5,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.005_tol0.0005_steps16_oracle5_devgpu.log
180,3.0,3.0,3.0,3.0,,0.9516,0.2358,0.372,0,0.005,0.0005,16,5,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.005_tol0.0005_steps16_oracle5_devgpu.log
200,3.0,3.0,3.0,3.0,,0.9505,0.2356,0.328,0,0.005,0.0005,16,5,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.005_tol0.0005_steps16_oracle5_devgpu.log
220,3.0,3.0,3.0,3.0,,0.9514,0.2486,0.311,0,0.005,0.0005,16,5,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.005_tol0.0005_steps16_oracle5_devgpu.log
240,3.0,3.0,3.0,3.0,,0.9557,0.2078,0.287,0,0.005,0.0005,16,5,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.005_tol0.0005_steps16_oracle5_devgpu.log
260,3.0,3.0,3.0,3.0,,0.9546,0.2026,0.338,0,0.005,0.0005,16,5,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.005_tol0.0005_steps16_oracle5_devgpu.log
280,3.0,3.0,3.0,3.0,,0.954,0.2356,0.354,0,0.005,0.0005,16,5,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.005_tol0.0005_steps16_oracle5_devgpu.log
300,3.0,3.0,3.0,3.0,,0.9582,0.2045,0.339,0,0.005,0.0005,16,5,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.005_tol0.0005_steps16_oracle5_devgpu.log
320,3.0,3.0,3.0,3.0,,0.9526,0.1933,0.315,0,0.005,0.0005,16,5,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.005_tol0.0005_steps16_oracle5_devgpu.log
340,3.0,3.0,3.0,3.0,,0.9563,0.1872,0.436,0,0.005,0.0005,16,5,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.005_tol0.0005_steps16_oracle5_devgpu.log
360,3.0,3.0,3.0,3.0,,0.9602,0.2139,0.211,0,0.005,0.0005,16,5,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.005_tol0.0005_steps16_oracle5_devgpu.log
380,3.0,3.0,3.0,3.0,,0.9591,0.1774,0.35,0,0.005,0.0005,16,5,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.005_tol0.0005_steps16_oracle5_devgpu.log
400,3.0,3.0,3.0,3.0,,0.9589,0.2023,0.298,0,0.005,0.0005,16,5,1.0,pi_plots_out/logs/seed0_lam1.0_dt0.005_tol0.0005_steps16_oracle5_devgpu.log
